model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.86,0.05,2.44,pi3,0.01,0.8444444444444444,0.8477366255144033,0.08,0.0,0.18050607045491537,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000)",0.85,0.04,2.52,pi1,0.01,0.8582028029678483,0.8557295960428689,0.08,0.06,0.18050607045491537,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000)",0.85,0.04,2.52,pi2,0.01,0.8336079077429983,0.8344316309719935,0.15,0.98,0.18050607045491537,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.04,2.45,pi3,0.01,0.8493827160493828,0.8477366255144033,0.15,0.98,0.18050607045491537,False
pi1,LogisticRegression(max_iter=100000),0.87,0.03,2.18,pi3,0.0,0.8632911392405064,0.8734177215189873,0.13,0.02,0.3433310190836589,True
pi3,LogisticRegression(max_iter=100000),0.87,0.03,2.13,pi1,0.01,0.8666666666666667,0.8666666666666667,0.13,0.12,0.3433310190836589,True
pi3,LogisticRegression(max_iter=100000),0.87,0.03,2.13,pi2,0.01,0.86,0.86,0.15,0.98,0.3433310190836589,True
pi2,LogisticRegression(max_iter=100000),0.86,0.05,1.7,pi3,0.0,0.8632911392405064,0.8734177215189873,0.15,0.97,0.3433310190836589,True
pi4,LogisticRegression(max_iter=100000),0.74,0.03,2.09,pi5,0.03,0.7106710671067107,0.7073707370737073,0.26,0.11,0.3433310190836589,True
pi5,LogisticRegression(max_iter=100000),0.71,0.04,1.94,pi4,0.03,0.7326530612244898,0.7408163265306122,0.26,0.01,0.3433310190836589,True
