model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.93,0.03,3.89,pi2,0.01,0.914332784184514,0.9200988467874794,0.06,0.01,0.08696222305297852,False
pi1,LogisticRegression(max_iter=100000),0.93,0.03,3.89,pi3,0.02,0.909315746084089,0.9101401483924155,0.03,0.0,0.08696222305297852,False
pi2,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.92,0.02,9.01,pi1,0.0,0.9176954732510288,0.9251028806584363,0.06,0.07,0.08696222305297852,False
pi2,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.92,0.02,9.01,pi3,0.02,0.9018961253091509,0.9101401483924155,0.07,0.99,0.08696222305297852,False
pi3,LogisticRegression(max_iter=100000),0.91,0.03,3.25,pi1,0.01,0.9251028806584363,0.9251028806584363,0.03,0.04,0.08696222305297852,False
pi3,LogisticRegression(max_iter=100000),0.91,0.03,3.25,pi2,0.01,0.9159802306425041,0.9200988467874794,0.07,0.99,0.08696222305297852,False
pi1,LogisticRegression(max_iter=100000),0.88,0.03,2.31,pi3,0.01,0.8670212765957447,0.8617021276595744,0.49,0.01,0.605414072672526,True
pi3,LogisticRegression(max_iter=100000),0.86,0.03,2.17,pi1,0.01,0.8696808510638298,0.875,0.49,0.13,0.605414072672526,True
pi4,LogisticRegression(max_iter=100000),0.73,0.04,2.06,pi5,0.02,0.7024972855591748,0.7035830618892508,0.27,0.07,0.605414072672526,True
pi5,LogisticRegression(max_iter=100000),0.7,0.03,1.87,pi4,0.01,0.7139830508474576,0.7266949152542372,0.27,0.0,0.605414072672526,True
