model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi3,LogisticRegression(max_iter=100000),0.81,0.02,1.0,pi5,0.02,0.7916666666666666,0.7916666666666666,1606.25,0.0,1860.7698759191176,True
pi3,LogisticRegression(max_iter=100000),0.81,0.02,1.0,pi6,0.07,0.875,0.9,649.99,0.0,1860.7698759191176,True
pi3,LogisticRegression(max_iter=100000),0.81,0.02,1.0,pi7,0.07,0.8823529411764706,0.8823529411764706,1672.14,0.0,1860.7698759191176,True
pi3,LogisticRegression(max_iter=100000),0.81,0.02,1.0,pi8,0.3,0.5098625224148237,0.6957561267184699,1102.42,0.0,1860.7698759191176,True
pi4,LogisticRegression(max_iter=100000),0.79,0.01,0.94,pi1,0.04,0.8333333333333334,0.8666666666666667,1359.58,0.0,1860.7698759191176,True
pi4,LogisticRegression(max_iter=100000),0.79,0.01,0.94,pi3,0.01,0.8085106382978723,0.8085106382978723,1425.74,0.0,1860.7698759191176,True
pi4,LogisticRegression(max_iter=100000),0.79,0.01,0.94,pi5,0.02,0.7777777777777778,0.7916666666666666,1901.73,0.81,1860.7698759191176,True
pi4,LogisticRegression(max_iter=100000),0.79,0.01,0.94,pi6,0.11,0.9,0.9,1588.73,0.82,1860.7698759191176,True
pi4,LogisticRegression(max_iter=100000),0.79,0.01,0.94,pi7,0.09,0.8823529411764706,0.8823529411764706,1711.79,0.79,1860.7698759191176,True
pi6,LogisticRegression(max_iter=100000),0.9,0.01,1.08,pi1,0.07,0.8333333333333334,0.8666666666666667,768.59,0.0,1860.7698759191176,True
pi6,LogisticRegression(max_iter=100000),0.9,0.01,1.08,pi3,0.09,0.8085106382978723,0.8085106382978723,649.99,0.0,1860.7698759191176,True
pi6,LogisticRegression(max_iter=100000),0.9,0.01,1.08,pi4,0.11,0.7941176470588235,0.7941176470588235,1588.73,0.9,1860.7698759191176,True
pi6,LogisticRegression(max_iter=100000),0.9,0.01,1.08,pi7,0.02,0.8823529411764706,0.8823529411764706,1430.57,0.81,1860.7698759191176,True
pi6,LogisticRegression(max_iter=100000),0.9,0.01,1.08,pi8,0.39,0.5098625224148237,0.6957561267184699,1171.71,0.8,1860.7698759191176,True
pi7,LogisticRegression(max_iter=100000),0.88,0.01,0.78,pi1,0.05,0.8333333333333334,0.8666666666666667,1170.5,0.0,1860.7698759191176,True
pi7,LogisticRegression(max_iter=100000),0.88,0.01,0.78,pi3,0.07,0.8085106382978723,0.8085106382978723,1672.14,0.0,1860.7698759191176,True
pi7,LogisticRegression(max_iter=100000),0.88,0.01,0.78,pi4,0.12,0.7647058823529411,0.7941176470588235,1711.79,0.91,1860.7698759191176,True
pi7,LogisticRegression(max_iter=100000),0.88,0.01,0.78,pi5,0.1,0.7777777777777778,0.7916666666666666,1448.11,0.89,1860.7698759191176,True
pi7,LogisticRegression(max_iter=100000),0.88,0.01,0.78,pi6,0.02,0.9,0.9,1430.57,0.85,1860.7698759191176,True
pi7,LogisticRegression(max_iter=100000),0.88,0.01,0.78,pi8,0.51,0.3723849372384937,0.6957561267184699,1183.75,0.9,1860.7698759191176,True
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.02,29.79,pi1,0.23,0.4666666666666667,0.8666666666666667,1040.59,0.0,1860.7698759191176,True
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.02,29.79,pi3,0.21,0.48936170212765956,0.8085106382978723,1102.42,0.0,1860.7698759191176,True
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.02,29.79,pi6,0.2,0.5,0.9,1171.71,0.91,1860.7698759191176,True
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.7,0.02,29.79,pi7,0.21,0.4852941176470588,0.8823529411764706,1183.75,0.94,1860.7698759191176,True
pi2,LogisticRegression(max_iter=100000),0.73,0.02,0.77,pi10,0.23,0.4966887417218543,0.7052980132450332,763.5,0.0,1860.7698759191176,True
pi10,"LogisticRegression(C=0.01, max_iter=100000)",0.71,0.02,1.63,pi2,0.22,0.4805194805194805,0.7272727272727273,763.5,0.52,1860.7698759191176,True
pi5,LogisticRegression(max_iter=100000),0.79,0.02,0.8,pi3,0.03,0.7659574468085106,0.8085106382978723,1606.25,0.0,1860.7698759191176,True
pi5,LogisticRegression(max_iter=100000),0.79,0.02,0.8,pi4,0.03,0.7647058823529411,0.7941176470588235,1901.73,0.84,1860.7698759191176,True
pi5,LogisticRegression(max_iter=100000),0.79,0.02,0.8,pi7,0.08,0.8676470588235294,0.8823529411764706,1448.11,0.78,1860.7698759191176,True
