model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.94,pi3,0.0,0.9865494050698397,0.9865494050698397,47.32,0.98,52.1638671875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.94,pi6,0.01,0.9891360579410243,0.9891360579410243,42.43,0.0,52.1638671875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.94,pi7,0.0,0.9808488612836439,0.9808488612836439,52.06,0.0,52.1638671875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.94,pi8,0.32,0.6594202898550725,0.6956521739130435,43.64,0.0,52.1638671875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,6.32,pi1,0.0,0.9829369183040331,0.9829369183040331,47.32,0.99,52.1638671875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,6.32,pi4,0.0,0.9896533885152613,0.9896533885152613,41.9,0.0,52.1638671875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,6.32,pi5,0.01,0.9798241076047595,0.9798241076047595,37.11,0.0,52.1638671875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,6.32,pi7,0.01,0.9808488612836439,0.9808488612836439,32.69,0.0,52.1638671875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,6.32,pi8,0.43,0.5610766045548654,0.6956521739130435,34.86,0.0,52.1638671875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,5.39,pi1,0.01,0.9829369183040331,0.9829369183040331,42.43,0.0,52.1638671875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.7,pi1,0.0,0.9829369183040331,0.9829369183040331,52.06,0.0,52.1638671875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.7,pi3,0.01,0.9865494050698397,0.9865494050698397,32.69,0.0,52.1638671875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.7,pi4,0.01,0.9896533885152613,0.9896533885152613,38.95,0.99,52.1638671875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.7,pi5,0.0,0.9798241076047595,0.9798241076047595,37.13,0.98,52.1638671875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,2.7,pi8,0.31,0.6682194616977226,0.6956521739130435,37.62,0.98,52.1638671875,False
pi8,LogisticRegression(max_iter=100000),0.7,0.07,104.56,pi1,0.29,0.9829369183040331,0.9829369183040331,43.64,0.0,52.1638671875,False
pi8,LogisticRegression(max_iter=100000),0.7,0.07,104.56,pi3,0.29,0.9865494050698397,0.9865494050698397,34.86,0.0,52.1638671875,False
pi8,LogisticRegression(max_iter=100000),0.7,0.07,104.56,pi4,0.29,0.9896533885152613,0.9896533885152613,49.75,1.0,52.1638671875,False
pi8,LogisticRegression(max_iter=100000),0.7,0.07,104.56,pi5,0.28,0.9798241076047595,0.9798241076047595,39.76,0.99,52.1638671875,False
pi8,LogisticRegression(max_iter=100000),0.7,0.07,104.56,pi7,0.29,0.9808488612836439,0.9808488612836439,37.62,1.0,52.1638671875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,5.96,pi3,0.0,0.9865494050698397,0.9865494050698397,41.9,0.0,52.1638671875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,5.96,pi5,0.01,0.9798241076047595,0.9798241076047595,35.65,0.98,52.1638671875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,5.96,pi7,0.01,0.9808488612836439,0.9808488612836439,38.95,0.98,52.1638671875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,5.96,pi8,0.38,0.6086956521739131,0.6956521739130435,49.75,0.97,52.1638671875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.0,pi3,0.01,0.9865494050698397,0.9865494050698397,37.11,0.0,52.1638671875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.0,pi4,0.01,0.9896533885152613,0.9896533885152613,35.65,0.99,52.1638671875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.0,pi7,0.0,0.9808488612836439,0.9808488612836439,37.13,0.98,52.1638671875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.0,pi8,0.31,0.6744306418219461,0.6956521739130435,39.76,0.97,52.1638671875,False
pi1,LogisticRegression(max_iter=100000),0.87,0.02,0.85,pi3,0.1,0.7659574468085106,0.8085106382978723,759.33,0.99,1860.7698759191176,True
pi1,LogisticRegression(max_iter=100000),0.87,0.02,0.85,pi4,0.13,0.7352941176470589,0.7941176470588235,1359.58,0.0,1860.7698759191176,True
pi1,LogisticRegression(max_iter=100000),0.87,0.02,0.85,pi6,0.02,0.85,0.9,768.59,0.0,1860.7698759191176,True
pi1,LogisticRegression(max_iter=100000),0.87,0.02,0.85,pi7,0.0,0.8676470588235294,0.8823529411764706,1170.5,0.0,1860.7698759191176,True
pi1,LogisticRegression(max_iter=100000),0.87,0.02,0.85,pi8,0.49,0.3723849372384937,0.6957561267184699,1040.59,0.0,1860.7698759191176,True
pi3,LogisticRegression(max_iter=100000),0.81,0.02,1.0,pi1,0.04,0.85,0.8666666666666667,759.33,0.98,1860.7698759191176,True
pi3,LogisticRegression(max_iter=100000),0.81,0.02,1.0,pi4,0.01,0.7941176470588235,0.7941176470588235,1425.74,0.0,1860.7698759191176,True
