model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.91,0.06,7.88,pi2,0.0,0.9159802306425041,0.9151565074135091,0.09,0.0,0.09071540832519531,False
pi1,LogisticRegression(max_iter=100000),0.91,0.06,7.88,pi3,0.01,0.920032976092333,0.920032976092333,0.09,0.0,0.09071540832519531,False
pi2,LogisticRegression(max_iter=100000),0.92,0.06,10.57,pi1,0.0,0.9134377576257213,0.9134377576257213,0.09,0.06,0.09071540832519531,False
pi2,LogisticRegression(max_iter=100000),0.92,0.06,10.57,pi3,0.0,0.920032976092333,0.920032976092333,0.02,0.99,0.09071540832519531,False
pi3,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.92,0.02,3.37,pi1,0.0,0.9150865622423743,0.9134377576257213,0.09,0.02,0.09071540832519531,False
pi3,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.92,0.02,3.37,pi2,0.0,0.9159802306425041,0.9151565074135091,0.02,0.98,0.09071540832519531,False
pi1,LogisticRegression(max_iter=100000),0.86,0.05,1.79,pi2,0.04,0.9013698630136986,0.9013698630136986,0.44,0.02,0.6087328592936198,True
pi1,LogisticRegression(max_iter=100000),0.86,0.05,1.79,pi3,0.01,0.871313672922252,0.8793565683646113,0.44,0.01,0.6087328592936198,True
pi2,LogisticRegression(max_iter=100000),0.9,0.05,2.03,pi1,0.05,0.8520408163265306,0.8622448979591837,0.44,0.15,0.6087328592936198,True
pi2,LogisticRegression(max_iter=100000),0.9,0.05,2.03,pi3,0.04,0.8632707774798928,0.8793565683646113,0.17,0.98,0.6087328592936198,True
pi3,LogisticRegression(max_iter=100000),0.88,0.03,2.41,pi1,0.01,0.8647959183673469,0.8622448979591837,0.44,0.07,0.6087328592936198,True
pi3,LogisticRegression(max_iter=100000),0.88,0.03,2.41,pi2,0.02,0.9041095890410958,0.9013698630136986,0.17,0.96,0.6087328592936198,True
pi4,LogisticRegression(max_iter=100000),0.73,0.05,2.38,pi5,0.02,0.7132034632034632,0.7132034632034632,0.24,0.07,0.6087328592936198,True
pi5,LogisticRegression(max_iter=100000),0.71,0.04,2.37,pi4,0.02,0.7307692307692307,0.7318376068376068,0.24,0.0,0.6087328592936198,True
