model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.04,2.73,pi2,0.01,0.8308580858085809,0.8275577557755776,0.05,0.0,0.07537031173706055,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.04,2.73,pi3,0.02,0.8168316831683168,0.8275577557755776,0.04,0.01,0.07537031173706055,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.04,3.51,pi1,0.01,0.8334707337180544,0.8408903544929925,0.05,0.06,0.07537031173706055,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.04,3.51,pi3,0.02,0.8085808580858086,0.8275577557755776,0.05,0.98,0.07537031173706055,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.06,2.99,pi1,0.02,0.8491343775762572,0.8408903544929925,0.04,0.05,0.07537031173706055,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.06,2.99,pi2,0.01,0.8391089108910891,0.8275577557755776,0.05,0.99,0.07537031173706055,False
pi2,LogisticRegression(max_iter=100000),0.87,0.03,2.47,pi3,0.02,0.8544973544973545,0.8518518518518519,0.1,0.99,0.3040167490641276,True
pi3,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.85,0.01,1.53,pi2,0.02,0.8694444444444445,0.8722222222222222,0.1,0.98,0.3040167490641276,True
pi4,LogisticRegression(max_iter=100000),0.71,0.03,1.93,pi5,0.0,0.7056892778993435,0.7045951859956237,0.29,0.07,0.3040167490641276,True
pi5,LogisticRegression(max_iter=100000),0.7,0.03,1.85,pi4,0.0,0.7041237113402062,0.7103092783505155,0.29,0.01,0.3040167490641276,True
