model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=0.1, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.84,0.02,3.09,pi3,0.0,0.8400659521846661,0.8211046990931574,0.03,0.0,0.11501789093017578,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.82,0.04,3.34,pi1,0.0,0.8244023083264633,0.8392415498763397,0.03,0.03,0.11501789093017578,False
pi1,LogisticRegression(max_iter=100000),0.85,0.06,2.07,pi2,0.03,0.8145896656534954,0.8206686930091185,0.07,0.02,0.6804269154866537,True
pi1,LogisticRegression(max_iter=100000),0.85,0.06,2.07,pi3,0.04,0.8909574468085106,0.8882978723404256,0.24,0.01,0.6804269154866537,True
pi2,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.82,0.01,1.75,pi1,0.04,0.8600508905852418,0.8473282442748091,0.07,0.14,0.6804269154866537,True
pi2,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.82,0.01,1.75,pi3,0.05,0.8723404255319149,0.8882978723404256,0.52,1.0,0.6804269154866537,True
pi3,LogisticRegression(max_iter=100000),0.89,0.02,2.27,pi1,0.05,0.8422391857506362,0.8473282442748091,0.24,0.05,0.6804269154866537,True
pi3,LogisticRegression(max_iter=100000),0.89,0.02,2.27,pi2,0.08,0.8115501519756839,0.8206686930091185,0.52,0.92,0.6804269154866537,True
pi4,LogisticRegression(max_iter=100000),0.71,0.03,2.2,pi5,0.01,0.7203389830508474,0.7245762711864406,0.29,0.09,0.6804269154866537,True
pi5,LogisticRegression(max_iter=100000),0.72,0.03,1.96,pi4,0.01,0.7120085015940489,0.7077577045696068,0.29,0.01,0.6804269154866537,True
