model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.05,2.62,pi2,0.02,0.8194558944765046,0.8128606760098929,0.09,0.0,0.10036039352416992,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.05,2.62,pi3,0.01,0.8431048720066061,0.8290668868703551,0.06,0.01,0.10036039352416992,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.81,0.05,3.71,pi1,0.02,0.8296296296296296,0.8345679012345679,0.09,0.06,0.10036039352416992,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.81,0.05,3.71,pi3,0.02,0.8356729975227085,0.8290668868703551,0.07,0.99,0.10036039352416992,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.83,0.04,2.68,pi1,0.0,0.8288065843621399,0.8345679012345679,0.06,0.05,0.10036039352416992,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.83,0.04,2.68,pi2,0.01,0.8178070898598516,0.8128606760098929,0.07,0.98,0.10036039352416992,False
pi1,LogisticRegression(max_iter=100000),0.86,0.03,2.08,pi3,0.0,0.856,0.8693333333333333,0.16,0.02,0.2590522766113281,True
pi3,LogisticRegression(max_iter=100000),0.87,0.04,1.68,pi1,0.0,0.8658227848101265,0.8556962025316456,0.16,0.09,0.2590522766113281,True
pi4,"LogisticRegression(C=0.01, max_iter=100000)",0.72,0.04,2.14,pi5,0.01,0.7086092715231788,0.7086092715231788,0.26,0.08,0.2590522766113281,True
pi5,"LogisticRegression(C=0.01, max_iter=100000)",0.71,0.04,2.25,pi4,0.01,0.7153284671532847,0.7226277372262774,0.26,0.01,0.2590522766113281,True
