model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.84,0.02,2.66,pi2,0.01,0.8301731244847486,0.8186314921681781,0.12,0.01,0.16514142354329428,False
pi1,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.84,0.02,2.66,pi3,0.0,0.8399339933993399,0.8407590759075908,0.06,0.0,0.16514142354329428,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.82,0.05,3.01,pi1,0.0,0.8217821782178217,0.8358085808580858,0.12,0.07,0.16514142354329428,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.84,0.02,3.07,pi1,0.01,0.8316831683168316,0.8358085808580858,0.06,0.04,0.16514142354329428,False
pi1,LogisticRegression(max_iter=100000),0.88,0.09,1.91,pi2,0.02,0.8550295857988166,0.8579881656804734,0.39,0.01,0.39544232686360675,True
pi1,LogisticRegression(max_iter=100000),0.88,0.09,1.91,pi3,0.01,0.887468030690537,0.8951406649616368,0.27,0.01,0.39544232686360675,True
pi2,LogisticRegression(max_iter=100000),0.86,0.02,1.95,pi1,0.02,0.8779840848806366,0.8753315649867374,0.39,0.12,0.39544232686360675,True
pi3,LogisticRegression(max_iter=100000),0.9,0.04,1.73,pi1,0.03,0.870026525198939,0.8753315649867374,0.27,0.11,0.39544232686360675,True
pi4,LogisticRegression(max_iter=100000),0.72,0.05,2.21,pi5,0.01,0.7152466367713004,0.7152466367713004,0.32,0.11,0.39544232686360675,True
pi5,LogisticRegression(max_iter=100000),0.72,0.05,2.48,pi4,0.01,0.7216494845360825,0.7216494845360825,0.32,0.0,0.39544232686360675,True
