model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.03,3.23,pi2,0.0,0.8392415498763397,0.8276999175597691,0.1,0.01,0.10192012786865234,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.03,3.23,pi3,0.01,0.8285243198680956,0.8103874690849134,0.1,0.0,0.10192012786865234,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.83,0.02,2.78,pi1,0.0,0.8311367380560132,0.8369028006589786,0.1,0.06,0.10192012786865234,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.83,0.02,2.78,pi3,0.01,0.8169826875515251,0.8103874690849134,0.07,1.0,0.10192012786865234,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.81,0.02,2.3,pi1,0.02,0.8278418451400329,0.8369028006589786,0.1,0.06,0.10192012786865234,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.81,0.02,2.3,pi2,0.01,0.8227535037098104,0.8276999175597691,0.07,1.0,0.10192012786865234,False
pi1,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.88,0.01,1.72,pi3,0.04,0.8389830508474576,0.8389830508474576,0.12,0.01,0.5671812693277994,True
pi3,LogisticRegression(max_iter=100000),0.84,0.02,1.75,pi1,0.02,0.8606965174129353,0.8756218905472637,0.12,0.1,0.5671812693277994,True
pi3,LogisticRegression(max_iter=100000),0.84,0.02,1.75,pi2,0.0,0.8387096774193549,0.8387096774193549,0.46,0.97,0.5671812693277994,True
pi2,LogisticRegression(max_iter=100000),0.84,0.03,1.9,pi3,0.0,0.8361581920903954,0.8389830508474576,0.46,0.99,0.5671812693277994,True
pi4,LogisticRegression(max_iter=100000),0.7,0.03,1.65,pi5,0.01,0.7130339539978094,0.7075575027382256,0.32,0.09,0.5671812693277994,True
pi5,LogisticRegression(max_iter=100000),0.71,0.03,1.83,pi4,0.01,0.6961206896551724,0.6993534482758621,0.32,0.01,0.5671812693277994,True
