model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.06,2.85,pi2,0.0,0.8451400329489291,0.8311367380560132,0.03,0.0,0.08329153060913086,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.06,2.85,pi3,0.01,0.8401976935749588,0.8138385502471169,0.04,0.0,0.08329153060913086,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.83,0.02,2.56,pi1,0.0,0.8289473684210527,0.8495065789473685,0.03,0.06,0.08329153060913086,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.83,0.02,2.56,pi3,0.02,0.8072487644151565,0.8138385502471169,0.06,0.99,0.08329153060913086,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.81,0.06,2.62,pi1,0.02,0.8322368421052632,0.8495065789473685,0.04,0.05,0.08329153060913086,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.81,0.06,2.62,pi2,0.02,0.8311367380560132,0.8311367380560132,0.06,1.0,0.08329153060913086,False
pi1,LogisticRegression(max_iter=100000),0.87,0.03,1.91,pi3,0.02,0.8476454293628809,0.850415512465374,0.11,0.01,0.4261423746744792,True
pi3,LogisticRegression(max_iter=100000),0.85,0.04,1.6,pi1,0.02,0.8679245283018868,0.8652291105121294,0.11,0.1,0.4261423746744792,True
pi4,LogisticRegression(max_iter=100000),0.72,0.03,2.09,pi5,0.01,0.7041156840934372,0.710789766407119,0.29,0.09,0.4261423746744792,True
pi5,LogisticRegression(max_iter=100000),0.71,0.05,2.19,pi4,0.02,0.7308096740273397,0.7181913774973712,0.29,0.01,0.4261423746744792,True
