model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.86,0.06,3.14,pi3,0.0,0.8572607260726073,0.8407590759075908,0.1,0.0,0.18882131576538086,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.11,3.3,pi1,0.01,0.8498349834983498,0.8622112211221122,0.1,0.02,0.18882131576538086,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.11,3.3,pi2,0.03,0.8110561056105611,0.8135313531353136,0.07,0.97,0.18882131576538086,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.81,0.05,2.84,pi3,0.03,0.8448844884488449,0.8407590759075908,0.07,0.99,0.18882131576538086,False
pi1,LogisticRegression(max_iter=100000),0.89,0.03,2.19,pi3,0.02,0.8717277486910995,0.8743455497382199,1.06,0.01,1.079726219177246,True
pi3,LogisticRegression(max_iter=100000),0.87,0.05,1.66,pi1,0.01,0.887468030690537,0.8900255754475703,1.06,0.07,1.079726219177246,True
pi3,LogisticRegression(max_iter=100000),0.87,0.05,1.66,pi2,0.02,0.851963746223565,0.8580060422960725,0.23,0.97,1.079726219177246,True
pi2,LogisticRegression(max_iter=100000),0.86,0.02,1.89,pi3,0.0,0.8586387434554974,0.8743455497382199,0.23,0.98,1.079726219177246,True
pi4,LogisticRegression(max_iter=100000),0.73,0.05,2.14,pi5,0.0,0.7296703296703296,0.7318681318681318,0.25,0.06,1.079726219177246,True
pi5,LogisticRegression(max_iter=100000),0.73,0.05,2.13,pi4,0.01,0.7258566978193146,0.7279335410176532,0.25,0.01,1.079726219177246,True
