model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.04,2.94,pi3,0.02,0.8226072607260726,0.8366336633663366,0.05,1.0,0.11330270767211914,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.08,2.75,pi2,0.02,0.8550247116968699,0.841845140032949,0.05,0.97,0.11330270767211914,False
pi1,LogisticRegression(max_iter=100000),0.9,0.09,3.33,pi2,0.01,0.8825214899713467,0.8796561604584527,0.2,0.01,0.3357537587483724,True
pi1,LogisticRegression(max_iter=100000),0.9,0.09,3.33,pi3,0.05,0.8455284552845529,0.8536585365853658,0.29,0.02,0.3357537587483724,True
pi2,LogisticRegression(max_iter=100000),0.88,0.11,2.44,pi1,0.01,0.8925233644859814,0.897196261682243,0.2,0.13,0.3357537587483724,True
pi2,LogisticRegression(max_iter=100000),0.88,0.11,2.44,pi3,0.04,0.8428184281842819,0.8536585365853658,0.15,0.99,0.3357537587483724,True
pi3,LogisticRegression(max_iter=100000),0.85,0.03,1.89,pi1,0.02,0.8714953271028038,0.897196261682243,0.29,0.1,0.3357537587483724,True
pi3,LogisticRegression(max_iter=100000),0.85,0.03,1.89,pi2,0.0,0.8567335243553008,0.8796561604584527,0.15,0.94,0.3357537587483724,True
pi4,LogisticRegression(max_iter=100000),0.7,0.04,2.15,pi5,0.03,0.7379162191192267,0.7357679914070892,0.25,0.1,0.3357537587483724,True
pi5,LogisticRegression(max_iter=100000),0.74,0.05,2.05,pi4,0.03,0.7026737967914438,0.704812834224599,0.25,0.01,0.3357537587483724,True
