model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.06,2.3,pi2,0.0,0.8425391591096455,0.8235779060181369,0.08,0.0,0.08978700637817383,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.06,2.3,pi3,0.01,0.8275577557755776,0.8399339933993399,0.07,0.0,0.08978700637817383,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.82,0.03,3.17,pi1,0.0,0.8211046990931574,0.8425391591096455,0.08,0.05,0.08978700637817383,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.82,0.03,3.17,pi3,0.01,0.8135313531353136,0.8399339933993399,0.02,1.0,0.08978700637817383,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.04,2.72,pi1,0.02,0.8598516075845012,0.8425391591096455,0.07,0.03,0.08978700637817383,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.04,2.72,pi2,0.01,0.8507831821929102,0.8235779060181369,0.02,0.98,0.08978700637817383,False
pi1,LogisticRegression(max_iter=100000),0.88,0.02,1.97,pi2,0.01,0.8664850136239782,0.8637602179836512,0.15,0.0,0.34775733947753906,True
pi2,LogisticRegression(max_iter=100000),0.86,0.05,1.69,pi1,0.01,0.8755980861244019,0.8779904306220095,0.15,0.12,0.34775733947753906,True
pi2,LogisticRegression(max_iter=100000),0.86,0.05,1.69,pi3,0.01,0.8567335243553008,0.8681948424068768,0.29,0.98,0.34775733947753906,True
pi3,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.87,0.01,1.68,pi2,0.01,0.8610354223433242,0.8637602179836512,0.29,0.93,0.34775733947753906,True
pi4,LogisticRegression(max_iter=100000),0.72,0.04,2.0,pi5,0.01,0.7103218645948945,0.7136514983351832,0.36,0.05,0.34775733947753906,True
pi5,LogisticRegression(max_iter=100000),0.71,0.04,1.93,pi4,0.0,0.7147302904564315,0.716804979253112,0.36,0.0,0.34775733947753906,True
