model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.91,0.02,3.32,pi2,0.01,0.9242798353909465,0.9267489711934156,0.07,0.0,0.10309934616088867,False
pi1,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.91,0.02,3.32,pi3,0.01,0.905940594059406,0.9100660066006601,0.04,0.01,0.10309934616088867,False
pi2,LogisticRegression(max_iter=100000),0.93,0.04,3.57,pi1,0.02,0.9084158415841584,0.9125412541254125,0.07,0.06,0.10309934616088867,False
pi2,LogisticRegression(max_iter=100000),0.93,0.04,3.57,pi3,0.02,0.9067656765676567,0.9100660066006601,0.07,0.98,0.10309934616088867,False
pi3,LogisticRegression(max_iter=100000),0.91,0.04,3.32,pi1,0.0,0.9051155115511551,0.9125412541254125,0.04,0.05,0.10309934616088867,False
pi3,LogisticRegression(max_iter=100000),0.91,0.04,3.32,pi2,0.01,0.9152263374485596,0.9267489711934156,0.07,0.99,0.10309934616088867,False
pi1,LogisticRegression(max_iter=100000),0.87,0.05,1.97,pi2,0.01,0.8543417366946778,0.8599439775910365,0.25,0.01,0.5505490303039551,True
pi1,LogisticRegression(max_iter=100000),0.87,0.05,1.97,pi3,0.03,0.8372703412073491,0.847769028871391,0.08,0.01,0.5505490303039551,True
pi2,LogisticRegression(max_iter=100000),0.86,0.06,1.94,pi1,0.01,0.868421052631579,0.868421052631579,0.25,0.1,0.5505490303039551,True
pi2,LogisticRegression(max_iter=100000),0.86,0.06,1.94,pi3,0.02,0.8372703412073491,0.847769028871391,0.29,0.95,0.5505490303039551,True
pi3,LogisticRegression(max_iter=100000),0.85,0.05,1.88,pi1,0.03,0.8779904306220095,0.868421052631579,0.08,0.07,0.5505490303039551,True
pi3,LogisticRegression(max_iter=100000),0.85,0.05,1.88,pi2,0.02,0.8683473389355743,0.8599439775910365,0.29,0.99,0.5505490303039551,True
pi4,LogisticRegression(max_iter=100000),0.71,0.04,2.14,pi5,0.0,0.710079275198188,0.7214043035107588,0.25,0.08,0.5505490303039551,True
pi5,LogisticRegression(max_iter=100000),0.72,0.04,2.34,pi4,0.0,0.7194616977225673,0.7132505175983437,0.25,0.01,0.5505490303039551,True
