model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.04,2.89,pi2,0.02,0.8201320132013201,0.8226072607260726,0.07,0.01,0.10012578964233398,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.04,2.89,pi3,0.0,0.8400659521846661,0.8318219291014015,0.08,0.01,0.10012578964233398,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.82,0.09,3.18,pi1,0.01,0.8353909465020576,0.8353909465020576,0.07,0.07,0.10012578964233398,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.82,0.09,3.18,pi3,0.02,0.843363561417972,0.8318219291014015,0.06,1.0,0.10012578964233398,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.05,2.77,pi1,0.01,0.8246913580246914,0.8353909465020576,0.08,0.07,0.10012578964233398,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.05,2.77,pi2,0.02,0.8151815181518152,0.8226072607260726,0.06,0.98,0.10012578964233398,False
pi1,LogisticRegression(max_iter=100000),0.87,0.08,2.26,pi3,0.01,0.8590425531914894,0.848404255319149,0.18,0.01,0.6284418106079102,True
pi3,LogisticRegression(max_iter=100000),0.85,0.05,1.68,pi1,0.02,0.8656716417910447,0.8731343283582089,0.18,0.12,0.6284418106079102,True
pi4,LogisticRegression(max_iter=100000),0.72,0.04,2.2,pi5,0.02,0.7021978021978021,0.7065934065934066,0.32,0.07,0.6284418106079102,True
pi5,LogisticRegression(max_iter=100000),0.71,0.03,1.93,pi4,0.01,0.715359828141783,0.723952738990333,0.32,0.0,0.6284418106079102,True
