model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.85,0.02,2.47,pi2,0.03,0.8197530864197531,0.8197530864197531,0.07,0.01,0.11165301005045573,False
pi1,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.85,0.02,2.47,pi3,0.01,0.8360790774299836,0.8500823723228995,0.09,0.0,0.11165301005045573,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.82,0.03,2.65,pi1,0.02,0.8401976935749588,0.8467874794069192,0.07,0.05,0.11165301005045573,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.05,3.34,pi1,0.01,0.857495881383855,0.8467874794069192,0.09,0.04,0.11165301005045573,False
pi1,LogisticRegression(max_iter=100000),0.87,0.06,1.78,pi2,0.02,0.8498583569405099,0.8583569405099151,0.12,0.01,1.0082132816314697,True
pi1,LogisticRegression(max_iter=100000),0.87,0.06,1.78,pi3,0.01,0.8849765258215962,0.8732394366197183,0.58,0.01,1.0082132816314697,True
pi2,LogisticRegression(max_iter=100000),0.86,0.06,1.95,pi1,0.01,0.8663484486873508,0.8711217183770883,0.12,0.09,1.0082132816314697,True
pi3,LogisticRegression(max_iter=100000),0.87,0.03,2.28,pi1,0.01,0.8591885441527446,0.8711217183770883,0.58,0.07,1.0082132816314697,True
pi4,LogisticRegression(max_iter=100000),0.72,0.04,2.09,pi5,0.01,0.7116430903155604,0.7105549510337323,0.3,0.08,1.0082132816314697,True
pi5,LogisticRegression(max_iter=100000),0.71,0.03,1.95,pi4,0.0,0.7147302904564315,0.7178423236514523,0.3,0.0,1.0082132816314697,True
