model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.91,0.02,5.48,pi2,0.02,0.9331683168316832,0.9356435643564357,0.04,0.0,0.10787709554036458,False
pi1,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.91,0.02,5.48,pi3,0.0,0.9102141680395387,0.9159802306425041,0.07,0.0,0.10787709554036458,False
pi2,LogisticRegression(max_iter=100000),0.94,0.04,4.02,pi1,0.02,0.9159109645507008,0.9117889530090684,0.04,0.06,0.10787709554036458,False
pi3,LogisticRegression(max_iter=100000),0.92,0.05,3.47,pi1,0.0,0.9175597691673537,0.9117889530090684,0.07,0.04,0.10787709554036458,False
pi1,LogisticRegression(max_iter=100000),0.88,0.03,3.12,pi2,0.02,0.8637770897832817,0.8699690402476781,0.53,0.01,0.6039584477742513,True
pi1,LogisticRegression(max_iter=100000),0.88,0.03,3.12,pi3,0.02,0.8601583113456465,0.8733509234828496,0.52,0.01,0.6039584477742513,True
pi2,LogisticRegression(max_iter=100000),0.87,0.03,1.84,pi1,0.01,0.8595505617977528,0.8848314606741573,0.53,0.1,0.6039584477742513,True
pi2,LogisticRegression(max_iter=100000),0.87,0.03,1.84,pi3,0.0,0.8733509234828496,0.8733509234828496,0.26,0.97,0.6039584477742513,True
pi3,LogisticRegression(max_iter=100000),0.87,0.02,2.13,pi1,0.01,0.8595505617977528,0.8848314606741573,0.52,0.08,0.6039584477742513,True
pi3,LogisticRegression(max_iter=100000),0.87,0.02,2.13,pi2,0.02,0.8575851393188855,0.8699690402476781,0.26,0.98,0.6039584477742513,True
pi4,LogisticRegression(max_iter=100000),0.72,0.04,2.26,pi5,0.02,0.7348734873487349,0.7392739273927392,0.25,0.07,0.6039584477742513,True
pi5,LogisticRegression(max_iter=100000),0.74,0.04,2.26,pi4,0.01,0.7247608926673751,0.7194473963868225,0.25,0.0,0.6039584477742513,True
