model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.92,0.08,5.87,pi3,0.01,0.9085667215815486,0.9077429983525536,0.02,0.01,0.09573030471801758,False
pi3,LogisticRegression(max_iter=100000),0.91,0.05,3.54,pi1,0.01,0.9167353668590272,0.9175597691673537,0.02,0.07,0.09573030471801758,False
pi1,"LogisticRegression(C=0.01, max_iter=100000, solver='saga')",0.88,0.01,1.92,pi2,0.02,0.8547945205479452,0.8547945205479452,0.58,0.01,0.9900725682576498,True
pi1,"LogisticRegression(C=0.01, max_iter=100000, solver='saga')",0.88,0.01,1.92,pi3,0.01,0.8681592039800995,0.8731343283582089,0.19,0.01,0.9900725682576498,True
pi2,LogisticRegression(max_iter=100000),0.85,0.05,2.08,pi1,0.01,0.8653846153846154,0.8774038461538461,0.58,0.15,0.9900725682576498,True
pi2,LogisticRegression(max_iter=100000),0.85,0.05,2.08,pi3,0.02,0.8731343283582089,0.8731343283582089,0.97,0.98,0.9900725682576498,True
pi3,LogisticRegression(max_iter=100000),0.87,0.03,2.21,pi1,0.01,0.8653846153846154,0.8774038461538461,0.19,0.15,0.9900725682576498,True
pi3,LogisticRegression(max_iter=100000),0.87,0.03,2.21,pi2,0.03,0.8465753424657534,0.8547945205479452,0.97,0.99,0.9900725682576498,True
pi4,LogisticRegression(max_iter=100000),0.73,0.05,2.34,pi5,0.02,0.7094668117519043,0.720348204570185,0.48,0.09,0.9900725682576498,True
pi5,LogisticRegression(max_iter=100000),0.72,0.05,2.27,pi4,0.01,0.7317327766179541,0.7265135699373695,0.48,0.0,0.9900725682576498,True
