model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.92,0.06,5.04,pi2,0.01,0.9134377576257213,0.9159109645507008,0.03,0.01,0.10996341705322266,False
pi1,LogisticRegression(max_iter=100000),0.92,0.06,5.04,pi3,0.01,0.9274525968672712,0.9282769991755977,0.06,0.0,0.10996341705322266,False
pi2,LogisticRegression(max_iter=100000),0.92,0.07,3.04,pi1,0.0,0.9208573784006595,0.920032976092333,0.03,0.07,0.10996341705322266,False
pi2,LogisticRegression(max_iter=100000),0.92,0.07,3.04,pi3,0.01,0.9282769991755977,0.9282769991755977,0.03,0.99,0.10996341705322266,False
pi3,LogisticRegression(max_iter=100000),0.93,0.07,3.15,pi1,0.01,0.9167353668590272,0.920032976092333,0.06,0.04,0.10996341705322266,False
pi3,LogisticRegression(max_iter=100000),0.93,0.07,3.15,pi2,0.01,0.9167353668590272,0.9159109645507008,0.03,0.98,0.10996341705322266,False
pi1,LogisticRegression(max_iter=100000),0.87,0.04,1.7,pi2,0.01,0.8609625668449198,0.8636363636363636,0.1,0.01,0.3581234614054362,True
pi1,LogisticRegression(max_iter=100000),0.87,0.04,1.7,pi3,0.02,0.8904494382022472,0.8960674157303371,0.2,0.02,0.3581234614054362,True
pi2,LogisticRegression(max_iter=100000),0.86,0.05,1.73,pi1,0.01,0.87146529562982,0.8740359897172236,0.1,0.14,0.3581234614054362,True
pi3,LogisticRegression(max_iter=100000),0.9,0.02,2.3,pi1,0.02,0.87146529562982,0.8740359897172236,0.2,0.07,0.3581234614054362,True
pi4,LogisticRegression(max_iter=100000),0.69,0.04,1.85,pi5,0.04,0.7298787210584344,0.7287761852260198,0.32,0.09,0.3581234614054362,True
pi5,LogisticRegression(max_iter=100000),0.73,0.03,1.97,pi4,0.03,0.700836820083682,0.6924686192468619,0.32,0.01,0.3581234614054362,True
