model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.9,0.07,8.22,pi3,0.02,0.9167353668590272,0.9192085737840066,0.06,0.01,0.16839981079101562,False
pi3,LogisticRegression(max_iter=100000),0.92,0.05,3.02,pi1,0.02,0.8994229183841714,0.9010717230008244,0.06,0.06,0.16839981079101562,False
pi3,LogisticRegression(max_iter=100000),0.92,0.05,3.02,pi2,0.0,0.9167353668590272,0.9175597691673537,0.1,0.98,0.16839981079101562,False
pi2,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.92,0.02,3.0,pi3,0.0,0.9192085737840066,0.9192085737840066,0.1,0.99,0.16839981079101562,False
pi1,LogisticRegression(max_iter=100000),0.84,0.06,1.52,pi2,0.0,0.845679012345679,0.845679012345679,0.19,0.02,0.6022253036499023,True
pi1,LogisticRegression(max_iter=100000),0.84,0.06,1.52,pi3,0.01,0.8497409326424871,0.8393782383419689,0.07,0.02,0.6022253036499023,True
pi2,LogisticRegression(max_iter=100000),0.85,0.05,1.27,pi1,0.01,0.8394160583941606,0.8418491484184915,0.19,0.13,0.6022253036499023,True
pi2,LogisticRegression(max_iter=100000),0.85,0.05,1.27,pi3,0.0,0.8497409326424871,0.8393782383419689,0.23,1.0,0.6022253036499023,True
pi3,LogisticRegression(max_iter=100000),0.84,0.04,1.68,pi1,0.0,0.8369829683698297,0.8418491484184915,0.07,0.12,0.6022253036499023,True
pi3,LogisticRegression(max_iter=100000),0.84,0.04,1.68,pi2,0.01,0.845679012345679,0.845679012345679,0.23,0.97,0.6022253036499023,True
pi4,LogisticRegression(max_iter=100000),0.7,0.04,2.01,pi5,0.02,0.719260065288357,0.7257889009793254,0.45,0.07,0.6022253036499023,True
pi5,LogisticRegression(max_iter=100000),0.73,0.05,2.03,pi4,0.01,0.7145877378435518,0.7019027484143763,0.45,0.01,0.6022253036499023,True
