model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.92,0.02,3.89,pi2,0.0,0.9177631578947368,0.915296052631579,0.04,0.0,0.10252046585083008,False
pi1,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.92,0.02,3.89,pi3,0.01,0.9084158415841584,0.9075907590759076,0.09,0.0,0.10252046585083008,False
pi2,LogisticRegression(max_iter=100000),0.92,0.09,3.73,pi1,0.0,0.9191419141914191,0.9191419141914191,0.04,0.07,0.10252046585083008,False
pi2,LogisticRegression(max_iter=100000),0.92,0.09,3.73,pi3,0.01,0.9075907590759076,0.9075907590759076,0.07,0.99,0.10252046585083008,False
pi3,LogisticRegression(max_iter=100000),0.91,0.03,3.56,pi1,0.01,0.9191419141914191,0.9191419141914191,0.09,0.04,0.10252046585083008,False
pi3,LogisticRegression(max_iter=100000),0.91,0.03,3.56,pi2,0.01,0.915296052631579,0.915296052631579,0.07,0.99,0.10252046585083008,False
pi1,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.87,0.01,1.98,pi2,0.01,0.8675675675675676,0.8675675675675676,0.08,0.01,0.3646583557128906,True
pi1,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.87,0.01,1.98,pi3,0.02,0.8552278820375335,0.8605898123324397,0.2,0.01,0.3646583557128906,True
pi2,LogisticRegression(max_iter=100000),0.87,0.02,2.64,pi1,0.0,0.8720626631853786,0.8746736292428199,0.08,0.13,0.3646583557128906,True
pi2,LogisticRegression(max_iter=100000),0.87,0.02,2.64,pi3,0.01,0.8552278820375335,0.8605898123324397,0.24,1.0,0.3646583557128906,True
pi3,LogisticRegression(max_iter=100000),0.86,0.03,2.19,pi1,0.0,0.8616187989556136,0.8746736292428199,0.2,0.07,0.3646583557128906,True
pi3,LogisticRegression(max_iter=100000),0.86,0.03,2.19,pi2,0.01,0.8675675675675676,0.8675675675675676,0.24,0.95,0.3646583557128906,True
pi4,LogisticRegression(max_iter=100000),0.7,0.05,2.31,pi5,0.03,0.7294117647058823,0.7283422459893049,0.28,0.05,0.3646583557128906,True
pi5,LogisticRegression(max_iter=100000),0.73,0.06,2.35,pi4,0.03,0.70199370409234,0.7040923399790137,0.28,0.0,0.3646583557128906,True
