model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.05,3.74,pi2,0.01,0.8320987654320988,0.817283950617284,0.02,0.0,0.0769810676574707,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.05,3.74,pi3,0.01,0.8523102310231023,0.8217821782178217,0.06,0.0,0.0769810676574707,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.82,0.04,3.29,pi1,0.0,0.8211046990931574,0.8425391591096455,0.02,0.07,0.0769810676574707,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.82,0.04,3.29,pi3,0.01,0.8316831683168316,0.8217821782178217,0.05,1.0,0.0769810676574707,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.82,0.05,3.42,pi1,0.01,0.8120362737015664,0.8425391591096455,0.06,0.04,0.0769810676574707,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.82,0.05,3.42,pi2,0.01,0.8106995884773662,0.817283950617284,0.05,0.98,0.0769810676574707,False
pi1,LogisticRegression(max_iter=100000),0.87,0.06,2.08,pi2,0.01,0.8663239074550129,0.8817480719794345,0.35,0.02,0.4688453674316406,True
pi2,LogisticRegression(max_iter=100000),0.88,0.07,2.32,pi1,0.02,0.8666666666666667,0.8746666666666667,0.35,0.15,0.4688453674316406,True
pi2,LogisticRegression(max_iter=100000),0.88,0.07,2.32,pi3,0.02,0.8571428571428571,0.8523002421307506,0.41,0.98,0.4688453674316406,True
pi3,LogisticRegression(max_iter=100000),0.85,0.05,1.94,pi2,0.01,0.8637532133676092,0.8817480719794345,0.41,0.98,0.4688453674316406,True
pi4,LogisticRegression(max_iter=100000),0.7,0.04,1.98,pi5,0.02,0.7206703910614525,0.7217877094972067,0.27,0.06,0.4688453674316406,True
pi5,LogisticRegression(max_iter=100000),0.72,0.04,1.97,pi4,0.03,0.694473409801877,0.6996871741397289,0.27,0.01,0.4688453674316406,True
