model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.07,4.37,pi3,0.0,0.8344316309719935,0.8327841845140033,0.06,0.0,0.09882593154907227,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.83,0.02,2.51,pi1,0.01,0.8237232289950577,0.8336079077429983,0.06,0.03,0.09882593154907227,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.83,0.02,2.51,pi2,0.02,0.8161582852431987,0.8120362737015664,0.03,0.98,0.09882593154907227,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.81,0.03,2.41,pi3,0.01,0.8228995057660626,0.8327841845140033,0.03,0.99,0.09882593154907227,False
pi1,LogisticRegression(max_iter=100000),0.87,0.02,2.26,pi2,0.02,0.8486646884272997,0.8545994065281899,0.26,0.01,0.24538167317708334,True
pi1,LogisticRegression(max_iter=100000),0.87,0.02,2.26,pi3,0.01,0.8551136363636364,0.8607954545454546,0.09,0.01,0.24538167317708334,True
pi2,LogisticRegression(max_iter=100000),0.85,0.02,2.24,pi1,0.02,0.8698979591836735,0.8698979591836735,0.26,0.12,0.24538167317708334,True
pi2,LogisticRegression(max_iter=100000),0.85,0.02,2.24,pi3,0.0,0.8579545454545454,0.8607954545454546,0.21,0.99,0.24538167317708334,True
pi3,LogisticRegression(max_iter=100000),0.86,0.04,1.73,pi1,0.0,0.8622448979591837,0.8698979591836735,0.09,0.07,0.24538167317708334,True
pi3,LogisticRegression(max_iter=100000),0.86,0.04,1.73,pi2,0.01,0.8545994065281899,0.8545994065281899,0.21,0.94,0.24538167317708334,True
