model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.92,0.02,8.68,pi2,0.01,0.9175597691673537,0.920032976092333,0.09,0.0,0.11817200978597005,False
pi1,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.92,0.02,8.68,pi3,0.01,0.9166666666666666,0.91996699669967,0.05,0.01,0.11817200978597005,False
pi2,LogisticRegression(max_iter=100000),0.92,0.04,3.33,pi1,0.0,0.9208573784006595,0.9233305853256389,0.09,0.06,0.11817200978597005,False
pi3,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.92,0.02,3.14,pi1,0.0,0.9233305853256389,0.9233305853256389,0.05,0.05,0.11817200978597005,False
pi1,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.86,0.01,1.52,pi2,0.02,0.8426966292134831,0.8539325842696629,0.23,0.01,0.36496877670288086,True
pi1,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.86,0.01,1.52,pi3,0.02,0.8870192307692307,0.90625,0.14,0.01,0.36496877670288086,True
pi2,LogisticRegression(max_iter=100000),0.85,0.05,1.42,pi1,0.01,0.8688524590163934,0.8633879781420765,0.23,0.16,0.36496877670288086,True
pi2,LogisticRegression(max_iter=100000),0.85,0.05,1.42,pi3,0.05,0.9014423076923077,0.90625,0.23,0.99,0.36496877670288086,True
pi3,LogisticRegression(max_iter=100000),0.91,0.02,2.22,pi1,0.03,0.8743169398907104,0.8633879781420765,0.14,0.08,0.36496877670288086,True
pi3,LogisticRegression(max_iter=100000),0.91,0.02,2.22,pi2,0.06,0.851123595505618,0.8539325842696629,0.23,0.96,0.36496877670288086,True
pi4,LogisticRegression(max_iter=100000),0.71,0.04,1.9,pi5,0.0,0.7149122807017544,0.7346491228070176,0.27,0.11,0.36496877670288086,True
pi5,LogisticRegression(max_iter=100000),0.73,0.03,1.93,pi4,0.02,0.7115987460815048,0.7136886102403344,0.27,0.01,0.36496877670288086,True
