model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.86,0.06,2.59,pi3,0.01,0.8481848184818482,0.8399339933993399,0.08,0.0,0.14885234832763672,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.06,2.97,pi1,0.01,0.8476112026359144,0.8583196046128501,0.08,0.02,0.14885234832763672,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.06,2.97,pi2,0.01,0.8252267106347898,0.8004946413849959,0.11,0.98,0.14885234832763672,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.8,0.02,2.76,pi3,0.0,0.8011551155115512,0.8399339933993399,0.11,0.99,0.14885234832763672,False
pi1,LogisticRegression(max_iter=100000),0.87,0.11,2.36,pi3,0.0,0.8737373737373737,0.8762626262626263,0.19,0.01,0.330474853515625,True
pi3,LogisticRegression(max_iter=100000),0.88,0.05,2.0,pi1,0.0,0.8740740740740741,0.8740740740740741,0.19,0.06,0.330474853515625,True
pi3,LogisticRegression(max_iter=100000),0.88,0.05,2.0,pi2,0.02,0.852054794520548,0.8575342465753425,0.13,0.96,0.330474853515625,True
pi2,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.86,0.01,1.62,pi3,0.0,0.8611111111111112,0.8762626262626263,0.13,0.98,0.330474853515625,True
pi4,LogisticRegression(max_iter=100000),0.7,0.04,2.24,pi5,0.02,0.7161016949152542,0.7213983050847458,0.32,0.05,0.330474853515625,True
pi5,LogisticRegression(max_iter=100000),0.72,0.05,2.13,pi4,0.02,0.7060063224446786,0.6965226554267651,0.32,0.01,0.330474853515625,True
