model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.07,3.03,pi3,0.0,0.8460905349794239,0.848559670781893,0.03,0.0,0.17885828018188477,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.04,2.7,pi1,0.0,0.8466611706512778,0.8466611706512778,0.03,0.04,0.17885828018188477,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.85,0.04,2.7,pi2,0.01,0.8384171475680132,0.8244023083264633,0.11,0.97,0.17885828018188477,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.82,0.02,3.45,pi3,0.01,0.831275720164609,0.848559670781893,0.11,1.0,0.17885828018188477,False
pi1,LogisticRegression(max_iter=100000),0.88,0.03,2.12,pi3,0.01,0.8844221105527639,0.8819095477386935,0.18,0.01,0.2837473551432292,True
pi3,LogisticRegression(max_iter=100000),0.88,0.06,1.86,pi1,0.01,0.8743718592964824,0.8793969849246231,0.18,0.12,0.2837473551432292,True
pi3,LogisticRegression(max_iter=100000),0.88,0.06,1.86,pi2,0.03,0.8545994065281899,0.857566765578635,0.14,0.98,0.2837473551432292,True
pi2,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.86,0.01,1.76,pi3,0.02,0.8819095477386935,0.8819095477386935,0.14,0.98,0.2837473551432292,True
pi4,LogisticRegression(max_iter=100000),0.72,0.05,2.4,pi5,0.01,0.7078651685393258,0.698876404494382,0.27,0.08,0.2837473551432292,True
pi5,LogisticRegression(max_iter=100000),0.7,0.04,2.21,pi4,0.01,0.709375,0.721875,0.27,0.01,0.2837473551432292,True
