model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.86,0.05,3.26,pi2,0.01,0.8492586490939045,0.8294892915980231,0.08,0.0,0.10604190826416016,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.86,0.05,3.26,pi3,0.01,0.8525535420098846,0.8393739703459637,0.06,0.01,0.10604190826416016,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.07,2.38,pi1,0.01,0.843363561417972,0.8615004122011541,0.08,0.07,0.10604190826416016,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.07,2.38,pi3,0.0,0.8270181219110379,0.8393739703459637,0.08,0.99,0.10604190826416016,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.06,2.4,pi1,0.02,0.8549051937345424,0.8615004122011541,0.06,0.06,0.10604190826416016,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.06,2.4,pi2,0.0,0.8344316309719935,0.8294892915980231,0.08,0.99,0.10604190826416016,False
pi1,LogisticRegression(max_iter=100000),0.89,0.05,1.67,pi2,0.06,0.8289085545722714,0.8466076696165191,0.15,0.01,0.3988189697265625,True
pi2,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.85,0.01,1.62,pi1,0.03,0.8796068796068796,0.8869778869778869,0.15,0.15,0.3988189697265625,True
pi2,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.85,0.01,1.62,pi3,0.02,0.8650137741046832,0.8732782369146006,0.23,1.0,0.3988189697265625,True
pi3,LogisticRegression(max_iter=100000),0.87,0.02,2.2,pi2,0.04,0.8348082595870207,0.8466076696165191,0.23,0.95,0.3988189697265625,True
pi4,LogisticRegression(max_iter=100000),0.71,0.04,2.07,pi5,0.03,0.7308970099667774,0.7297895902547066,0.26,0.09,0.3988189697265625,True
pi5,LogisticRegression(max_iter=100000),0.73,0.04,2.03,pi4,0.02,0.7139807897545357,0.7054429028815368,0.26,0.01,0.3988189697265625,True
