model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.87,0.08,3.18,pi2,0.04,0.8217821782178217,0.8028052805280528,0.24,0.0,0.25043344497680664,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.87,0.08,3.18,pi3,0.01,0.8549051937345424,0.8260511129431163,0.26,0.01,0.25043344497680664,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.8,0.05,5.17,pi1,0.03,0.830997526793075,0.8664468260511129,0.24,0.09,0.25043344497680664,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.8,0.05,5.17,pi3,0.01,0.8145094806265457,0.8260511129431163,0.04,0.99,0.25043344497680664,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.04,2.72,pi1,0.02,0.8425391591096455,0.8664468260511129,0.26,0.06,0.25043344497680664,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.04,2.72,pi2,0.02,0.801980198019802,0.8028052805280528,0.04,0.97,0.25043344497680664,False
pi1,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.9,0.01,2.36,pi3,0.04,0.8619718309859155,0.856338028169014,0.6,0.02,0.6796709696451823,True
pi3,LogisticRegression(max_iter=100000),0.86,0.05,1.83,pi1,0.04,0.8976744186046511,0.8976744186046511,0.6,0.12,0.6796709696451823,True
pi3,LogisticRegression(max_iter=100000),0.86,0.05,1.83,pi2,0.02,0.8337662337662337,0.8363636363636363,0.21,0.94,0.6796709696451823,True
pi2,LogisticRegression(max_iter=100000),0.84,0.03,2.41,pi3,0.02,0.8591549295774648,0.856338028169014,0.21,0.99,0.6796709696451823,True
pi4,LogisticRegression(max_iter=100000),0.71,0.05,2.22,pi5,0.01,0.6952595936794582,0.698645598194131,0.36,0.06,0.6796709696451823,True
pi5,LogisticRegression(max_iter=100000),0.7,0.04,2.17,pi4,0.01,0.7050592034445641,0.7082884822389667,0.36,0.02,0.6796709696451823,True
