model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.04,3.53,pi2,0.02,0.8181069958847736,0.8156378600823045,0.15,0.0,0.14779043197631836,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.04,3.53,pi3,0.02,0.8227535037098104,0.8408903544929925,0.06,0.01,0.14779043197631836,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.82,0.02,2.97,pi1,0.02,0.8314144736842105,0.8388157894736842,0.15,0.06,0.14779043197631836,False
pi2,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.82,0.02,2.97,pi3,0.0,0.8161582852431987,0.8408903544929925,0.06,0.98,0.14779043197631836,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.04,2.52,pi1,0.02,0.8585526315789473,0.8388157894736842,0.06,0.05,0.14779043197631836,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.04,2.52,pi2,0.0,0.8436213991769548,0.8156378600823045,0.06,0.99,0.14779043197631836,False
pi1,LogisticRegression(max_iter=100000),0.88,0.03,2.66,pi2,0.05,0.83008356545961,0.8495821727019499,0.52,0.01,0.6671142578125,True
pi1,LogisticRegression(max_iter=100000),0.88,0.03,2.66,pi3,0.0,0.8778054862842892,0.8653366583541147,0.47,0.01,0.6671142578125,True
pi2,LogisticRegression(max_iter=100000),0.85,0.05,1.64,pi1,0.03,0.8814814814814815,0.8814814814814815,0.52,0.15,0.6671142578125,True
pi2,LogisticRegression(max_iter=100000),0.85,0.05,1.64,pi3,0.03,0.8753117206982544,0.8653366583541147,0.3,0.98,0.6671142578125,True
pi3,LogisticRegression(max_iter=100000),0.87,0.02,2.2,pi1,0.0,0.8691358024691358,0.8814814814814815,0.47,0.11,0.6671142578125,True
pi3,LogisticRegression(max_iter=100000),0.87,0.02,2.2,pi2,0.04,0.8217270194986073,0.8495821727019499,0.3,1.0,0.6671142578125,True
pi4,LogisticRegression(max_iter=100000),0.71,0.04,2.18,pi5,0.0,0.7106430155210643,0.7117516629711752,0.26,0.08,0.6671142578125,True
pi5,"LogisticRegression(C=0.01, max_iter=100000)",0.71,0.05,2.18,pi4,0.0,0.7077577045696068,0.71413390010627,0.26,0.01,0.6671142578125,True
