model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.86,0.06,3.05,pi2,0.03,0.8294892915980231,0.8245469522240527,0.07,0.0,0.07510995864868164,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.86,0.06,3.05,pi3,0.04,0.816006600660066,0.8168316831683168,0.04,0.0,0.07510995864868164,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.82,0.07,3.12,pi1,0.03,0.8509060955518946,0.85667215815486,0.07,0.07,0.07510995864868164,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.82,0.07,3.12,pi3,0.01,0.8110561056105611,0.8168316831683168,0.03,0.98,0.07510995864868164,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.82,0.03,2.76,pi1,0.04,0.8533772652388797,0.85667215815486,0.04,0.05,0.07510995864868164,False
pi3,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='saga')",0.82,0.03,2.76,pi2,0.01,0.8270181219110379,0.8245469522240527,0.03,0.98,0.07510995864868164,False
pi1,LogisticRegression(max_iter=100000),0.89,0.06,1.77,pi2,0.04,0.8504901960784313,0.8529411764705882,0.43,0.01,0.5522626241048177,True
pi1,LogisticRegression(max_iter=100000),0.89,0.06,1.77,pi3,0.06,0.8226221079691517,0.8226221079691517,0.16,0.0,0.5522626241048177,True
pi2,LogisticRegression(max_iter=100000),0.85,0.05,1.76,pi1,0.03,0.8878718535469108,0.88558352402746,0.43,0.13,0.5522626241048177,True
pi2,LogisticRegression(max_iter=100000),0.85,0.05,1.76,pi3,0.03,0.8200514138817481,0.8226221079691517,0.26,0.98,0.5522626241048177,True
pi3,LogisticRegression(max_iter=100000),0.82,0.03,1.9,pi1,0.07,0.8901601830663616,0.88558352402746,0.16,0.09,0.5522626241048177,True
pi3,LogisticRegression(max_iter=100000),0.82,0.03,1.9,pi2,0.03,0.8529411764705882,0.8529411764705882,0.26,0.95,0.5522626241048177,True
pi4,LogisticRegression(max_iter=100000),0.73,0.04,2.16,pi5,0.03,0.6994708994708995,0.6952380952380952,0.32,0.06,0.5522626241048177,True
pi5,LogisticRegression(max_iter=100000),0.7,0.05,2.4,pi4,0.03,0.7248995983935743,0.7259036144578314,0.32,0.0,0.5522626241048177,True
