model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.05,3.28,pi2,0.0,0.8285243198680956,0.8293487221764221,0.02,0.01,0.08297014236450195,False
pi1,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.05,3.28,pi3,0.0,0.8276999175597691,0.8318219291014015,0.03,0.01,0.08297014236450195,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.07,3.36,pi1,0.0,0.8268755152514426,0.8268755152514426,0.02,0.07,0.08297014236450195,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.07,3.36,pi3,0.0,0.8276999175597691,0.8318219291014015,0.05,0.99,0.08297014236450195,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.06,2.73,pi1,0.0,0.8285243198680956,0.8268755152514426,0.03,0.06,0.08297014236450195,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.06,2.73,pi2,0.0,0.8334707337180544,0.8293487221764221,0.05,0.99,0.08297014236450195,False
pi1,LogisticRegression(max_iter=100000),0.88,0.03,2.24,pi2,0.03,0.8492063492063492,0.8624338624338624,0.13,0.02,0.24965349833170572,True
pi1,LogisticRegression(max_iter=100000),0.88,0.03,2.24,pi3,0.02,0.8587257617728532,0.8587257617728532,0.17,0.01,0.24965349833170572,True
pi2,LogisticRegression(max_iter=100000),0.86,0.06,1.83,pi1,0.02,0.8787061994609164,0.876010781671159,0.13,0.12,0.24965349833170572,True
pi3,LogisticRegression(max_iter=100000),0.86,0.03,1.92,pi1,0.02,0.8787061994609164,0.876010781671159,0.17,0.11,0.24965349833170572,True
