model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=0.01, class_weight='balanced', max_iter=100000,
                   solver='liblinear')",0.84,0.03,3.23,pi3,0.0,0.837037037037037,0.8419753086419753,0.09,0.01,0.12561798095703125,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.07,3.37,pi1,0.01,0.8498349834983498,0.8391089108910891,0.09,0.06,0.12561798095703125,False
pi3,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.84,0.07,3.37,pi2,0.01,0.8506600660066007,0.8259075907590759,0.07,0.99,0.12561798095703125,False
pi2,"LogisticRegression(class_weight='balanced', max_iter=100000)",0.83,0.08,3.86,pi3,0.02,0.8106995884773662,0.8419753086419753,0.07,0.98,0.12561798095703125,False
pi1,LogisticRegression(max_iter=100000),0.86,0.03,2.53,pi2,0.03,0.8231884057971014,0.8231884057971014,0.45,0.01,0.44026947021484375,True
pi1,LogisticRegression(max_iter=100000),0.86,0.03,2.53,pi3,0.04,0.8941504178272981,0.8885793871866295,0.11,0.03,0.44026947021484375,True
pi2,"LogisticRegression(C=0.01, max_iter=100000, solver='saga')",0.82,0.01,1.84,pi1,0.04,0.8597701149425288,0.8574712643678161,0.45,0.12,0.44026947021484375,True
pi3,LogisticRegression(max_iter=100000),0.89,0.06,2.1,pi1,0.03,0.8551724137931035,0.8574712643678161,0.11,0.1,0.44026947021484375,True
pi4,LogisticRegression(max_iter=100000),0.71,0.05,2.45,pi5,0.0,0.7112068965517241,0.7122844827586207,0.28,0.05,0.44026947021484375,True
pi5,LogisticRegression(max_iter=100000),0.71,0.05,2.4,pi4,0.0,0.7117768595041323,0.7076446280991735,0.28,0.01,0.44026947021484375,True
