model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=0.01, max_iter=100000)",0.92,0.05,3.38,pi2,0.01,0.9299258037922506,0.9315746084089035,0.06,0.0,0.09314775466918945,False
pi1,"LogisticRegression(C=0.01, max_iter=100000)",0.92,0.05,3.38,pi3,0.01,0.9044481054365733,0.9052718286655683,0.04,0.01,0.09314775466918945,False
pi2,LogisticRegression(max_iter=100000),0.93,0.09,8.04,pi1,0.02,0.914332784184514,0.9176276771004942,0.06,0.06,0.09314775466918945,False
pi2,LogisticRegression(max_iter=100000),0.93,0.09,8.04,pi3,0.02,0.9069192751235585,0.9052718286655683,0.03,0.99,0.09314775466918945,False
pi3,LogisticRegression(max_iter=100000),0.91,0.08,7.48,pi1,0.01,0.914332784184514,0.9176276771004942,0.04,0.04,0.09314775466918945,False
pi3,LogisticRegression(max_iter=100000),0.91,0.08,7.48,pi2,0.02,0.9299258037922506,0.9315746084089035,0.03,0.98,0.09314775466918945,False
pi1,LogisticRegression(max_iter=100000),0.87,0.03,2.29,pi2,0.02,0.8515406162464986,0.8627450980392157,0.12,0.02,0.3310213088989258,True
pi1,LogisticRegression(max_iter=100000),0.87,0.03,2.29,pi3,0.0,0.8652291105121294,0.8814016172506739,0.11,0.01,0.3310213088989258,True
pi2,LogisticRegression(max_iter=100000),0.86,0.02,2.32,pi1,0.01,0.8746803069053708,0.8695652173913043,0.12,0.13,0.3310213088989258,True
pi2,LogisticRegression(max_iter=100000),0.86,0.02,2.32,pi3,0.0,0.8652291105121294,0.8814016172506739,0.11,0.98,0.3310213088989258,True
pi3,LogisticRegression(max_iter=100000),0.88,0.05,1.9,pi1,0.0,0.8797953964194374,0.8695652173913043,0.11,0.09,0.3310213088989258,True
pi3,LogisticRegression(max_iter=100000),0.88,0.05,1.9,pi2,0.02,0.8571428571428571,0.8627450980392157,0.11,0.98,0.3310213088989258,True
pi4,LogisticRegression(max_iter=100000),0.73,0.05,2.36,pi5,0.02,0.7180327868852459,0.7180327868852459,0.27,0.07,0.3310213088989258,True
pi5,LogisticRegression(max_iter=100000),0.72,0.05,2.14,pi4,0.01,0.7301750772399588,0.733264675592173,0.27,0.01,0.3310213088989258,True
