model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.02,pi3,0.01,0.9912144702842377,0.9912144702842377,33.12,1.0,43.5294921875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.02,pi6,0.01,0.9875776397515528,0.9875776397515528,33.23,0.0,43.5294921875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.02,pi7,0.0,0.9787894464562855,0.9787894464562855,33.38,0.0,43.5294921875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.02,pi8,0.31,0.6706308169596691,0.6949327817993796,32.74,0.0,43.5294921875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.61,pi1,0.01,0.9813760993274703,0.9813760993274703,33.12,0.98,43.5294921875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.61,pi4,0.0,0.9891472868217054,0.9891472868217054,43.01,0.0,43.5294921875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.61,pi6,0.0,0.9875776397515528,0.9875776397515528,35.64,0.0,43.5294921875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.61,pi7,0.01,0.9787894464562855,0.9787894464562855,35.0,0.0,43.5294921875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.05,3.61,pi8,0.32,0.671147880041365,0.6949327817993796,32.8,0.0,43.5294921875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,9.85,pi1,0.01,0.9813760993274703,0.9813760993274703,33.23,0.0,43.5294921875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,9.85,pi3,0.0,0.9912144702842377,0.9912144702842377,35.64,0.0,43.5294921875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,9.85,pi7,0.01,0.9787894464562855,0.9787894464562855,32.12,0.99,43.5294921875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,9.85,pi8,0.44,0.5429162357807652,0.6949327817993796,35.53,0.98,43.5294921875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.01,pi1,0.0,0.9813760993274703,0.9813760993274703,33.38,0.0,43.5294921875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.01,pi3,0.01,0.9912144702842377,0.9912144702842377,35.0,0.0,43.5294921875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.01,pi6,0.01,0.9875776397515528,0.9875776397515528,32.12,0.98,43.5294921875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.01,pi8,0.31,0.6685625646328852,0.6949327817993796,35.99,0.97,43.5294921875,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.04,142.19,pi1,0.29,0.9813760993274703,0.9813760993274703,32.74,0.0,43.5294921875,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.04,142.19,pi3,0.3,0.9912144702842377,0.9912144702842377,32.8,0.0,43.5294921875,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.04,142.19,pi4,0.29,0.9891472868217054,0.9891472868217054,44.13,0.98,43.5294921875,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.04,142.19,pi6,0.29,0.9875776397515528,0.9875776397515528,35.53,0.97,43.5294921875,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.04,142.19,pi7,0.28,0.9787894464562855,0.9787894464562855,35.99,0.99,43.5294921875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.06,3.02,pi3,0.0,0.9912144702842377,0.9912144702842377,43.01,0.0,43.5294921875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.06,3.02,pi5,0.01,0.9798136645962733,0.9798136645962733,33.71,0.98,43.5294921875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.06,3.02,pi8,0.31,0.6789038262668046,0.6949327817993796,44.13,0.98,43.5294921875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.07,2.82,pi4,0.01,0.9891472868217054,0.9891472868217054,33.71,0.99,43.5294921875,False
pi1,LogisticRegression(max_iter=100000),0.8,0.02,0.73,pi3,0.03,0.8333333333333334,0.8333333333333334,971.6,0.99,2887.050347222222,True
pi1,LogisticRegression(max_iter=100000),0.8,0.02,0.73,pi4,0.04,0.8378378378378378,0.8378378378378378,1366.48,0.0,2887.050347222222,True
pi1,LogisticRegression(max_iter=100000),0.8,0.02,0.73,pi5,0.03,0.7746478873239436,0.7887323943661971,1664.73,0.0,2887.050347222222,True
pi1,LogisticRegression(max_iter=100000),0.8,0.02,0.73,pi6,0.04,0.8372093023255814,0.8372093023255814,1048.82,0.0,2887.050347222222,True
pi1,LogisticRegression(max_iter=100000),0.8,0.02,0.73,pi7,0.03,0.8309859154929577,0.8309859154929577,2510.92,0.0,2887.050347222222,True
pi1,LogisticRegression(max_iter=100000),0.8,0.02,0.73,pi8,0.42,0.37815126050420167,0.6920768307322929,713.52,0.0,2887.050347222222,True
pi3,LogisticRegression(max_iter=100000),0.83,0.01,0.73,pi1,0.03,0.8,0.8,971.6,0.97,2887.050347222222,True
pi3,LogisticRegression(max_iter=100000),0.83,0.01,0.73,pi5,0.06,0.7746478873239436,0.7887323943661971,2118.24,0.0,2887.050347222222,True
pi3,LogisticRegression(max_iter=100000),0.83,0.01,0.73,pi6,0.0,0.8372093023255814,0.8372093023255814,902.12,0.0,2887.050347222222,True
pi3,LogisticRegression(max_iter=100000),0.83,0.01,0.73,pi7,0.0,0.8309859154929577,0.8309859154929577,2410.42,0.0,2887.050347222222,True
pi3,LogisticRegression(max_iter=100000),0.83,0.01,0.73,pi8,0.46,0.37815126050420167,0.6920768307322929,1450.3,0.0,2887.050347222222,True
pi4,LogisticRegression(max_iter=100000),0.84,0.01,0.88,pi1,0.05,0.7846153846153846,0.8,1366.48,0.0,2887.050347222222,True
pi4,LogisticRegression(max_iter=100000),0.84,0.01,0.88,pi7,0.02,0.8169014084507042,0.8309859154929577,2560.94,0.82,2887.050347222222,True
pi4,LogisticRegression(max_iter=100000),0.84,0.01,0.88,pi8,0.46,0.37815126050420167,0.6920768307322929,1887.54,0.77,2887.050347222222,True
pi5,LogisticRegression(max_iter=100000),0.79,0.01,0.79,pi1,0.0,0.7846153846153846,0.8,1664.73,0.0,2887.050347222222,True
pi5,LogisticRegression(max_iter=100000),0.79,0.01,0.79,pi3,0.01,0.8,0.8333333333333334,2118.24,0.0,2887.050347222222,True
pi5,LogisticRegression(max_iter=100000),0.79,0.01,0.79,pi6,0.05,0.8372093023255814,0.8372093023255814,2358.99,0.86,2887.050347222222,True
pi5,LogisticRegression(max_iter=100000),0.79,0.01,0.79,pi8,0.41,0.37815126050420167,0.6920768307322929,2228.02,0.58,2887.050347222222,True
pi6,LogisticRegression(max_iter=100000),0.84,0.02,1.23,pi1,0.04,0.8,0.8,1048.82,0.0,2887.050347222222,True
pi6,LogisticRegression(max_iter=100000),0.84,0.02,1.23,pi3,0.0,0.8333333333333334,0.8333333333333334,902.12,0.0,2887.050347222222,True
pi6,LogisticRegression(max_iter=100000),0.84,0.02,1.23,pi5,0.06,0.7746478873239436,0.7887323943661971,2358.99,0.83,2887.050347222222,True
pi6,LogisticRegression(max_iter=100000),0.84,0.02,1.23,pi7,0.01,0.8309859154929577,0.8309859154929577,1436.97,0.89,2887.050347222222,True
pi6,LogisticRegression(max_iter=100000),0.84,0.02,1.23,pi8,0.32,0.5132052821128451,0.6920768307322929,968.77,0.79,2887.050347222222,True
pi7,LogisticRegression(max_iter=100000),0.83,0.01,0.78,pi1,0.05,0.7846153846153846,0.8,2510.92,0.0,2887.050347222222,True
pi7,LogisticRegression(max_iter=100000),0.83,0.01,0.78,pi3,0.0,0.8333333333333334,0.8333333333333334,2410.42,0.0,2887.050347222222,True
pi7,LogisticRegression(max_iter=100000),0.83,0.01,0.78,pi4,0.01,0.8378378378378378,0.8378378378378378,2560.94,0.95,2887.050347222222,True
pi7,LogisticRegression(max_iter=100000),0.83,0.01,0.78,pi6,0.01,0.8372093023255814,0.8372093023255814,1436.97,1.0,2887.050347222222,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.02,33.59,pi1,0.2,0.49230769230769234,0.8,713.52,0.0,2887.050347222222,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.02,33.59,pi3,0.23,0.4666666666666667,0.8333333333333334,1450.3,0.0,2887.050347222222,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.02,33.59,pi4,0.15,0.5405405405405406,0.8378378378378378,1887.54,0.87,2887.050347222222,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.02,33.59,pi5,0.23,0.4647887323943662,0.7887323943661971,2228.02,0.87,2887.050347222222,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.02,33.59,pi6,0.23,0.46511627906976744,0.8372093023255814,968.77,0.89,2887.050347222222,True
pi2,LogisticRegression(max_iter=100000),0.78,0.01,0.71,pi10,0.09,0.6867256637168142,0.7292035398230089,780.25,0.0,2887.050347222222,True
