model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.94,pi3,0.01,0.9891360579410243,0.9891360579410243,37.46,1.0,42.17629523026316,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.94,pi6,0.01,0.9901758014477766,0.9901758014477766,35.26,0.0,42.17629523026316,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.94,pi8,0.33,0.652871184687015,0.6808070356958096,38.39,0.0,42.17629523026316,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,5.01,pi1,0.01,0.9819121447028424,0.9819121447028424,37.46,0.99,42.17629523026316,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,5.01,pi4,0.0,0.9849896480331263,0.9849896480331263,39.42,0.0,42.17629523026316,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,5.01,pi6,0.0,0.9901758014477766,0.9901758014477766,31.67,0.0,42.17629523026316,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,5.01,pi8,0.36,0.6285566476978789,0.6808070356958096,32.05,0.0,42.17629523026316,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,3.94,pi1,0.01,0.9819121447028424,0.9819121447028424,35.26,0.0,42.17629523026316,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,3.94,pi3,0.0,0.9891360579410243,0.9891360579410243,31.67,0.0,42.17629523026316,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,3.94,pi4,0.01,0.9849896480331263,0.9849896480331263,41.36,0.99,42.17629523026316,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,3.94,pi8,0.34,0.6461458872219348,0.6808070356958096,32.15,0.98,42.17629523026316,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.68,0.03,145.69,pi1,0.3,0.9819121447028424,0.9819121447028424,38.39,0.0,42.17629523026316,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.68,0.03,145.69,pi3,0.31,0.9891360579410243,0.9891360579410243,32.05,0.0,42.17629523026316,False
