model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi8,LogisticRegression(max_iter=100000),0.7,0.08,58.13,pi3,0.25,0.4473684210526316,0.8421052631578947,761.5,0.0,1675.46064453125,True
pi8,LogisticRegression(max_iter=100000),0.7,0.08,58.13,pi4,0.21,0.4864864864864865,0.8648648648648649,1270.63,0.94,1675.46064453125,True
pi8,LogisticRegression(max_iter=100000),0.7,0.08,58.13,pi5,0.23,0.4696969696969697,0.7272727272727273,1360.37,0.97,1675.46064453125,True
pi8,LogisticRegression(max_iter=100000),0.7,0.08,58.13,pi6,0.19,0.5128205128205128,0.8717948717948718,842.39,0.92,1675.46064453125,True
pi8,LogisticRegression(max_iter=100000),0.7,0.08,58.13,pi7,0.19,0.5079365079365079,0.8412698412698413,1326.19,0.94,1675.46064453125,True
pi2,LogisticRegression(max_iter=100000),0.79,0.02,0.87,pi10,0.14,0.6451612903225806,0.7265745007680492,630.12,0.0,1675.46064453125,True
pi10,LogisticRegression(max_iter=100000),0.73,0.03,2.06,pi2,0.21,0.5119047619047619,0.7857142857142857,630.12,0.43,1675.46064453125,True
pi4,LogisticRegression(max_iter=100000),0.86,0.02,1.02,pi3,0.02,0.8421052631578947,0.8421052631578947,1328.04,0.0,1675.46064453125,True
pi4,LogisticRegression(max_iter=100000),0.86,0.02,1.02,pi5,0.14,0.7272727272727273,0.7272727272727273,1528.17,0.97,1675.46064453125,True
pi4,LogisticRegression(max_iter=100000),0.86,0.02,1.02,pi7,0.07,0.7936507936507936,0.8412698412698413,1279.93,0.86,1675.46064453125,True
pi4,LogisticRegression(max_iter=100000),0.86,0.02,1.02,pi8,0.36,0.5088576664630422,0.7000610873549176,1270.63,0.95,1675.46064453125,True
pi7,LogisticRegression(max_iter=100000),0.84,0.02,0.96,pi3,0.08,0.7631578947368421,0.8421052631578947,1307.65,0.0,1675.46064453125,True
pi7,LogisticRegression(max_iter=100000),0.84,0.02,0.96,pi4,0.08,0.7567567567567568,0.8648648648648649,1279.93,0.98,1675.46064453125,True
pi7,LogisticRegression(max_iter=100000),0.84,0.02,0.96,pi5,0.14,0.696969696969697,0.7272727272727273,1561.13,0.92,1675.46064453125,True
pi7,LogisticRegression(max_iter=100000),0.84,0.02,0.96,pi6,0.12,0.717948717948718,0.8717948717948718,1678.95,0.89,1675.46064453125,True
pi7,LogisticRegression(max_iter=100000),0.84,0.02,0.96,pi8,0.47,0.36713500305436775,0.7000610873549176,1326.19,0.95,1675.46064453125,True
