model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.0,pi3,0.0,0.9854922279792746,0.9854922279792746,43.52,0.99,43.08994140625,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.0,pi6,0.0,0.9855147439213657,0.9855147439213657,33.79,0.0,43.08994140625,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.0,pi7,0.0,0.983453981385729,0.983453981385729,42.7,0.0,43.08994140625,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.0,pi8,0.33,0.6478800413650465,0.6742502585315409,34.22,0.0,43.08994140625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.25,pi1,0.0,0.9808389435525634,0.9808389435525634,43.52,0.96,43.08994140625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.25,pi4,0.0,0.9834710743801653,0.9834710743801653,34.53,0.0,43.08994140625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.25,pi5,0.0,0.9813857290589452,0.9813857290589452,32.75,0.0,43.08994140625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.25,pi6,0.0,0.9855147439213657,0.9855147439213657,39.06,0.0,43.08994140625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.25,pi8,0.34,0.6421923474663909,0.6742502585315409,36.02,0.0,43.08994140625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,8.12,pi1,0.0,0.9808389435525634,0.9808389435525634,33.79,0.0,43.08994140625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,8.12,pi3,0.0,0.9854922279792746,0.9854922279792746,39.06,0.0,43.08994140625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,8.12,pi5,0.0,0.9813857290589452,0.9813857290589452,41.66,0.98,43.08994140625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,8.12,pi7,0.0,0.983453981385729,0.983453981385729,40.45,0.99,43.08994140625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,8.12,pi8,0.44,0.546535677352637,0.6742502585315409,32.01,0.98,43.08994140625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,3.16,pi1,0.0,0.9808389435525634,0.9808389435525634,42.7,0.0,43.08994140625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,3.16,pi6,0.0,0.9855147439213657,0.9855147439213657,40.45,0.98,43.08994140625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,3.16,pi8,0.34,0.6447776628748707,0.6742502585315409,45.05,0.98,43.08994140625,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.67,0.03,152.93,pi1,0.31,0.9808389435525634,0.9808389435525634,34.22,0.0,43.08994140625,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.67,0.03,152.93,pi3,0.31,0.9854922279792746,0.9854922279792746,36.02,0.0,43.08994140625,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.67,0.03,152.93,pi4,0.31,0.9834710743801653,0.9834710743801653,43.36,0.99,43.08994140625,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.67,0.03,152.93,pi5,0.31,0.9813857290589452,0.9813857290589452,37.52,0.98,43.08994140625,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.67,0.03,152.93,pi6,0.31,0.9855147439213657,0.9855147439213657,32.01,0.99,43.08994140625,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.67,0.03,152.93,pi7,0.31,0.983453981385729,0.983453981385729,45.05,0.99,43.08994140625,False
pi4,LogisticRegression(max_iter=100000),0.98,0.07,4.0,pi3,0.0,0.9854922279792746,0.9854922279792746,34.53,0.0,43.08994140625,False
pi4,LogisticRegression(max_iter=100000),0.98,0.07,4.0,pi5,0.0,0.9813857290589452,0.9813857290589452,33.14,0.98,43.08994140625,False
pi4,LogisticRegression(max_iter=100000),0.98,0.07,4.0,pi8,0.43,0.5563598759048604,0.6742502585315409,43.36,0.97,43.08994140625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.63,pi3,0.0,0.9854922279792746,0.9854922279792746,32.75,0.0,43.08994140625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.63,pi4,0.0,0.9834710743801653,0.9834710743801653,33.14,1.0,43.08994140625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.63,pi6,0.0,0.9855147439213657,0.9855147439213657,41.66,0.99,43.08994140625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.63,pi8,0.33,0.6504653567735263,0.6742502585315409,37.52,0.98,43.08994140625,False
pi1,LogisticRegression(max_iter=100000),0.82,0.01,0.73,pi3,0.04,0.7884615384615384,0.7884615384615384,1077.26,1.0,1403.092578125,True
pi1,LogisticRegression(max_iter=100000),0.82,0.01,0.73,pi4,0.06,0.8793103448275862,0.8793103448275862,961.93,0.0,1403.092578125,True
pi1,LogisticRegression(max_iter=100000),0.82,0.01,0.73,pi5,0.01,0.8307692307692308,0.8307692307692308,763.49,0.0,1403.092578125,True
pi1,LogisticRegression(max_iter=100000),0.82,0.01,0.73,pi6,0.08,0.9019607843137255,0.9019607843137255,1029.0,0.0,1403.092578125,True
pi1,LogisticRegression(max_iter=100000),0.82,0.01,0.73,pi7,0.02,0.8035714285714286,0.8571428571428571,1003.42,0.0,1403.092578125,True
pi1,LogisticRegression(max_iter=100000),0.82,0.01,0.73,pi8,0.43,0.39272943980929675,0.6835518474374255,1291.37,0.0,1403.092578125,True
pi3,LogisticRegression(max_iter=100000),0.79,0.01,0.69,pi1,0.04,0.8235294117647058,0.8235294117647058,1077.26,0.95,1403.092578125,True
pi3,LogisticRegression(max_iter=100000),0.79,0.01,0.69,pi4,0.09,0.8793103448275862,0.8793103448275862,1201.77,0.0,1403.092578125,True
pi3,LogisticRegression(max_iter=100000),0.79,0.01,0.69,pi5,0.04,0.8307692307692308,0.8307692307692308,1144.05,0.0,1403.092578125,True
pi3,LogisticRegression(max_iter=100000),0.79,0.01,0.69,pi6,0.11,0.9019607843137255,0.9019607843137255,769.93,0.0,1403.092578125,True
pi3,LogisticRegression(max_iter=100000),0.79,0.01,0.69,pi8,0.27,0.5154946364719905,0.6835518474374255,1298.05,0.0,1403.092578125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.79,pi1,0.06,0.8235294117647058,0.8235294117647058,961.93,0.0,1403.092578125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.79,pi3,0.09,0.7884615384615384,0.7884615384615384,1201.77,0.0,1403.092578125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.79,pi5,0.05,0.8307692307692308,0.8307692307692308,967.57,0.87,1403.092578125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.79,pi6,0.02,0.9019607843137255,0.9019607843137255,1262.4,0.9,1403.092578125,True
pi4,LogisticRegression(max_iter=100000),0.88,0.01,0.79,pi8,0.37,0.5143027413587604,0.6835518474374255,974.7,0.73,1403.092578125,True
pi5,LogisticRegression(max_iter=100000),0.83,0.01,0.72,pi1,0.01,0.8235294117647058,0.8235294117647058,763.49,0.0,1403.092578125,True
pi5,LogisticRegression(max_iter=100000),0.83,0.01,0.72,pi3,0.04,0.7884615384615384,0.7884615384615384,1144.05,0.0,1403.092578125,True
pi5,LogisticRegression(max_iter=100000),0.83,0.01,0.72,pi4,0.05,0.8793103448275862,0.8793103448275862,967.57,0.88,1403.092578125,True
pi5,LogisticRegression(max_iter=100000),0.83,0.01,0.72,pi7,0.03,0.8035714285714286,0.8571428571428571,1034.12,0.85,1403.092578125,True
