model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.56,pi3,0.0,0.9844800827728919,0.9844800827728919,41.18,1.0,56.64434523809524,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.56,pi6,0.0,0.9860248447204969,0.9860248447204969,34.36,0.0,56.64434523809524,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.56,pi7,0.0,0.9798449612403101,0.9798449612403101,38.72,0.0,56.64434523809524,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.56,pi8,0.31,0.6687370600414079,0.7065217391304348,43.66,0.0,56.64434523809524,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.71,pi1,0.0,0.9834625322997416,0.9834625322997416,41.18,0.98,56.64434523809524,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.71,pi6,0.0,0.9860248447204969,0.9860248447204969,37.63,0.0,56.64434523809524,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.71,pi7,0.0,0.9798449612403101,0.9798449612403101,32.24,0.0,56.64434523809524,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,3.71,pi8,0.33,0.6511387163561076,0.7065217391304348,33.55,0.0,56.64434523809524,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,9.4,pi1,0.0,0.9834625322997416,0.9834625322997416,34.36,0.0,56.64434523809524,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,9.4,pi3,0.0,0.9844800827728919,0.9844800827728919,37.63,0.0,56.64434523809524,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,9.4,pi7,0.01,0.9798449612403101,0.9798449612403101,34.93,0.99,56.64434523809524,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,9.4,pi8,0.43,0.5538302277432712,0.7065217391304348,42.96,0.98,56.64434523809524,False
pi7,LogisticRegression(max_iter=100000),0.98,0.16,3.64,pi1,0.0,0.9834625322997416,0.9834625322997416,38.72,0.0,56.64434523809524,False
pi7,LogisticRegression(max_iter=100000),0.98,0.16,3.64,pi3,0.0,0.9844800827728919,0.9844800827728919,32.24,0.0,56.64434523809524,False
pi7,LogisticRegression(max_iter=100000),0.98,0.16,3.64,pi6,0.01,0.9860248447204969,0.9860248447204969,34.93,0.99,56.64434523809524,False
pi7,LogisticRegression(max_iter=100000),0.98,0.16,3.64,pi8,0.31,0.6666666666666666,0.7065217391304348,35.82,0.98,56.64434523809524,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.71,0.03,142.2,pi1,0.28,0.9834625322997416,0.9834625322997416,43.66,0.0,56.64434523809524,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.71,0.03,142.2,pi3,0.28,0.9844800827728919,0.9844800827728919,33.55,0.0,56.64434523809524,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.71,0.03,142.2,pi4,0.28,0.9881075491209927,0.9881075491209927,54.26,0.99,56.64434523809524,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.71,0.03,142.2,pi6,0.28,0.9860248447204969,0.9860248447204969,42.96,0.98,56.64434523809524,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.71,0.03,142.2,pi7,0.27,0.9798449612403101,0.9798449612403101,35.82,0.99,56.64434523809524,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,3.53,pi5,0.01,0.9808686659772492,0.9808686659772492,43.68,0.99,56.64434523809524,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,3.53,pi8,0.31,0.682712215320911,0.7065217391304348,54.26,0.98,56.64434523809524,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.18,pi4,0.01,0.9881075491209927,0.9881075491209927,43.68,0.99,56.64434523809524,False
pi1,LogisticRegression(max_iter=100000),0.82,0.01,0.84,pi4,0.0,0.8205128205128205,0.8205128205128205,1501.27,0.0,2156.0084635416665,True
pi1,LogisticRegression(max_iter=100000),0.82,0.01,0.84,pi5,0.09,0.7391304347826086,0.7391304347826086,1437.45,0.0,2156.0084635416665,True
pi1,LogisticRegression(max_iter=100000),0.82,0.01,0.84,pi6,0.07,0.8979591836734694,0.8979591836734694,650.92,0.0,2156.0084635416665,True
pi1,LogisticRegression(max_iter=100000),0.82,0.01,0.84,pi7,0.01,0.8309859154929577,0.8309859154929577,2197.44,0.0,2156.0084635416665,True
pi1,LogisticRegression(max_iter=100000),0.82,0.01,0.84,pi8,0.31,0.512477175897748,0.6993304930006087,1821.37,0.0,2156.0084635416665,True
pi4,LogisticRegression(max_iter=100000),0.82,0.03,0.85,pi1,0.03,0.7894736842105263,0.8245614035087719,1501.27,0.0,2156.0084635416665,True
pi4,LogisticRegression(max_iter=100000),0.82,0.03,0.85,pi3,0.03,0.8518518518518519,0.8888888888888888,1214.97,0.0,2156.0084635416665,True
pi4,LogisticRegression(max_iter=100000),0.82,0.03,0.85,pi5,0.11,0.7101449275362319,0.7391304347826086,1288.96,0.96,2156.0084635416665,True
pi4,LogisticRegression(max_iter=100000),0.82,0.03,0.85,pi6,0.06,0.8775510204081632,0.8979591836734694,848.78,0.95,2156.0084635416665,True
pi4,LogisticRegression(max_iter=100000),0.82,0.03,0.85,pi7,0.01,0.8309859154929577,0.8309859154929577,1385.84,0.87,2156.0084635416665,True
pi4,LogisticRegression(max_iter=100000),0.82,0.03,0.85,pi8,0.46,0.3597078514911747,0.6993304930006087,1204.44,0.84,2156.0084635416665,True
pi5,LogisticRegression(max_iter=100000),0.74,0.01,0.76,pi1,0.09,0.8245614035087719,0.8245614035087719,1437.45,0.0,2156.0084635416665,True
pi5,LogisticRegression(max_iter=100000),0.74,0.01,0.76,pi3,0.15,0.8888888888888888,0.8888888888888888,1685.07,0.0,2156.0084635416665,True
pi5,LogisticRegression(max_iter=100000),0.74,0.01,0.76,pi4,0.08,0.8205128205128205,0.8205128205128205,1288.96,0.86,2156.0084635416665,True
pi5,LogisticRegression(max_iter=100000),0.74,0.01,0.76,pi7,0.09,0.8309859154929577,0.8309859154929577,2105.11,0.91,2156.0084635416665,True
pi5,LogisticRegression(max_iter=100000),0.74,0.01,0.76,pi8,0.23,0.512477175897748,0.6993304930006087,1315.03,0.84,2156.0084635416665,True
pi6,LogisticRegression(max_iter=100000),0.9,0.02,2.0,pi1,0.07,0.8245614035087719,0.8245614035087719,650.92,0.0,2156.0084635416665,True
pi6,LogisticRegression(max_iter=100000),0.9,0.02,2.0,pi4,0.08,0.8205128205128205,0.8205128205128205,848.78,0.83,2156.0084635416665,True
pi6,LogisticRegression(max_iter=100000),0.9,0.02,2.0,pi8,0.39,0.512477175897748,0.6993304930006087,1155.0,0.8,2156.0084635416665,True
pi7,LogisticRegression(max_iter=100000),0.83,0.01,0.83,pi1,0.01,0.8245614035087719,0.8245614035087719,2197.44,0.0,2156.0084635416665,True
pi7,LogisticRegression(max_iter=100000),0.83,0.01,0.83,pi3,0.04,0.8703703703703703,0.8888888888888888,1694.42,0.0,2156.0084635416665,True
pi7,LogisticRegression(max_iter=100000),0.83,0.01,0.83,pi4,0.01,0.8205128205128205,0.8205128205128205,1385.84,0.85,2156.0084635416665,True
pi7,LogisticRegression(max_iter=100000),0.83,0.01,0.83,pi5,0.12,0.7101449275362319,0.7391304347826086,2105.11,0.94,2156.0084635416665,True
pi7,LogisticRegression(max_iter=100000),0.83,0.01,0.83,pi8,0.47,0.3597078514911747,0.6993304930006087,1271.22,0.78,2156.0084635416665,True
pi8,LogisticRegression(max_iter=100000),0.7,0.07,28.54,pi1,0.21,0.49122807017543857,0.8245614035087719,1821.37,0.0,2156.0084635416665,True
pi8,LogisticRegression(max_iter=100000),0.7,0.07,28.54,pi3,0.2,0.5,0.8888888888888888,1288.19,0.0,2156.0084635416665,True
pi8,LogisticRegression(max_iter=100000),0.7,0.07,28.54,pi4,0.21,0.48717948717948717,0.8205128205128205,1204.44,0.82,2156.0084635416665,True
pi8,LogisticRegression(max_iter=100000),0.7,0.07,28.54,pi5,0.24,0.463768115942029,0.7391304347826086,1315.03,0.93,2156.0084635416665,True
pi8,LogisticRegression(max_iter=100000),0.7,0.07,28.54,pi6,0.23,0.46938775510204084,0.8979591836734694,1155.0,0.87,2156.0084635416665,True
pi8,LogisticRegression(max_iter=100000),0.7,0.07,28.54,pi7,0.21,0.49295774647887325,0.8309859154929577,1271.22,0.91,2156.0084635416665,True
pi2,LogisticRegression(max_iter=100000),0.78,0.02,0.91,pi10,0.27,0.5166112956810631,0.7043189368770764,939.31,0.0,2156.0084635416665,True
pi10,"LogisticRegression(C=0.01, max_iter=100000)",0.7,0.04,1.81,pi2,0.2,0.5076923076923077,0.7846153846153846,939.31,0.54,2156.0084635416665,True
pi3,LogisticRegression(max_iter=100000),0.89,0.02,0.97,pi4,0.07,0.8205128205128205,0.8205128205128205,1214.97,0.0,2156.0084635416665,True
pi3,LogisticRegression(max_iter=100000),0.89,0.02,0.97,pi5,0.15,0.7391304347826086,0.7391304347826086,1685.07,0.0,2156.0084635416665,True
pi3,LogisticRegression(max_iter=100000),0.89,0.02,0.97,pi7,0.06,0.8309859154929577,0.8309859154929577,1694.42,0.0,2156.0084635416665,True
pi3,LogisticRegression(max_iter=100000),0.89,0.02,0.97,pi8,0.38,0.512477175897748,0.6993304930006087,1288.19,0.0,2156.0084635416665,True
