model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,4.08,pi3,0.0,0.9865494050698397,0.9865494050698397,35.42,1.0,47.18984375,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,4.08,pi6,0.0,0.9870801033591732,0.9870801033591732,37.13,0.0,47.18984375,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,4.08,pi7,0.0,0.983445421624418,0.983445421624418,32.34,0.0,47.18984375,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.09,pi1,0.0,0.9824107604759441,0.9824107604759441,35.42,0.98,47.18984375,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.09,pi4,0.0,0.9870667356440765,0.9870667356440765,41.49,0.0,47.18984375,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.09,pi6,0.0,0.9870801033591732,0.9870801033591732,32.15,0.0,47.18984375,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.09,pi7,0.0,0.983445421624418,0.983445421624418,33.45,0.0,47.18984375,False
pi3,LogisticRegression(max_iter=100000),0.99,0.08,3.09,pi8,0.32,0.665458311755567,0.7001553599171414,41.33,0.0,47.18984375,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,7.55,pi1,0.0,0.9824107604759441,0.9824107604759441,37.13,0.0,47.18984375,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,7.55,pi3,0.0,0.9865494050698397,0.9865494050698397,32.15,0.0,47.18984375,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,7.55,pi4,0.0,0.9870667356440765,0.9870667356440765,43.34,0.99,47.18984375,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,7.55,pi7,0.0,0.983445421624418,0.983445421624418,34.67,0.99,47.18984375,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,7.55,pi8,0.43,0.5567063697566028,0.7001553599171414,41.45,0.98,47.18984375,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.06,pi1,0.0,0.9824107604759441,0.9824107604759441,32.34,0.0,47.18984375,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.06,pi3,0.0,0.9865494050698397,0.9865494050698397,33.45,0.0,47.18984375,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.06,pi4,0.0,0.9870667356440765,0.9870667356440765,48.4,0.99,47.18984375,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.06,pi6,0.0,0.9870801033591732,0.9870801033591732,34.67,0.99,47.18984375,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.06,pi8,0.34,0.6442257897462454,0.7001553599171414,49.46,0.98,47.18984375,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,2.95,pi3,0.0,0.9865494050698397,0.9865494050698397,41.49,0.0,47.18984375,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,2.95,pi5,0.0,0.9824198552223371,0.9824198552223371,42.98,0.98,47.18984375,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,2.95,pi6,0.0,0.9870801033591732,0.9870801033591732,43.34,0.99,47.18984375,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,2.95,pi7,0.0,0.983445421624418,0.983445421624418,48.4,1.0,47.18984375,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,2.95,pi8,0.31,0.6732263076126359,0.7001553599171414,33.43,0.98,47.18984375,False
pi8,LogisticRegression(max_iter=100000),0.7,0.06,65.6,pi3,0.29,0.9865494050698397,0.9865494050698397,41.33,0.0,47.18984375,False
pi8,LogisticRegression(max_iter=100000),0.7,0.06,65.6,pi4,0.29,0.9870667356440765,0.9870667356440765,33.43,0.99,47.18984375,False
pi8,LogisticRegression(max_iter=100000),0.7,0.06,65.6,pi5,0.28,0.9824198552223371,0.9824198552223371,46.09,0.98,47.18984375,False
pi8,LogisticRegression(max_iter=100000),0.7,0.06,65.6,pi6,0.29,0.9870801033591732,0.9870801033591732,41.45,0.98,47.18984375,False
pi8,LogisticRegression(max_iter=100000),0.7,0.06,65.6,pi7,0.28,0.983445421624418,0.983445421624418,49.46,0.99,47.18984375,False
pi5,LogisticRegression(max_iter=100000),0.98,0.05,2.78,pi4,0.0,0.9870667356440765,0.9870667356440765,42.98,0.99,47.18984375,False
pi5,LogisticRegression(max_iter=100000),0.98,0.05,2.78,pi8,0.31,0.6732263076126359,0.7001553599171414,46.09,0.98,47.18984375,False
pi1,LogisticRegression(max_iter=100000),0.84,0.02,0.85,pi3,0.01,0.8222222222222222,0.8222222222222222,729.29,0.99,1482.59267578125,True
pi1,LogisticRegression(max_iter=100000),0.84,0.02,0.85,pi4,0.15,0.6904761904761905,0.6904761904761905,1375.29,0.0,1482.59267578125,True
pi1,LogisticRegression(max_iter=100000),0.84,0.02,0.85,pi5,0.02,0.819672131147541,0.819672131147541,1202.9,0.0,1482.59267578125,True
pi1,LogisticRegression(max_iter=100000),0.84,0.02,0.85,pi6,0.0,0.8409090909090909,0.8409090909090909,1092.11,0.0,1482.59267578125,True
pi1,LogisticRegression(max_iter=100000),0.84,0.02,0.85,pi7,0.01,0.8245614035087719,0.8245614035087719,1054.52,0.0,1482.59267578125,True
pi1,LogisticRegression(max_iter=100000),0.84,0.02,0.85,pi8,0.33,0.5095033721643164,0.6916002452483139,789.92,0.0,1482.59267578125,True
pi3,LogisticRegression(max_iter=100000),0.82,0.01,0.72,pi1,0.01,0.8360655737704918,0.8360655737704918,729.29,0.98,1482.59267578125,True
pi3,LogisticRegression(max_iter=100000),0.82,0.01,0.72,pi4,0.13,0.6904761904761905,0.6904761904761905,1373.91,0.0,1482.59267578125,True
pi3,LogisticRegression(max_iter=100000),0.82,0.01,0.72,pi5,0.0,0.819672131147541,0.819672131147541,1142.25,0.0,1482.59267578125,True
pi3,LogisticRegression(max_iter=100000),0.82,0.01,0.72,pi6,0.02,0.8409090909090909,0.8409090909090909,790.87,0.0,1482.59267578125,True
pi3,LogisticRegression(max_iter=100000),0.82,0.01,0.72,pi7,0.02,0.8070175438596491,0.8245614035087719,1497.29,0.0,1482.59267578125,True
pi3,LogisticRegression(max_iter=100000),0.82,0.01,0.72,pi8,0.45,0.37093807480073576,0.6916002452483139,1137.88,0.0,1482.59267578125,True
pi4,LogisticRegression(max_iter=100000),0.69,0.01,0.75,pi1,0.11,0.8032786885245902,0.8360655737704918,1375.29,0.0,1482.59267578125,True
pi4,LogisticRegression(max_iter=100000),0.69,0.01,0.75,pi3,0.11,0.8,0.8222222222222222,1373.91,0.0,1482.59267578125,True
pi4,LogisticRegression(max_iter=100000),0.69,0.01,0.75,pi5,0.15,0.8360655737704918,0.819672131147541,1111.86,0.93,1482.59267578125,True
pi4,LogisticRegression(max_iter=100000),0.69,0.01,0.75,pi6,0.08,0.7727272727272727,0.8409090909090909,1075.28,0.9,1482.59267578125,True
pi4,LogisticRegression(max_iter=100000),0.69,0.01,0.75,pi8,0.32,0.37093807480073576,0.6916002452483139,1206.89,0.86,1482.59267578125,True
pi5,LogisticRegression(max_iter=100000),0.82,0.01,1.03,pi1,0.02,0.8032786885245902,0.8360655737704918,1202.9,0.0,1482.59267578125,True
pi5,LogisticRegression(max_iter=100000),0.82,0.01,1.03,pi3,0.04,0.7777777777777778,0.8222222222222222,1142.25,0.0,1482.59267578125,True
pi5,LogisticRegression(max_iter=100000),0.82,0.01,1.03,pi4,0.13,0.6904761904761905,0.6904761904761905,1111.86,0.89,1482.59267578125,True
pi5,LogisticRegression(max_iter=100000),0.82,0.01,1.03,pi6,0.0,0.8181818181818182,0.8409090909090909,1461.71,0.83,1482.59267578125,True
pi5,LogisticRegression(max_iter=100000),0.82,0.01,1.03,pi8,0.45,0.37093807480073576,0.6916002452483139,1099.8,0.75,1482.59267578125,True
pi6,LogisticRegression(max_iter=100000),0.84,0.03,1.75,pi1,0.0,0.8360655737704918,0.8360655737704918,1092.11,0.0,1482.59267578125,True
pi6,LogisticRegression(max_iter=100000),0.84,0.03,1.75,pi3,0.02,0.8222222222222222,0.8222222222222222,790.87,0.0,1482.59267578125,True
pi6,LogisticRegression(max_iter=100000),0.84,0.03,1.75,pi4,0.15,0.6904761904761905,0.6904761904761905,1075.28,0.93,1482.59267578125,True
pi6,LogisticRegression(max_iter=100000),0.84,0.03,1.75,pi5,0.02,0.819672131147541,0.819672131147541,1461.71,0.89,1482.59267578125,True
pi6,LogisticRegression(max_iter=100000),0.84,0.03,1.75,pi8,0.45,0.3917841814837523,0.6916002452483139,1463.04,0.84,1482.59267578125,True
pi7,LogisticRegression(max_iter=100000),0.82,0.01,0.7,pi1,0.01,0.8360655737704918,0.8360655737704918,1054.52,0.0,1482.59267578125,True
pi7,LogisticRegression(max_iter=100000),0.82,0.01,0.7,pi3,0.0,0.8222222222222222,0.8222222222222222,1497.29,0.0,1482.59267578125,True
pi7,LogisticRegression(max_iter=100000),0.82,0.01,0.7,pi8,0.32,0.5095033721643164,0.6916002452483139,1187.95,0.89,1482.59267578125,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,22.5,pi1,0.18,0.5081967213114754,0.8360655737704918,789.92,0.0,1482.59267578125,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,22.5,pi3,0.2,0.4888888888888889,0.8222222222222222,1137.88,0.0,1482.59267578125,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,22.5,pi4,0.19,0.5,0.6904761904761905,1206.89,0.92,1482.59267578125,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,22.5,pi5,0.22,0.47540983606557374,0.819672131147541,1099.8,0.89,1482.59267578125,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,22.5,pi6,0.21,0.4772727272727273,0.8409090909090909,1463.04,0.93,1482.59267578125,True
pi8,LogisticRegression(max_iter=100000),0.69,0.06,22.5,pi7,0.2,0.49122807017543857,0.8245614035087719,1187.95,0.87,1482.59267578125,True
pi2,LogisticRegression(max_iter=100000),0.74,0.02,0.93,pi10,0.17,0.5773381294964028,0.7122302158273381,669.06,0.01,1482.59267578125,True
pi10,LogisticRegression(max_iter=100000),0.71,0.03,1.83,pi2,0.23,0.4864864864864865,0.7432432432432432,669.06,0.59,1482.59267578125,True
