model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.35,pi6,0.0,0.9870667356440765,0.9870667356440765,34.06,0.0,37.05718315972222,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.35,pi7,0.0,0.9803617571059432,0.9803617571059432,34.71,0.0,37.05718315972222,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.35,pi8,0.34,0.6468459152016546,0.6789038262668046,35.15,0.0,37.05718315972222,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,5.74,pi1,0.0,0.983453981385729,0.983453981385729,34.06,0.0,37.05718315972222,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,5.74,pi4,0.0,0.9850129198966409,0.9850129198966409,38.22,0.99,37.05718315972222,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,5.74,pi7,0.01,0.9803617571059432,0.9803617571059432,31.48,0.98,37.05718315972222,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,5.74,pi8,0.42,0.5641158221302999,0.6789038262668046,32.45,0.98,37.05718315972222,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.23,pi1,0.0,0.983453981385729,0.983453981385729,34.71,0.0,37.05718315972222,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.23,pi6,0.01,0.9870667356440765,0.9870667356440765,31.48,0.99,37.05718315972222,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.23,pi8,0.34,0.6411582213029989,0.6789038262668046,32.19,0.99,37.05718315972222,False
pi8,LogisticRegression(max_iter=100000),0.68,0.08,160.37,pi1,0.3,0.983453981385729,0.983453981385729,35.15,0.0,37.05718315972222,False
pi8,LogisticRegression(max_iter=100000),0.68,0.08,160.37,pi6,0.31,0.9870667356440765,0.9870667356440765,32.45,0.99,37.05718315972222,False
pi8,LogisticRegression(max_iter=100000),0.68,0.08,160.37,pi7,0.3,0.9803617571059432,0.9803617571059432,32.19,0.99,37.05718315972222,False
pi3,LogisticRegression(max_iter=100000),0.99,0.1,5.91,pi4,0.0,0.9850129198966409,0.9850129198966409,33.21,0.0,37.05718315972222,False
pi3,LogisticRegression(max_iter=100000),0.99,0.1,5.91,pi5,0.01,0.9787784679089027,0.9787784679089027,33.17,0.0,37.05718315972222,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.68,pi3,0.0,0.9870600414078675,0.9870600414078675,33.21,0.0,37.05718315972222,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.68,pi5,0.01,0.9787784679089027,0.9787784679089027,31.95,0.99,37.05718315972222,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.68,pi6,0.0,0.9870667356440765,0.9870667356440765,38.22,0.99,37.05718315972222,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.44,pi3,0.01,0.9870600414078675,0.9870600414078675,33.17,0.0,37.05718315972222,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.44,pi4,0.01,0.9850129198966409,0.9850129198966409,31.95,0.99,37.05718315972222,False
pi1,LogisticRegression(max_iter=100000),0.78,0.01,0.79,pi3,0.08,0.8604651162790697,0.8604651162790697,1317.49,0.98,1465.5793313419117,True
pi1,LogisticRegression(max_iter=100000),0.78,0.01,0.79,pi4,0.05,0.8301886792452831,0.8113207547169812,1322.54,0.0,1465.5793313419117,True
pi1,LogisticRegression(max_iter=100000),0.78,0.01,0.79,pi5,0.07,0.7123287671232876,0.7534246575342466,1128.43,0.0,1465.5793313419117,True
pi1,LogisticRegression(max_iter=100000),0.78,0.01,0.79,pi8,0.4,0.3779244151169766,0.674865026994601,1027.15,0.0,1465.5793313419117,True
pi3,LogisticRegression(max_iter=100000),0.86,0.02,1.07,pi1,0.08,0.7796610169491526,0.7796610169491526,1317.49,0.98,1465.5793313419117,True
pi3,LogisticRegression(max_iter=100000),0.86,0.02,1.07,pi5,0.15,0.7123287671232876,0.7534246575342466,1184.37,0.0,1465.5793313419117,True
pi3,LogisticRegression(max_iter=100000),0.86,0.02,1.07,pi6,0.06,0.8,0.8222222222222222,767.23,0.0,1465.5793313419117,True
pi3,LogisticRegression(max_iter=100000),0.86,0.02,1.07,pi8,0.35,0.5068986202759448,0.674865026994601,870.9,0.0,1465.5793313419117,True
pi4,LogisticRegression(max_iter=100000),0.81,0.01,0.91,pi1,0.03,0.7796610169491526,0.7796610169491526,1322.54,0.0,1465.5793313419117,True
pi4,LogisticRegression(max_iter=100000),0.81,0.01,0.91,pi7,0.09,0.8970588235294118,0.8823529411764706,1039.63,0.89,1465.5793313419117,True
pi5,LogisticRegression(max_iter=100000),0.75,0.01,0.79,pi1,0.04,0.7966101694915254,0.7796610169491526,1128.43,0.0,1465.5793313419117,True
pi5,LogisticRegression(max_iter=100000),0.75,0.01,0.79,pi3,0.11,0.8604651162790697,0.8604651162790697,1184.37,0.0,1465.5793313419117,True
pi5,LogisticRegression(max_iter=100000),0.75,0.01,0.79,pi6,0.05,0.8,0.8222222222222222,946.3,0.79,1465.5793313419117,True
pi5,LogisticRegression(max_iter=100000),0.75,0.01,0.79,pi8,0.38,0.3779244151169766,0.674865026994601,995.08,0.76,1465.5793313419117,True
pi8,"LogisticRegression(C=10, max_iter=100000, solver='liblinear')",0.67,0.02,29.33,pi1,0.18,0.4915254237288136,0.7796610169491526,1027.15,0.0,1465.5793313419117,True
pi8,"LogisticRegression(C=10, max_iter=100000, solver='liblinear')",0.67,0.02,29.33,pi3,0.19,0.4883720930232558,0.8604651162790697,870.9,0.0,1465.5793313419117,True
pi8,"LogisticRegression(C=10, max_iter=100000, solver='liblinear')",0.67,0.02,29.33,pi5,0.18,0.4931506849315068,0.7534246575342466,995.08,0.98,1465.5793313419117,True
pi8,"LogisticRegression(C=10, max_iter=100000, solver='liblinear')",0.67,0.02,29.33,pi6,0.21,0.4666666666666667,0.8222222222222222,686.54,0.94,1465.5793313419117,True
pi8,"LogisticRegression(C=10, max_iter=100000, solver='liblinear')",0.67,0.02,29.33,pi7,0.17,0.5,0.8823529411764706,1523.04,0.99,1465.5793313419117,True
pi2,LogisticRegression(max_iter=100000),0.84,0.02,0.89,pi10,0.34,0.49586776859504134,0.6958677685950413,627.88,0.0,1465.5793313419117,True
pi10,LogisticRegression(max_iter=100000),0.7,0.03,1.82,pi2,0.2,0.4925373134328358,0.835820895522388,627.88,0.54,1465.5793313419117,True
pi6,LogisticRegression(max_iter=100000),0.82,0.02,1.12,pi3,0.04,0.8604651162790697,0.8604651162790697,767.23,0.0,1465.5793313419117,True
pi6,LogisticRegression(max_iter=100000),0.82,0.02,1.12,pi5,0.08,0.7397260273972602,0.7534246575342466,946.3,0.91,1465.5793313419117,True
pi6,LogisticRegression(max_iter=100000),0.82,0.02,1.12,pi8,0.31,0.5134973005398921,0.674865026994601,686.54,0.8,1465.5793313419117,True
pi7,LogisticRegression(max_iter=100000),0.88,0.01,0.82,pi4,0.07,0.8113207547169812,0.8113207547169812,1039.63,0.94,1465.5793313419117,True
pi7,LogisticRegression(max_iter=100000),0.88,0.01,0.82,pi8,0.5,0.3779244151169766,0.674865026994601,1523.04,0.84,1465.5793313419117,True
