model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.08,7.4,pi3,0.0,0.9834368530020704,0.9834368530020704,34.09,1.0,40.827752976190474,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,7.4,pi5,0.01,0.9793174767321613,0.9793174767321613,35.67,0.0,40.827752976190474,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,7.4,pi6,0.0,0.9891360579410243,0.9891360579410243,37.38,0.0,40.827752976190474,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,7.4,pi7,0.0,0.9829104091144485,0.9829104091144485,36.19,0.0,40.827752976190474,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,7.4,pi8,0.35,0.6361757105943152,0.6888888888888889,31.84,0.0,40.827752976190474,False
pi3,LogisticRegression(max_iter=100000),0.98,0.09,3.44,pi1,0.0,0.9844800827728919,0.9844800827728919,34.09,0.98,40.827752976190474,False
pi3,LogisticRegression(max_iter=100000),0.98,0.09,3.44,pi4,0.0,0.9818934299017071,0.9818934299017071,39.83,0.0,40.827752976190474,False
pi3,LogisticRegression(max_iter=100000),0.98,0.09,3.44,pi5,0.0,0.9793174767321613,0.9793174767321613,32.27,0.0,40.827752976190474,False
pi3,LogisticRegression(max_iter=100000),0.98,0.09,3.44,pi6,0.01,0.9891360579410243,0.9891360579410243,41.49,0.0,40.827752976190474,False
pi3,LogisticRegression(max_iter=100000),0.98,0.09,3.44,pi7,0.0,0.9829104091144485,0.9829104091144485,36.35,0.0,40.827752976190474,False
pi3,LogisticRegression(max_iter=100000),0.98,0.09,3.44,pi8,0.33,0.6532299741602067,0.6888888888888889,34.39,0.0,40.827752976190474,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.97,pi1,0.01,0.9844800827728919,0.9844800827728919,35.67,0.0,40.827752976190474,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.97,pi3,0.0,0.9834368530020704,0.9834368530020704,32.27,0.0,40.827752976190474,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.97,pi4,0.0,0.9818934299017071,0.9818934299017071,38.76,0.99,40.827752976190474,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,2.97,pi7,0.0,0.9829104091144485,0.9829104091144485,35.51,0.99,40.827752976190474,False
