model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.48,pi3,0.01,0.992764857881137,0.992764857881137,34.41,0.99,53.655324835526315,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.48,pi4,0.01,0.9891360579410243,0.9891360579410243,52.17,0.0,53.655324835526315,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.48,pi7,0.01,0.9787564766839378,0.9787564766839378,37.46,0.0,53.655324835526315,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.48,pi8,0.32,0.663386846193682,0.6944588296219575,33.3,0.0,53.655324835526315,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,7.35,pi1,0.01,0.9839627521986549,0.9839627521986549,34.41,0.98,53.655324835526315,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,7.35,pi6,0.0,0.9896587383660806,0.9896587383660806,50.04,0.0,53.655324835526315,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,7.35,pi7,0.01,0.9787564766839378,0.9787564766839378,33.22,0.0,53.655324835526315,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,7.35,pi8,0.33,0.6644225789746245,0.6944588296219575,37.53,0.0,53.655324835526315,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.5,pi1,0.01,0.9839627521986549,0.9839627521986549,52.17,0.0,53.655324835526315,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.5,pi5,0.01,0.9839627521986549,0.9839627521986549,38.7,0.98,53.655324835526315,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.5,pi7,0.01,0.9787564766839378,0.9787564766839378,47.96,0.99,53.655324835526315,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,3.5,pi8,0.33,0.6628689798032108,0.6944588296219575,45.23,0.98,53.655324835526315,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,2.79,pi1,0.01,0.9839627521986549,0.9839627521986549,37.46,0.0,53.655324835526315,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,2.79,pi3,0.01,0.992764857881137,0.992764857881137,33.22,0.0,53.655324835526315,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,2.79,pi4,0.01,0.9891360579410243,0.9891360579410243,47.96,0.98,53.655324835526315,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,2.79,pi6,0.01,0.9896587383660806,0.9896587383660806,45.64,0.98,53.655324835526315,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,2.79,pi8,0.31,0.6732263076126359,0.6944588296219575,38.09,0.98,53.655324835526315,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,123.68,pi1,0.29,0.9839627521986549,0.9839627521986549,33.3,0.0,53.655324835526315,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,123.68,pi3,0.3,0.992764857881137,0.992764857881137,37.53,0.0,53.655324835526315,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,123.68,pi4,0.29,0.9891360579410243,0.9891360579410243,45.23,0.99,53.655324835526315,False
pi8,LogisticRegression(max_iter=100000),0.69,0.09,123.68,pi5,0.29,0.9839627521986549,0.9839627521986549,54.15,0.98,53.655324835526315,False
