model_node,model,score,test_node,discrepancy,method,std,experiment,threshold
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.9123490482286168,pi2,0.06388026455221396,MMD OCSVM Verify,False,1,0.64
pi2,LinearRegression(normalize=True),0.9863751050334966,pi4,0.0734226059415467,MMD OCSVM Verify,False,1,0.89
pi4,LinearRegression(),0.917073837373356,pi2,0.06492435700395138,MMD OCSVM Verify,False,1,0.64
pi2,SVR(C=100),0.9905180141412618,pi4,0.11532892953779839,MMD OCSVM Verify,True,1,0.89
pi4,"SVR(C=100, epsilon=0.2)",0.9675297015274094,pi2,0.06832677248610419,MMD OCSVM Verify,True,1,0.64
pi2,SVR(kernel='linear'),0.9862684226836537,pi4,0.07367416744524513,MMD OCSVM Verify,True,1,0.89
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9157503008793391,pi2,0.06149232671440552,MMD OCSVM Verify,True,1,0.64
pi2,LinearRegression(),0.9863751050611937,pi4,0.07342257778237737,MMD OCSVM Verify,True,1,0.89
pi4,LinearRegression(),0.9170738424174236,pi2,0.06492429051210524,MMD OCSVM Verify,True,1,0.64
pi3,SVR(),0.4592857613530763,pi5,0.07738353017288813,MMD,False,2,33.83
pi5,"SVR(C=1, epsilon=0.2)",0.7254850239522916,pi3,0.9033585927961576,MMD,False,2,33.83
pi3,"SVR(C=0.01, epsilon=1, kernel='linear')",0.4021482721772094,pi5,0.1399141596217831,MMD,False,2,33.83
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.6305563937520505,pi3,0.33350153590855247,MMD,False,2,33.83
pi3,LinearRegression(),0.4271961817274621,pi5,0.1989360689918679,MMD,False,2,33.83
pi5,LinearRegression(),0.6387364403965321,pi3,0.443775757349258,MMD,False,2,33.83
pi3,SVR(),0.48545468601335195,pi5,0.20736794171242445,MMD,True,2,33.83
pi5,SVR(),0.7225875985045551,pi3,0.8349275211907599,MMD,True,2,33.83
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.4096934081004163,pi5,0.10940215040673051,MMD,True,2,33.83
pi5,"SVR(C=0.1, kernel='linear')",0.6384339739126603,pi3,0.45637393432232554,MMD,True,2,33.83
pi3,LinearRegression(),0.42719606522319353,pi5,0.19893701015316334,MMD,True,2,33.83
pi5,LinearRegression(),0.6387364151497712,pi3,0.4437752586314855,MMD,True,2,33.83
pi2,"SVR(C=100, epsilon=0.2)",0.8089247633361951,pi4,0.6361546333073353,OCSVM,False,2,0.84
pi2,"SVR(C=100, epsilon=0.2)",0.8089247633361951,pi5,30.902644979221808,OCSVM,False,2,0.0
pi4,"SVR(C=10, epsilon=1)",0.4391177735969204,pi2,6.014047005203142,OCSVM,False,2,0.46
pi4,"SVR(C=10, epsilon=1)",0.4391177735969204,pi3,10.660966213594135,OCSVM,False,2,0.08
pi4,"SVR(C=10, epsilon=1)",0.4391177735969204,pi5,10.620757208985253,OCSVM,False,2,0.07
pi5,"SVR(C=1, epsilon=0.2)",0.7254850239522916,pi2,17.763397535420644,OCSVM,False,2,0.9
pi5,"SVR(C=1, epsilon=0.2)",0.7254850239522916,pi3,0.9033585927961576,OCSVM,False,2,1.0
pi5,"SVR(C=1, epsilon=0.2)",0.7254850239522916,pi4,4.061167558466598,OCSVM,False,2,0.84
pi3,SVR(),0.4592857613530763,pi4,4.591387770417605,OCSVM,False,2,0.87
pi3,SVR(),0.4592857613530763,pi5,0.07738353017288813,OCSVM,False,2,0.55
pi2,"SVR(C=100, epsilon=1, kernel='linear')",0.7645234626567805,pi4,0.8722738938532257,OCSVM,False,2,0.84
pi2,"SVR(C=100, epsilon=1, kernel='linear')",0.7645234626567805,pi5,31.322975737408917,OCSVM,False,2,0.0
pi4,"SVR(C=1e-05, epsilon=0.5, kernel='linear')",0.00013565382344771226,pi2,0.2834211982826774,OCSVM,False,2,0.46
pi4,"SVR(C=1e-05, epsilon=0.5, kernel='linear')",0.00013565382344771226,pi3,10.034113366902304,OCSVM,False,2,0.08
pi4,"SVR(C=1e-05, epsilon=0.5, kernel='linear')",0.00013565382344771226,pi5,40.672962023149445,OCSVM,False,2,0.07
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.6305563937520505,pi2,17.813028772697937,OCSVM,False,2,0.9
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.6305563937520505,pi3,0.33350153590855247,OCSVM,False,2,1.0
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.6305563937520505,pi4,3.8335852890009288,OCSVM,False,2,0.84
pi3,"SVR(C=0.01, epsilon=1, kernel='linear')",0.4021482721772094,pi4,4.261984351810558,OCSVM,False,2,0.87
pi3,"SVR(C=0.01, epsilon=1, kernel='linear')",0.4021482721772094,pi5,0.1399141596217831,OCSVM,False,2,0.55
pi2,LinearRegression(normalize=True),0.7663522516175051,pi4,0.862605260375707,OCSVM,False,2,0.84
pi2,LinearRegression(normalize=True),0.7663522516175051,pi5,31.72568279675979,OCSVM,False,2,0.0
pi4,LinearRegression(),0.05038903319936605,pi2,0.5026703821043749,OCSVM,False,2,0.46
pi4,LinearRegression(),0.05038903319936605,pi3,9.608227565789804,OCSVM,False,2,0.08
pi4,LinearRegression(),0.05038903319936605,pi5,25.651900403290547,OCSVM,False,2,0.07
pi5,LinearRegression(),0.6387364403965321,pi2,17.59061048189049,OCSVM,False,2,0.9
pi5,LinearRegression(),0.6387364403965321,pi3,0.443775757349258,OCSVM,False,2,1.0
pi5,LinearRegression(),0.6387364403965321,pi4,3.5865879650925194,OCSVM,False,2,0.84
pi3,LinearRegression(),0.4271961817274621,pi4,4.5227874510938655,OCSVM,False,2,0.87
pi3,LinearRegression(),0.4271961817274621,pi5,0.1989360689918679,OCSVM,False,2,0.55
pi2,"SVR(C=1, epsilon=0.01)",0.8075940928068768,pi4,0.5836854558392546,OCSVM,True,2,0.84
pi2,"SVR(C=1, epsilon=0.01)",0.8075940928068768,pi5,32.1909022112998,OCSVM,True,2,0.0
pi4,"SVR(C=1, epsilon=0.2)",0.44063989835982953,pi2,5.37932029359695,OCSVM,True,2,0.46
pi4,"SVR(C=1, epsilon=0.2)",0.44063989835982953,pi3,10.645321513632584,OCSVM,True,2,0.08
pi4,"SVR(C=1, epsilon=0.2)",0.44063989835982953,pi5,11.433360302932854,OCSVM,True,2,0.07
pi5,SVR(),0.7225875985045551,pi2,17.759162353604545,OCSVM,True,2,0.9
pi5,SVR(),0.7225875985045551,pi3,0.8349275211907599,OCSVM,True,2,1.0
pi5,SVR(),0.7225875985045551,pi4,3.7789253738502664,OCSVM,True,2,0.84
pi3,SVR(),0.48545468601335195,pi4,4.643607979446283,OCSVM,True,2,0.87
pi3,SVR(),0.48545468601335195,pi5,0.20736794171242445,OCSVM,True,2,0.55
pi2,"SVR(C=1, epsilon=0.2, kernel='linear')",0.7600524203670047,pi4,0.8995286491309864,OCSVM,True,2,0.84
pi2,"SVR(C=1, epsilon=0.2, kernel='linear')",0.7600524203670047,pi5,31.42381985658997,OCSVM,True,2,0.0
pi4,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.03881453562228132,pi2,0.44650321842509677,OCSVM,True,2,0.46
pi4,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.03881453562228132,pi3,10.229024328766108,OCSVM,True,2,0.08
pi4,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.03881453562228132,pi5,33.18486643054538,OCSVM,True,2,0.07
pi5,"SVR(C=0.1, kernel='linear')",0.6384339739126603,pi2,17.64491028572847,OCSVM,True,2,0.9
pi5,"SVR(C=0.1, kernel='linear')",0.6384339739126603,pi3,0.45637393432232554,OCSVM,True,2,1.0
pi5,"SVR(C=0.1, kernel='linear')",0.6384339739126603,pi4,3.5628145906776543,OCSVM,True,2,0.84
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.4096934081004163,pi4,4.306814169435504,OCSVM,True,2,0.87
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.4096934081004163,pi5,0.10940215040673051,OCSVM,True,2,0.55
pi2,LinearRegression(),0.7663522528922324,pi4,0.8626056849589836,OCSVM,True,2,0.84
pi2,LinearRegression(),0.7663522528922324,pi5,31.725707703871766,OCSVM,True,2,0.0
pi4,LinearRegression(),0.05038907347051669,pi2,0.5026714663111554,OCSVM,True,2,0.46
pi4,LinearRegression(),0.05038907347051669,pi3,9.608234092423817,OCSVM,True,2,0.08
pi4,LinearRegression(),0.05038907347051669,pi5,25.65191658964997,OCSVM,True,2,0.07
pi5,LinearRegression(),0.6387364151497712,pi2,17.59061691199275,OCSVM,True,2,0.9
pi5,LinearRegression(),0.6387364151497712,pi3,0.4437752586314855,OCSVM,True,2,1.0
pi5,LinearRegression(),0.6387364151497712,pi4,3.5865891106337804,OCSVM,True,2,0.84
pi3,LinearRegression(),0.42719606522319353,pi4,4.522788852689955,OCSVM,True,2,0.87
pi3,LinearRegression(),0.42719606522319353,pi5,0.19893701015316334,OCSVM,True,2,0.55
pi5,"SVR(C=1, epsilon=0.2)",0.7254850239522916,pi3,0.9033585927961576,MMD OCSVM Verify,False,2,1.0
pi3,SVR(),0.4592857613530763,pi5,0.07738353017288813,MMD OCSVM Verify,False,2,0.55
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.6305563937520505,pi3,0.33350153590855247,MMD OCSVM Verify,False,2,1.0
pi3,"SVR(C=0.01, epsilon=1, kernel='linear')",0.4021482721772094,pi5,0.1399141596217831,MMD OCSVM Verify,False,2,0.55
pi5,LinearRegression(),0.6387364403965321,pi3,0.443775757349258,MMD OCSVM Verify,False,2,1.0
pi3,LinearRegression(),0.4271961817274621,pi5,0.1989360689918679,MMD OCSVM Verify,False,2,0.55
pi5,SVR(),0.7225875985045551,pi3,0.8349275211907599,MMD OCSVM Verify,True,2,1.0
pi3,SVR(),0.48545468601335195,pi5,0.20736794171242445,MMD OCSVM Verify,True,2,0.55
pi5,"SVR(C=0.1, kernel='linear')",0.6384339739126603,pi3,0.45637393432232554,MMD OCSVM Verify,True,2,1.0
pi3,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.4096934081004163,pi5,0.10940215040673051,MMD OCSVM Verify,True,2,0.55
pi5,LinearRegression(),0.6387364151497712,pi3,0.4437752586314855,MMD OCSVM Verify,True,2,1.0
pi3,LinearRegression(),0.42719606522319353,pi5,0.19893701015316334,MMD OCSVM Verify,True,2,0.55
pi3,"SVR(C=0.1, epsilon=0.2)",0.1655847108178249,pi4,0.1659146236558463,MMD,False,3,37.51
pi4,"SVR(C=100, epsilon=0.01)",0.9879895962498638,pi3,1.633527862400511,MMD,False,3,37.51
pi3,"SVR(C=100, epsilon=0.2, kernel='linear')",0.09004583807186184,pi4,0.37602725270785053,MMD,False,3,37.51
pi4,SVR(kernel='linear'),0.9842121810176417,pi3,3.4122289000394703,MMD,False,3,37.51
pi3,LinearRegression(),0.09953529341287914,pi4,0.5193291426145086,MMD,False,3,37.51
pi4,LinearRegression(),0.9845424998854309,pi3,3.0457172984513923,MMD,False,3,37.51
pi3,SVR(C=0.01),0.2152753675045771,pi4,0.21533037024218604,MMD,True,3,37.51
pi4,"SVR(C=10, epsilon=0.01)",0.9881886276044952,pi3,1.5693415153845742,MMD,True,3,37.51
pi3,"SVR(C=0.1, epsilon=0.01, kernel='linear')",0.03638969987048546,pi4,0.11549253654849301,MMD,True,3,37.51
pi4,SVR(kernel='linear'),0.9842268181924722,pi3,2.79865956043287,MMD,True,3,37.51
pi3,LinearRegression(),0.09953532182959546,pi4,0.5193289458081881,MMD,True,3,37.51
pi4,LinearRegression(),0.9845424946004886,pi3,3.045721918810389,MMD,True,3,37.51
pi2,"SVR(C=10, epsilon=0.2)",0.9290996141150656,pi4,2.303074073147074,OCSVM,False,3,0.46
pi4,"SVR(C=100, epsilon=0.01)",0.9879895962498638,pi2,0.3995222894762577,OCSVM,False,3,0.32
pi4,"SVR(C=100, epsilon=0.01)",0.9879895962498638,pi3,1.633527862400511,OCSVM,False,3,0.05
pi3,"SVR(C=0.1, epsilon=0.2)",0.1655847108178249,pi4,0.1659146236558463,OCSVM,False,3,0.46
pi2,"SVR(C=0.01, epsilon=0.2, kernel='linear')",0.9272315700050934,pi4,0.0016835316134696798,OCSVM,False,3,0.46
pi4,SVR(kernel='linear'),0.9842121810176417,pi2,0.07530869256043837,OCSVM,False,3,0.32
pi4,SVR(kernel='linear'),0.9842121810176417,pi3,3.4122289000394703,OCSVM,False,3,0.05
pi3,"SVR(C=100, epsilon=0.2, kernel='linear')",0.09004583807186184,pi4,0.37602725270785053,OCSVM,False,3,0.46
pi2,LinearRegression(),0.9277922182667164,pi4,0.0194430751051361,OCSVM,False,3,0.46
pi4,LinearRegression(),0.9845424998854309,pi2,0.07799072478905822,OCSVM,False,3,0.32
pi4,LinearRegression(),0.9845424998854309,pi3,3.0457172984513923,OCSVM,False,3,0.05
pi3,LinearRegression(),0.09953529341287914,pi4,0.5193291426145086,OCSVM,False,3,0.46
pi2,SVR(),0.9269389876684766,pi4,2.226829624808189,OCSVM,True,3,0.46
pi4,"SVR(C=10, epsilon=0.01)",0.9881886276044952,pi2,0.3773371534273152,OCSVM,True,3,0.32
pi4,"SVR(C=10, epsilon=0.01)",0.9881886276044952,pi3,1.5693415153845742,OCSVM,True,3,0.05
pi3,SVR(C=0.01),0.2152753675045771,pi4,0.21533037024218604,OCSVM,True,3,0.46
pi2,SVR(kernel='linear'),0.9240017363702252,pi4,0.03294273521230218,OCSVM,True,3,0.46
pi4,SVR(kernel='linear'),0.9842268181924722,pi2,0.08729553969247528,OCSVM,True,3,0.32
pi4,SVR(kernel='linear'),0.9842268181924722,pi3,2.79865956043287,OCSVM,True,3,0.05
pi3,"SVR(C=0.1, epsilon=0.01, kernel='linear')",0.03638969987048546,pi4,0.11549253654849301,OCSVM,True,3,0.46
pi2,LinearRegression(),0.9277922300521207,pi4,0.019443141381981444,OCSVM,True,3,0.46
pi4,LinearRegression(),0.9845424946004886,pi2,0.077990754961757,OCSVM,True,3,0.32
pi4,LinearRegression(),0.9845424946004886,pi3,3.045721918810389,OCSVM,True,3,0.05
pi3,LinearRegression(),0.09953532182959546,pi4,0.5193289458081881,OCSVM,True,3,0.46
pi4,"SVR(C=100, epsilon=0.01)",0.9879895962498638,pi3,1.633527862400511,MMD OCSVM Verify,False,3,0.05
pi3,"SVR(C=0.1, epsilon=0.2)",0.1655847108178249,pi4,0.1659146236558463,MMD OCSVM Verify,False,3,0.46
pi4,SVR(kernel='linear'),0.9842121810176417,pi3,3.4122289000394703,MMD OCSVM Verify,False,3,0.05
pi3,"SVR(C=100, epsilon=0.2, kernel='linear')",0.09004583807186184,pi4,0.37602725270785053,MMD OCSVM Verify,False,3,0.46
pi4,LinearRegression(),0.9845424998854309,pi3,3.0457172984513923,MMD OCSVM Verify,False,3,0.05
pi3,LinearRegression(),0.09953529341287914,pi4,0.5193291426145086,MMD OCSVM Verify,False,3,0.46
pi4,"SVR(C=10, epsilon=0.01)",0.9881886276044952,pi3,1.5693415153845742,MMD OCSVM Verify,True,3,0.05
pi3,SVR(C=0.01),0.2152753675045771,pi4,0.21533037024218604,MMD OCSVM Verify,True,3,0.46
pi4,SVR(kernel='linear'),0.9842268181924722,pi3,2.79865956043287,MMD OCSVM Verify,True,3,0.05
pi3,"SVR(C=0.1, epsilon=0.01, kernel='linear')",0.03638969987048546,pi4,0.11549253654849301,MMD OCSVM Verify,True,3,0.46
pi4,LinearRegression(),0.9845424946004886,pi3,3.045721918810389,MMD OCSVM Verify,True,3,0.05
pi3,LinearRegression(),0.09953532182959546,pi4,0.5193289458081881,MMD OCSVM Verify,True,3,0.46
