model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.42,pi3,0.05,0.9390300693620073,0.9836083608742331,0.04,0.78,rbf,1,True,0.05412113666534424
pi2,SVR(C=10),0.99,0.11,1.42,pi4,0.09,0.9004773214669055,0.958272194207576,0.06,0.66,rbf,1,True,0.05412113666534424
pi3,SVR(),0.98,0.1,1.59,pi2,0.04,0.9403312287006828,0.9917300096255351,0.04,0.64,rbf,1,True,0.05412113666534424
pi4,SVR(),0.96,0.07,1.44,pi2,0.01,0.9466232653916786,0.9917300096255351,0.06,0.91,rbf,1,True,0.05412113666534424
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.03,1.31,pi3,0.04,0.9484211660943122,0.9504468004293665,0.04,0.78,linear,1,True,0.05412113666534424
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.03,1.31,pi4,0.06,0.9234593588156831,0.9157482270984706,0.06,0.66,linear,1,True,0.05412113666534424
pi3,SVR(kernel='linear'),0.95,0.08,1.47,pi2,0.03,0.984148984640698,0.9882561374965366,0.04,0.64,linear,1,True,0.05412113666534424
pi4,"SVR(C=10, kernel='linear')",0.92,0.16,1.55,pi2,0.07,0.9809777573320586,0.9882561374965366,0.06,0.91,linear,1,True,0.05412113666534424
pi2,"SVR(C=10, epsilon=1)",0.32,0.03,1.6,pi3,0.11,0.4338633769727719,0.6372927113035491,0.02,0.32,rbf,2,True,0.038807292779286705
pi3,"SVR(C=1, epsilon=0.5)",0.64,0.04,1.79,pi2,0.36,0.2758168806003316,0.32278393237353753,0.02,0.76,rbf,2,True,0.038807292779286705
pi3,"SVR(C=1, epsilon=0.5)",0.64,0.04,1.79,pi5,0.6,0.03563961297563911,0.3831473616902149,0.04,0.8,rbf,2,True,0.038807292779286705
pi5,"SVR(C=10, epsilon=0.5)",0.38,0.02,1.58,pi3,0.07,0.31771269959640913,0.6372927113035491,0.04,0.82,rbf,2,True,0.038807292779286705
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.22,0.06,1.99,pi3,0.17,0.3935026792211618,0.47016036894955127,0.02,0.32,linear,2,True,0.038807292779286705
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.47,0.05,1.6,pi2,0.29,0.1759564771762312,0.22096910065255726,0.02,0.76,linear,2,True,0.038807292779286705
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.47,0.05,1.6,pi5,0.22,0.24920739110320023,0.2999065430347069,0.04,0.8,linear,2,True,0.038807292779286705
pi5,"SVR(C=0.1, kernel='linear')",0.3,0.04,1.92,pi3,0.16,0.4566054698433363,0.47016036894955127,0.04,0.82,linear,2,True,0.038807292779286705
pi2,SVR(),0.95,0.03,0.95,pi4,0.02,0.9756808235351329,0.9886745833801365,0.01,0.94,rbf,3,True,0.012891322374343872
pi4,SVR(),0.99,0.02,0.76,pi2,0.04,0.9489335653071095,0.9545984850935813,0.01,0.81,rbf,3,True,0.012891322374343872
pi2,SVR(kernel='linear'),0.95,0.03,0.77,pi4,0.03,0.9870747870649735,0.9868031201694938,0.01,0.94,linear,3,True,0.012891322374343872
pi4,"SVR(C=0.1, kernel='linear')",0.99,0.01,0.7,pi2,0.03,0.9532822191104459,0.9533359363591827,0.01,0.81,linear,3,True,0.012891322374343872
