model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.1,1.63,pi3,0.07,0.9190089889298683,0.9844305045340354,0.04,0.7,rbf,1,True,0.040496249993642174
pi3,SVR(C=0.1),0.98,0.11,1.84,pi2,0.05,0.9375751252551965,0.9922281344747965,0.04,0.63,rbf,1,True,0.040496249993642174
pi3,SVR(C=0.1),0.98,0.11,1.84,pi4,0.07,0.9147391772728943,0.9649788748044141,0.03,0.36,rbf,1,True,0.040496249993642174
pi4,SVR(C=10),0.96,0.12,1.7,pi3,0.0,0.9653825510603088,0.9844305045340354,0.03,0.96,rbf,1,True,0.040496249993642174
pi2,SVR(kernel='linear'),0.99,0.06,1.44,pi3,0.05,0.9371961891662474,0.9373163475333337,0.04,0.7,linear,1,True,0.040496249993642174
pi3,"SVR(C=10, kernel='linear')",0.94,0.16,1.82,pi2,0.05,0.9889599873818067,0.9895488674499375,0.04,0.63,linear,1,True,0.040496249993642174
pi3,"SVR(C=10, kernel='linear')",0.94,0.16,1.82,pi4,0.01,0.9268101610989209,0.9164410262167548,0.03,0.36,linear,1,True,0.040496249993642174
pi4,"SVR(C=10, kernel='linear')",0.92,0.26,2.14,pi3,0.01,0.9276941458312374,0.9373163475333337,0.03,0.96,linear,1,True,0.040496249993642174
pi2,SVR(C=10),0.38,0.12,1.4,pi3,0.07,0.30648375494639624,0.6605524032475983,0.03,0.33,rbf,2,True,0.03677694002787272
pi3,"SVR(C=1, epsilon=0.5)",0.66,0.05,1.91,pi2,0.91,-0.2519428769832668,0.376592871401101,0.03,0.78,rbf,2,True,0.03677694002787272
pi2,"SVR(C=10, kernel='linear')",0.35,0.12,1.84,pi3,0.04,0.3089205385293815,0.4867134703615079,0.03,0.33,linear,2,True,0.03677694002787272
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.49,0.03,1.64,pi2,0.39,0.09664516194096306,0.34574379178716796,0.03,0.78,linear,2,True,0.03677694002787272
pi2,SVR(C=10),0.95,0.04,0.82,pi4,0.03,0.9800104010372619,0.987051377229205,0.01,0.96,rbf,3,True,0.01739099621772766
pi4,SVR(C=10),0.99,0.03,0.73,pi2,0.04,0.9485721714686768,0.9548640471542059,0.01,0.77,rbf,3,True,0.01739099621772766
pi2,SVR(kernel='linear'),0.95,0.01,0.62,pi4,0.03,0.9830166036192939,0.9831815931864984,0.01,0.96,linear,3,True,0.01739099621772766
pi4,SVR(kernel='linear'),0.98,0.01,0.69,pi2,0.03,0.9535605176802022,0.9539470309721052,0.01,0.77,linear,3,True,0.01739099621772766
