model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.13,1.65,pi3,0.04,0.9527417693491317,0.985551683344378,0.03,0.83,rbf,1,True,0.052518228689829506
pi3,SVR(),0.99,0.07,1.42,pi2,0.03,0.9514833867296096,0.990613374913788,0.03,0.66,rbf,1,True,0.052518228689829506
pi2,SVR(kernel='linear'),0.99,0.08,1.63,pi3,0.03,0.9559935835169374,0.9580001194366202,0.03,0.83,linear,1,True,0.052518228689829506
pi3,"SVR(C=10, kernel='linear')",0.96,0.14,1.6,pi2,0.03,0.9835829830877827,0.9876521228356987,0.03,0.66,linear,1,True,0.052518228689829506
pi2,SVR(C=10),0.35,0.07,1.18,pi3,0.12,0.4661376143140793,0.7319531730145215,0.02,0.36,rbf,2,True,0.03886310259501139
pi3,SVR(),0.73,0.1,1.41,pi2,0.46,0.2752045353773227,0.3450187829243443,0.02,0.82,rbf,2,True,0.03886310259501139
pi3,SVR(),0.73,0.1,1.41,pi5,0.08,0.8152414010302211,0.9018562267378473,0.04,0.83,rbf,2,True,0.03886310259501139
pi5,SVR(),0.9,0.06,1.26,pi3,0.25,0.6506497532393618,0.7319531730145215,0.04,0.76,rbf,2,True,0.03886310259501139
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.3,0.01,1.85,pi3,0.33,0.6319750484074804,0.6571061281754293,0.02,0.36,linear,2,True,0.03886310259501139
pi3,SVR(kernel='linear'),0.66,0.06,1.59,pi2,0.38,0.2767900447214957,0.3033426141011152,0.02,0.82,linear,2,True,0.03886310259501139
pi3,SVR(kernel='linear'),0.66,0.06,1.59,pi5,0.09,0.7479410195555458,0.8095227855375265,0.04,0.83,linear,2,True,0.03886310259501139
pi5,SVR(kernel='linear'),0.81,0.07,1.43,pi3,0.15,0.6612666328668345,0.6571061281754293,0.04,0.76,linear,2,True,0.03886310259501139
pi2,SVR(C=10),0.97,0.04,0.91,pi4,0.01,0.9755984340582431,0.9864002402615952,0.02,0.97,rbf,3,True,0.020052075386047363
pi4,SVR(C=10),0.99,0.02,0.75,pi2,0.03,0.9573370204760305,0.9668845344509731,0.02,0.78,rbf,3,True,0.020052075386047363
pi2,"SVR(C=10, kernel='linear')",0.97,0.04,0.68,pi4,0.02,0.9821673830869666,0.982238779394134,0.02,0.97,linear,3,True,0.020052075386047363
pi4,"SVR(C=0.1, kernel='linear')",0.98,0.01,0.77,pi2,0.02,0.9657254374658906,0.9662440128119443,0.02,0.78,linear,3,True,0.020052075386047363
