model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.09,1.31,pi3,0.06,0.9338488914589033,0.9826603873751518,0.04,0.81,rbf,1,True,0.05775711933771769
pi2,SVR(C=10),0.99,0.09,1.31,pi4,0.1,0.8961182978433462,0.9609545104315007,0.06,0.63,rbf,1,True,0.05775711933771769
pi3,SVR(),0.98,0.09,1.51,pi2,0.05,0.9289393895530874,0.9915980437028111,0.04,0.65,rbf,1,True,0.05775711933771769
pi4,SVR(),0.96,0.09,1.52,pi2,0.02,0.9457492152819017,0.9915980437028111,0.06,0.91,rbf,1,True,0.05775711933771769
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.03,1.19,pi3,0.05,0.9428904746334018,0.9452560069108809,0.04,0.81,linear,1,True,0.05775711933771769
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.03,1.19,pi4,0.07,0.9226273013369076,0.9141023976240364,0.06,0.63,linear,1,True,0.05775711933771769
pi3,"SVR(C=10, kernel='linear')",0.95,0.15,1.51,pi2,0.04,0.9822045626594883,0.9880395428998786,0.04,0.65,linear,1,True,0.05775711933771769
pi4,"SVR(C=0.1, kernel='linear')",0.91,0.03,1.31,pi2,0.07,0.9804477520013753,0.9880395428998786,0.06,0.91,linear,1,True,0.05775711933771769
pi2,"SVR(C=10, epsilon=1)",0.34,0.02,1.5,pi3,0.09,0.42444968233404234,0.6522491873439645,0.03,0.32,rbf,2,True,0.038649280865987144
pi3,"SVR(C=10, epsilon=0.5)",0.65,0.04,1.79,pi2,0.36,0.28766349627284127,0.33847289321961604,0.03,0.77,rbf,2,True,0.038649280865987144
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.25,0.02,1.93,pi3,0.18,0.4254028035726318,0.4766631669399676,0.03,0.32,linear,2,True,0.038649280865987144
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.48,0.02,1.48,pi2,0.25,0.22999815822156877,0.24550338071976763,0.03,0.77,linear,2,True,0.038649280865987144
pi2,SVR(),0.96,0.03,0.89,pi4,0.01,0.9768862258540251,0.9873933702331141,0.02,0.94,rbf,3,True,0.020077913999557495
pi4,SVR(),0.99,0.02,0.72,pi2,0.04,0.9494657285334078,0.9641986290187757,0.02,0.79,rbf,3,True,0.020077913999557495
pi2,SVR(kernel='linear'),0.96,0.02,0.68,pi4,0.02,0.9829204735841828,0.983121856909689,0.02,0.94,linear,3,True,0.020077913999557495
pi4,SVR(kernel='linear'),0.98,0.01,0.62,pi2,0.02,0.9639159141103439,0.9647116296811229,0.02,0.79,linear,3,True,0.020077913999557495
