model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.12,1.46,pi3,0.07,0.9231076065948425,0.9845384700630019,0.03,0.75,rbf,1,True,0.04368587334950765
pi3,SVR(),0.98,0.12,1.51,pi2,0.06,0.9265688625777165,0.9918321782752346,0.03,0.62,rbf,1,True,0.04368587334950765
pi3,SVR(),0.98,0.12,1.51,pi4,0.1,0.8836411713614124,0.9628983664119524,0.03,0.33,rbf,1,True,0.04368587334950765
pi4,SVR(C=10),0.96,0.16,1.79,pi3,0.0,0.962952175178089,0.9845384700630019,0.03,0.94,rbf,1,True,0.04368587334950765
pi2,SVR(kernel='linear'),0.99,0.07,1.55,pi3,0.05,0.9367421898669983,0.9375970680870597,0.03,0.75,linear,1,True,0.04368587334950765
pi3,SVR(kernel='linear'),0.94,0.09,1.61,pi2,0.05,0.9844044597453229,0.9886039270907689,0.03,0.62,linear,1,True,0.04368587334950765
pi3,SVR(kernel='linear'),0.94,0.09,1.61,pi4,0.02,0.9213037862643447,0.9138391236461672,0.03,0.33,linear,1,True,0.04368587334950765
pi4,"SVR(C=0.1, kernel='linear')",0.91,0.03,1.47,pi3,0.02,0.9294782195312703,0.9375970680870597,0.03,0.94,linear,1,True,0.04368587334950765
pi2,"SVR(C=0.1, epsilon=0.5)",0.31,0.02,1.36,pi3,0.16,0.4608817632167961,0.8357656628790935,0.03,0.31,rbf,2,True,0.03362874190012614
pi3,SVR(C=10),0.84,0.14,1.56,pi2,0.7,0.1360741901559629,0.3050622149249397,0.03,0.8,rbf,2,True,0.03362874190012614
pi3,SVR(C=10),0.84,0.14,1.56,pi5,0.76,0.07687378566794423,0.8840477983261679,0.03,0.82,rbf,2,True,0.03362874190012614
pi5,SVR(),0.88,0.11,1.59,pi3,0.18,0.7064669636152068,0.8357656628790935,0.03,0.86,rbf,2,True,0.03362874190012614
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.25,0.04,1.71,pi3,0.41,0.6607038076935,0.7191007781973637,0.03,0.31,linear,2,True,0.03362874190012614
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.72,0.02,1.57,pi2,0.5,0.2147409539672771,0.25491235236776055,0.03,0.8,linear,2,True,0.03362874190012614
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.72,0.02,1.57,pi5,0.05,0.7683868465447025,0.7665111860739513,0.03,0.82,linear,2,True,0.03362874190012614
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.77,0.05,1.91,pi3,0.08,0.6874562623935613,0.7191007781973637,0.03,0.86,linear,2,True,0.03362874190012614
pi2,SVR(),0.96,0.05,0.85,pi4,0.01,0.9779119756388265,0.9890136930824729,0.01,0.92,rbf,3,True,0.017574191093444824
pi4,SVR(C=10),0.99,0.02,0.73,pi2,0.03,0.9586571119676972,0.9649042888217461,0.01,0.84,rbf,3,True,0.017574191093444824
pi2,SVR(kernel='linear'),0.96,0.02,0.7,pi4,0.02,0.985893063460563,0.9862584582059319,0.01,0.92,linear,3,True,0.017574191093444824
pi4,SVR(kernel='linear'),0.99,0.01,0.6,pi2,0.02,0.9616279644724579,0.9631321035152716,0.01,0.84,linear,3,True,0.017574191093444824
