model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.12,1.51,pi3,0.07,0.9186762367410218,0.9823753316027874,0.03,0.71,rbf,1,True,0.049477080504099526
pi3,SVR(C=0.1),0.98,0.09,1.8,pi2,0.05,0.931505719494873,0.9912034995982419,0.03,0.66,rbf,1,True,0.049477080504099526
pi3,SVR(C=0.1),0.98,0.09,1.8,pi4,0.1,0.8788857044199213,0.9615993323078793,0.04,0.31,rbf,1,True,0.049477080504099526
pi4,SVR(C=10),0.96,0.12,1.57,pi3,0.01,0.9537677492771292,0.9823753316027874,0.04,0.95,rbf,1,True,0.049477080504099526
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.04,1.72,pi3,0.05,0.9342459719660108,0.9347492211452795,0.03,0.71,linear,1,True,0.049477080504099526
pi3,"SVR(C=10, kernel='linear')",0.93,0.13,1.62,pi2,0.05,0.9871512477406608,0.9880028098790287,0.03,0.66,linear,1,True,0.049477080504099526
pi3,"SVR(C=10, kernel='linear')",0.93,0.13,1.62,pi4,0.02,0.9138978895338319,0.9030203775251495,0.04,0.31,linear,1,True,0.049477080504099526
pi4,"SVR(C=10, kernel='linear')",0.9,0.2,1.67,pi3,0.02,0.9235996169803204,0.9347492211452795,0.04,0.95,linear,1,True,0.049477080504099526
pi2,"SVR(C=10, epsilon=1)",0.31,0.04,1.66,pi3,0.06,0.2507949163737101,0.7000672024957411,0.03,0.36,rbf,2,True,0.03858764966328939
pi3,SVR(C=10),0.7,0.12,1.51,pi2,0.65,0.05333512263339346,0.3125509890508462,0.03,0.77,rbf,2,True,0.03858764966328939
pi3,SVR(C=10),0.7,0.12,1.51,pi5,0.43,0.2682237217047805,0.38842043446803354,0.03,0.82,rbf,2,True,0.03858764966328939
pi5,"SVR(C=1, epsilon=0.5)",0.39,0.01,1.56,pi3,0.1,0.4914653602498734,0.7000672024957411,0.03,0.92,rbf,2,True,0.03858764966328939
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.21,0.01,2.1,pi3,0.4,0.6079302073888455,0.6412407764499817,0.03,0.36,linear,2,True,0.03858764966328939
pi3,SVR(kernel='linear'),0.64,0.05,1.38,pi2,0.43,0.212416207882008,0.21119434077433796,0.03,0.77,linear,2,True,0.03858764966328939
pi3,SVR(kernel='linear'),0.64,0.05,1.38,pi5,0.32,0.32056714561249366,0.31692240854265585,0.03,0.82,linear,2,True,0.03858764966328939
pi5,"SVR(C=0.1, kernel='linear')",0.32,0.03,2.05,pi3,0.33,0.643386601431287,0.6412407764499817,0.03,0.92,linear,2,True,0.03858764966328939
pi2,SVR(C=10),0.96,0.04,0.82,pi4,0.01,0.9760984230211212,0.9889707159273677,0.01,0.95,rbf,3,True,0.011865437030792236
pi4,SVR(C=10),0.99,0.02,0.8,pi2,0.03,0.9560231227185405,0.9636528410740851,0.01,0.82,rbf,3,True,0.011865437030792236
pi2,"SVR(C=10, kernel='linear')",0.96,0.03,0.71,pi4,0.02,0.9853088169948466,0.9851769783481275,0.01,0.95,linear,3,True,0.011865437030792236
pi4,"SVR(C=0.1, kernel='linear')",0.99,0.01,0.77,pi2,0.02,0.9615578445815934,0.9613189034868173,0.01,0.82,linear,3,True,0.011865437030792236
