model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.1,1.42,pi3,0.05,0.938809921137659,0.9835985262827797,0.04,0.68,rbf,1,True,0.044404685497283936
pi3,SVR(),0.98,0.1,1.55,pi2,0.04,0.9481370861045022,0.9915326169751034,0.04,0.73,rbf,1,True,0.044404685497283936
pi3,SVR(),0.98,0.1,1.55,pi4,0.11,0.8701720654975167,0.9625802481224492,0.03,0.34,rbf,1,True,0.044404685497283936
pi4,SVR(),0.96,0.1,1.49,pi3,0.01,0.9540549993141854,0.9835985262827797,0.03,0.92,rbf,1,True,0.044404685497283936
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.03,1.28,pi3,0.05,0.939377173823738,0.9395084476412365,0.04,0.68,linear,1,True,0.044404685497283936
pi3,SVR(kernel='linear'),0.94,0.1,1.59,pi2,0.05,0.9868514090139928,0.9893742313359254,0.04,0.73,linear,1,True,0.044404685497283936
pi3,SVR(kernel='linear'),0.94,0.1,1.59,pi4,0.01,0.9307071234020274,0.9255112582603888,0.03,0.34,linear,1,True,0.044404685497283936
pi4,SVR(kernel='linear'),0.93,0.06,1.44,pi3,0.0,0.929208655596952,0.9395084476412365,0.03,0.92,linear,1,True,0.044404685497283936
pi2,SVR(),0.8,0.06,0.9,pi3,0.46,0.3445821876583831,0.6378928484204265,0.02,0.37,rbf,2,True,0.029743154843648274
pi3,SVR(C=10),0.64,0.12,1.4,pi2,2.33,-1.6946616252290494,0.802210699503502,0.02,0.86,rbf,2,True,0.029743154843648274
pi3,SVR(C=10),0.64,0.12,1.4,pi5,0.44,0.19298539439703621,0.35832614568520926,0.02,0.81,rbf,2,True,0.029743154843648274
pi5,"SVR(C=10, epsilon=0.5)",0.36,0.03,1.59,pi3,0.22,0.13442277341801911,0.6378928484204265,0.02,0.89,rbf,2,True,0.029743154843648274
pi2,"SVR(C=0.1, kernel='linear')",0.75,0.03,1.01,pi3,0.35,0.3978258228661139,0.593969809521106,0.02,0.37,linear,2,True,0.029743154843648274
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.59,0.01,1.32,pi2,0.53,0.06056209920224809,0.751002624164889,0.02,0.86,linear,2,True,0.029743154843648274
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.59,0.01,1.32,pi5,0.42,0.1763775503337004,0.1798936874901491,0.02,0.81,linear,2,True,0.029743154843648274
pi5,"SVR(C=0.1, kernel='linear')",0.18,0.04,1.71,pi3,0.41,0.5946401575042923,0.593969809521106,0.02,0.89,linear,2,True,0.029743154843648274
pi2,SVR(C=10),0.96,0.03,0.8,pi4,0.01,0.9705541146037875,0.9890282536807191,0.01,0.93,rbf,3,True,0.013599663972854614
pi4,SVR(C=10),0.99,0.03,0.68,pi2,0.03,0.956985892089446,0.9627448193877016,0.01,0.81,rbf,3,True,0.013599663972854614
pi2,"SVR(C=10, kernel='linear')",0.96,0.04,0.66,pi4,0.02,0.9855136624603179,0.9857678193776029,0.01,0.93,linear,3,True,0.013599663972854614
pi4,SVR(kernel='linear'),0.99,0.01,0.59,pi2,0.02,0.9622377005363255,0.9624190719948557,0.01,0.81,linear,3,True,0.013599663972854614
