model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.1,1.34,pi3,0.06,0.9281980325760074,0.9825794710164302,0.04,0.75,rbf,1,True,0.05317143599192301
pi3,SVR(C=10),0.98,0.18,1.89,pi2,0.04,0.9430401697955169,0.9925814348866644,0.04,0.68,rbf,1,True,0.05317143599192301
pi3,SVR(C=10),0.98,0.18,1.89,pi4,0.06,0.9263880839226475,0.9663567512226728,0.03,0.35,rbf,1,True,0.05317143599192301
pi4,SVR(C=10),0.97,0.2,1.96,pi3,0.01,0.9537622213193613,0.9825794710164302,0.03,0.98,rbf,1,True,0.05317143599192301
pi2,SVR(kernel='linear'),0.99,0.06,1.32,pi3,0.05,0.9394723445648301,0.9399493884496797,0.04,0.75,linear,1,True,0.05317143599192301
pi3,"SVR(C=10, kernel='linear')",0.94,0.19,1.78,pi2,0.05,0.9869059213095484,0.9874479377085734,0.04,0.68,linear,1,True,0.05317143599192301
pi3,"SVR(C=10, kernel='linear')",0.94,0.19,1.78,pi4,0.01,0.9279257790248008,0.9224254488741607,0.03,0.35,linear,1,True,0.05317143599192301
pi4,SVR(kernel='linear'),0.92,0.09,1.83,pi3,0.01,0.9325484493731536,0.9399493884496797,0.03,0.98,linear,1,True,0.05317143599192301
pi2,SVR(),0.81,0.05,0.99,pi3,0.45,0.3683192928705775,0.6839487499394388,0.03,0.31,rbf,2,True,0.04701793193817139
pi3,"SVR(C=1, epsilon=0.5)",0.68,0.03,1.73,pi2,0.93,-0.24868516510790095,0.8133901711375293,0.03,0.86,rbf,2,True,0.04701793193817139
pi3,"SVR(C=1, epsilon=0.5)",0.68,0.03,1.73,pi5,0.57,0.11357553406144183,0.34558119571394486,0.05,0.85,rbf,2,True,0.04701793193817139
pi5,SVR(),0.35,0.06,1.29,pi3,0.26,0.606417763081355,0.6839487499394388,0.05,0.75,rbf,2,True,0.04701793193817139
pi2,SVR(kernel='linear'),0.73,0.04,1.05,pi3,0.34,0.38780572347288644,0.569999984411448,0.03,0.31,linear,2,True,0.04701793193817139
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.57,0.02,1.51,pi2,0.51,0.05717548606471523,0.7322625599781886,0.03,0.86,linear,2,True,0.04701793193817139
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.57,0.02,1.51,pi5,0.28,0.2909285492277205,0.32172275705777287,0.05,0.85,linear,2,True,0.04701793193817139
pi5,"SVR(C=0.1, kernel='linear')",0.32,0.05,2.29,pi3,0.23,0.5520998464324653,0.569999984411448,0.05,0.75,linear,2,True,0.04701793193817139
pi2,SVR(C=10),0.96,0.04,0.82,pi4,0.02,0.9805901238609617,0.9868382576736001,0.01,0.98,rbf,3,True,0.011742979288101196
pi4,SVR(C=10),0.99,0.03,0.76,pi2,0.03,0.9533897970544198,0.9647794765674242,0.01,0.78,rbf,3,True,0.011742979288101196
pi2,"SVR(C=10, kernel='linear')",0.97,0.03,0.71,pi4,0.02,0.9822314633925523,0.981672302446921,0.01,0.98,linear,3,True,0.011742979288101196
pi4,"SVR(C=10, kernel='linear')",0.98,0.03,0.71,pi2,0.02,0.9652858672729157,0.9653780039681263,0.01,0.78,linear,3,True,0.011742979288101196
