model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.13,1.48,pi3,0.08,0.9061015105756721,0.9798834778551643,0.04,0.75,rbf,1,True,0.04730151096979777
pi3,SVR(),0.98,0.13,1.81,pi2,0.06,0.9214482862224008,0.9910331850445029,0.04,0.69,rbf,1,True,0.04730151096979777
pi3,SVR(),0.98,0.13,1.81,pi4,0.09,0.8942457667548758,0.9643441987355184,0.04,0.32,rbf,1,True,0.04730151096979777
pi4,SVR(),0.96,0.09,1.61,pi3,0.01,0.9531318431840414,0.9798834778551643,0.04,0.93,rbf,1,True,0.04730151096979777
pi2,SVR(kernel='linear'),0.99,0.07,1.4,pi3,0.07,0.9215195359683471,0.9215718824911592,0.04,0.75,linear,1,True,0.04730151096979777
pi3,"SVR(C=10, kernel='linear')",0.92,0.15,1.7,pi2,0.07,0.9867806512237511,0.9871998144779102,0.04,0.69,linear,1,True,0.04730151096979777
pi3,"SVR(C=10, kernel='linear')",0.92,0.15,1.7,pi4,0.0,0.9205848565448629,0.9139862535838904,0.04,0.32,linear,1,True,0.04730151096979777
pi4,"SVR(C=10, kernel='linear')",0.91,0.23,1.99,pi3,0.0,0.9131396246305383,0.9215718824911592,0.04,0.93,linear,1,True,0.04730151096979777
pi2,SVR(),0.83,0.07,0.97,pi3,0.53,0.3008181833360074,0.6810070204768297,0.03,0.32,rbf,2,True,0.048140486081441246
pi3,"SVR(C=1, epsilon=0.5)",0.68,0.03,1.74,pi2,1.98,-1.30152060689705,0.8275749281989271,0.03,0.78,rbf,2,True,0.048140486081441246
pi2,SVR(kernel='linear'),0.76,0.05,1.32,pi3,0.47,0.2897043059996327,0.4798934264690099,0.03,0.32,linear,2,True,0.048140486081441246
pi3,SVR(kernel='linear'),0.48,0.06,1.5,pi2,0.57,-0.08755471027707018,0.7616524208625467,0.03,0.78,linear,2,True,0.048140486081441246
pi2,SVR(),0.96,0.04,0.76,pi4,0.01,0.9748322905806233,0.988391409300291,0.01,0.97,rbf,3,True,0.014157891273498535
pi4,SVR(C=10),0.99,0.02,0.68,pi2,0.03,0.9578163665271073,0.9629075802954912,0.01,0.82,rbf,3,True,0.014157891273498535
pi2,"SVR(C=0.1, kernel='linear')",0.96,0.01,0.68,pi4,0.02,0.9856631375310093,0.9854800262258313,0.01,0.97,linear,3,True,0.014157891273498535
pi4,SVR(kernel='linear'),0.99,0.01,0.59,pi2,0.02,0.9620562364239384,0.9625143220210884,0.01,0.82,linear,3,True,0.014157891273498535
