model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.12,1.58,pi3,0.07,0.9189734981335245,0.9832985655561327,0.04,0.72,rbf,1,True,0.051726301511128746
pi3,SVR(C=0.1),0.98,0.12,2.19,pi2,0.07,0.9182743330111087,0.9913507751464514,0.04,0.64,rbf,1,True,0.051726301511128746
pi3,SVR(C=0.1),0.98,0.12,2.19,pi4,0.09,0.8968650924500197,0.9644101613540959,0.04,0.34,rbf,1,True,0.051726301511128746
pi4,SVR(C=10),0.96,0.14,1.82,pi3,0.01,0.9529135793768904,0.9832985655561327,0.04,0.99,rbf,1,True,0.051726301511128746
pi2,SVR(kernel='linear'),0.99,0.06,1.45,pi3,0.06,0.9284290545669287,0.92732712246118,0.04,0.72,linear,1,True,0.051726301511128746
pi3,"SVR(C=10, kernel='linear')",0.93,0.16,1.93,pi2,0.06,0.9846996115114897,0.9874661709221083,0.04,0.64,linear,1,True,0.051726301511128746
pi3,"SVR(C=10, kernel='linear')",0.93,0.16,1.93,pi4,0.0,0.927974849156787,0.9233166581923664,0.04,0.34,linear,1,True,0.051726301511128746
pi4,SVR(kernel='linear'),0.92,0.08,1.64,pi3,0.0,0.9186593901641824,0.92732712246118,0.04,0.99,linear,1,True,0.051726301511128746
pi2,SVR(),0.85,0.1,1.12,pi3,0.67,0.180259415976596,0.5435622907167351,0.03,0.38,rbf,2,True,0.0405952533086141
pi3,"SVR(C=1, epsilon=0.5)",0.54,0.03,1.58,pi2,0.97,-0.42682332190974326,0.8522774346409995,0.03,0.82,rbf,2,True,0.0405952533086141
pi3,"SVR(C=1, epsilon=0.5)",0.54,0.03,1.58,pi5,0.17,0.3690937446410312,0.8999804604093001,0.04,0.82,rbf,2,True,0.0405952533086141
pi5,SVR(),0.9,0.06,1.16,pi3,0.54,0.3631339693592228,0.5435622907167351,0.04,0.84,rbf,2,True,0.0405952533086141
pi2,SVR(kernel='linear'),0.8,0.05,1.22,pi3,0.6,0.19727009897489645,0.4067270707673122,0.03,0.38,linear,2,True,0.0405952533086141
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.41,0.01,1.48,pi2,0.51,-0.10000738770664142,0.7983105609845673,0.03,0.82,linear,2,True,0.0405952533086141
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.41,0.01,1.48,pi5,0.35,0.7566587702587887,0.7794554514226439,0.04,0.82,linear,2,True,0.0405952533086141
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.78,0.02,1.6,pi3,0.48,0.30015022070121533,0.4067270707673122,0.04,0.84,linear,2,True,0.0405952533086141
pi2,SVR(C=10),0.97,0.04,0.99,pi4,0.01,0.9777990965548823,0.9874361304489534,0.02,0.97,rbf,3,True,0.020932644605636597
pi4,SVR(C=10),0.99,0.03,0.75,pi2,0.03,0.9608031395302328,0.9656283019126365,0.02,0.77,rbf,3,True,0.020932644605636597
pi2,"SVR(C=0.1, kernel='linear')",0.96,0.01,0.68,pi4,0.02,0.9834236837615092,0.9830983739144546,0.02,0.97,linear,3,True,0.020932644605636597
pi4,"SVR(C=0.1, kernel='linear')",0.98,0.01,0.67,pi2,0.02,0.9654041213359891,0.9647601905752723,0.02,0.77,linear,3,True,0.020932644605636597
