model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.12,1.48,pi3,0.05,0.9405413680524227,0.9832257588702407,0.02,0.73,rbf,1,True,0.050589938958485924
pi3,SVR(C=0.1),0.98,0.07,1.44,pi2,0.03,0.9485617066144612,0.9908501681958725,0.02,0.63,rbf,1,True,0.050589938958485924
pi3,SVR(C=0.1),0.98,0.07,1.44,pi4,0.09,0.8920952944987941,0.9580383446117505,0.05,0.33,rbf,1,True,0.050589938958485924
pi4,SVR(C=10),0.96,0.15,1.74,pi3,0.01,0.948317287193129,0.9832257588702407,0.05,0.94,rbf,1,True,0.050589938958485924
pi2,SVR(kernel='linear'),0.99,0.07,1.37,pi3,0.04,0.9492889355028141,0.9508509897490308,0.02,0.73,linear,1,True,0.050589938958485924
pi3,"SVR(C=10, kernel='linear')",0.95,0.16,1.62,pi2,0.03,0.9852212774917346,0.9874924778671812,0.02,0.63,linear,1,True,0.050589938958485924
pi3,"SVR(C=10, kernel='linear')",0.95,0.16,1.62,pi4,0.03,0.9164241905153138,0.9110283654216711,0.05,0.33,linear,1,True,0.050589938958485924
pi4,SVR(kernel='linear'),0.91,0.08,1.75,pi3,0.04,0.9466770029183943,0.9508509897490308,0.05,0.94,linear,1,True,0.050589938958485924
pi2,"SVR(C=1, epsilon=0.5)",0.32,0.02,1.45,pi3,0.12,0.20136652930600707,0.7436316476709537,0.04,0.42,rbf,2,True,0.04608591397603353
pi3,SVR(C=10),0.74,0.13,1.45,pi2,0.62,0.12256464181840843,0.3240381987275578,0.04,0.75,rbf,2,True,0.04608591397603353
pi3,SVR(C=10),0.74,0.13,1.45,pi5,0.47,0.26961575698684626,0.35481611237236654,0.04,0.79,rbf,2,True,0.04608591397603353
pi5,"SVR(C=1, epsilon=0.5)",0.35,0.01,1.7,pi3,0.16,0.5174131976039817,0.7436316476709537,0.04,0.86,rbf,2,True,0.04608591397603353
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.24,0.01,2.08,pi3,0.39,0.6323577665727773,0.667624998789748,0.04,0.42,linear,2,True,0.04608591397603353
pi3,SVR(kernel='linear'),0.67,0.05,1.18,pi2,0.41,0.25374738614762615,0.2447844469589885,0.04,0.75,linear,2,True,0.04608591397603353
pi3,SVR(kernel='linear'),0.67,0.05,1.18,pi5,0.38,0.2926154501205578,0.2863136389886395,0.04,0.79,linear,2,True,0.04608591397603353
pi5,SVR(kernel='linear'),0.29,0.08,2.61,pi3,0.39,0.6728357380962449,0.667624998789748,0.04,0.86,linear,2,True,0.04608591397603353
pi2,SVR(C=10),0.96,0.05,0.85,pi4,0.02,0.9801387062497742,0.9881495321046523,0.01,0.95,rbf,3,True,0.01731058955192566
pi4,SVR(C=10),0.99,0.03,0.75,pi2,0.03,0.9561407413284835,0.958803819730535,0.01,0.78,rbf,3,True,0.01731058955192566
pi2,"SVR(C=10, kernel='linear')",0.96,0.03,0.66,pi4,0.02,0.9835494519330414,0.9833256887030393,0.01,0.95,linear,3,True,0.01731058955192566
pi4,"SVR(C=0.1, kernel='linear')",0.98,0.01,0.72,pi2,0.02,0.9599019803187954,0.9606027257543494,0.01,0.78,linear,3,True,0.01731058955192566
