model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.1,1.48,pi3,0.07,0.9223823610912117,0.9816770918305419,0.03,0.79,rbf,1,True,0.04397002855936686
pi3,SVR(),0.98,0.13,1.89,pi2,0.07,0.9132112901812608,0.9908800433003455,0.03,0.63,rbf,1,True,0.04397002855936686
pi3,SVR(),0.98,0.13,1.89,pi4,0.11,0.873769021746897,0.9616099680404032,0.04,0.3,rbf,1,True,0.04397002855936686
pi4,SVR(C=10),0.96,0.17,2.17,pi3,0.03,0.9340346490804042,0.9816770918305419,0.04,0.93,rbf,1,True,0.04397002855936686
pi2,"SVR(C=10, kernel='linear')",0.99,0.16,1.63,pi3,0.05,0.9336086584828618,0.9346521172641598,0.03,0.79,linear,1,True,0.04397002855936686
pi3,"SVR(C=10, kernel='linear')",0.93,0.16,1.77,pi2,0.05,0.9855305574965698,0.9879227142604509,0.03,0.63,linear,1,True,0.04397002855936686
pi3,"SVR(C=10, kernel='linear')",0.93,0.16,1.77,pi4,0.02,0.917538498692237,0.9136217372921864,0.04,0.3,linear,1,True,0.04397002855936686
pi4,SVR(kernel='linear'),0.91,0.08,2.02,pi3,0.02,0.9293652724300236,0.9346521172641598,0.04,0.93,linear,1,True,0.04397002855936686
pi2,SVR(),0.84,0.07,1.01,pi3,0.67,0.16855727089092576,0.5743947999763128,0.03,0.39,rbf,2,True,0.04930917421976725
pi3,"SVR(C=1, epsilon=0.5)",0.57,0.02,1.61,pi2,1.24,-0.6641421077241956,0.8399303093212194,0.03,0.83,rbf,2,True,0.04930917421976725
pi3,"SVR(C=1, epsilon=0.5)",0.57,0.02,1.61,pi5,0.48,0.09662934148195401,0.38857899923024586,0.04,0.82,rbf,2,True,0.04930917421976725
pi5,SVR(),0.39,0.08,1.52,pi3,0.02,0.4073236618825391,0.5743947999763128,0.04,0.86,rbf,2,True,0.04930917421976725
pi2,SVR(kernel='linear'),0.78,0.06,1.15,pi3,0.54,0.2334078846020805,0.42777951321035257,0.03,0.39,linear,2,True,0.04930917421976725
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.43,0.03,1.77,pi2,0.24,0.18780228521801,0.7771154977510877,0.03,0.83,linear,2,True,0.04930917421976725
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.43,0.03,1.77,pi5,0.11,0.32165681105466293,0.3252186271886788,0.04,0.82,linear,2,True,0.04930917421976725
pi5,"SVR(C=0.1, kernel='linear')",0.33,0.04,2.25,pi3,0.09,0.4198830150368976,0.42777951321035257,0.04,0.86,linear,2,True,0.04930917421976725
pi2,SVR(C=10),0.97,0.04,0.86,pi4,0.02,0.984901276946443,0.9900359983509665,0.01,0.94,rbf,3,True,0.013964086771011353
pi4,SVR(C=10),0.99,0.03,0.78,pi2,0.03,0.963430714704477,0.9658805577642904,0.01,0.79,rbf,3,True,0.013964086771011353
pi2,"SVR(C=10, kernel='linear')",0.97,0.03,0.68,pi4,0.02,0.987433505512513,0.9878366565591322,0.01,0.94,linear,3,True,0.013964086771011353
pi4,"SVR(C=0.1, kernel='linear')",0.99,0.01,0.63,pi2,0.02,0.9658518474716974,0.9662110721065947,0.01,0.79,linear,3,True,0.013964086771011353
