model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.12,1.49,pi3,0.05,0.9383881545310441,0.9816570087548679,0.02,0.74,rbf,1,True,0.03183823823928833
pi3,SVR(),0.98,0.09,1.51,pi2,0.03,0.9475747497184631,0.9916973956925618,0.02,0.62,rbf,1,True,0.03183823823928833
pi2,"SVR(C=10, kernel='linear')",0.99,0.24,1.87,pi3,0.04,0.9486482924380345,0.949061587361473,0.02,0.74,linear,1,True,0.03183823823928833
pi3,SVR(kernel='linear'),0.95,0.11,1.49,pi2,0.04,0.9875917625220236,0.9878968780438486,0.02,0.62,linear,1,True,0.03183823823928833
pi2,"SVR(C=1, epsilon=0.5)",0.3,0.03,1.46,pi3,0.05,0.25167049911484807,0.5726984691435016,0.03,0.38,rbf,2,True,0.03645028670628866
pi3,"SVR(C=10, epsilon=0.5)",0.57,0.04,1.52,pi2,0.21,0.36564576194865606,0.2987933975764492,0.03,0.78,rbf,2,True,0.03645028670628866
pi3,"SVR(C=10, epsilon=0.5)",0.57,0.04,1.52,pi5,0.38,0.1880387157764598,0.44267578431022314,0.04,0.78,rbf,2,True,0.03645028670628866
pi5,SVR(C=10),0.44,0.15,1.66,pi3,0.08,0.3643179923105081,0.5726984691435016,0.04,0.86,rbf,2,True,0.03645028670628866
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.24,0.01,2.01,pi3,0.17,0.41102751740699484,0.43117542097196093,0.03,0.38,linear,2,True,0.03645028670628866
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.43,0.05,1.54,pi2,0.19,0.24183799728136313,0.23633495104429403,0.03,0.78,linear,2,True,0.03645028670628866
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.43,0.05,1.54,pi5,0.1,0.3283297845293498,0.3283170533541421,0.04,0.78,linear,2,True,0.03645028670628866
pi5,"SVR(C=10, kernel='linear')",0.33,0.14,1.79,pi3,0.1,0.42602053674905926,0.43117542097196093,0.04,0.86,linear,2,True,0.03645028670628866
pi2,SVR(C=10),0.97,0.03,0.84,pi4,0.01,0.9761643411813529,0.9890221845455247,0.01,0.96,rbf,3,True,0.014615833759307861
pi4,SVR(C=10),0.99,0.03,0.73,pi2,0.03,0.960536201151979,0.965057373845917,0.01,0.8,rbf,3,True,0.014615833759307861
pi2,"SVR(C=10, kernel='linear')",0.97,0.03,0.64,pi4,0.02,0.9856891060857624,0.9850259618412583,0.01,0.96,linear,3,True,0.014615833759307861
pi4,SVR(kernel='linear'),0.99,0.02,0.68,pi2,0.02,0.9651633412096262,0.9653468825073946,0.01,0.8,linear,3,True,0.014615833759307861
