model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.51,pi3,0.05,0.941611468304584,0.9827721802582228,0.03,0.81,rbf,1,True,0.06123807032903036
pi3,SVR(),0.98,0.09,1.56,pi2,0.05,0.9375207611892608,0.9917827414663482,0.03,0.74,rbf,1,True,0.06123807032903036
pi2,SVR(kernel='linear'),0.99,0.08,1.39,pi3,0.05,0.9426787514626118,0.9481455406595245,0.03,0.81,linear,1,True,0.06123807032903036
pi3,"SVR(C=10, kernel='linear')",0.95,0.14,1.56,pi2,0.03,0.9785615468628631,0.9892014842675015,0.03,0.74,linear,1,True,0.06123807032903036
pi3,"SVR(C=1, epsilon=0.5)",0.59,0.02,1.55,pi5,0.19,0.39974160932214775,0.8878562260214673,0.03,0.83,rbf,2,True,0.031362692515055336
pi5,SVR(),0.89,0.09,1.53,pi3,0.52,0.37145091227107696,0.5869933621230496,0.03,0.87,rbf,2,True,0.031362692515055336
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.41,0.01,1.37,pi5,0.33,0.744413767681109,0.7452507280716791,0.03,0.83,linear,2,True,0.031362692515055336
pi5,SVR(kernel='linear'),0.75,0.07,1.76,pi3,0.35,0.3939662548899896,0.4146125568929959,0.03,0.87,linear,2,True,0.031362692515055336
pi2,SVR(),0.97,0.03,0.82,pi4,0.0,0.9760897559678086,0.986271566055665,0.02,0.97,rbf,3,True,0.027902305126190186
pi4,SVR(C=10),0.99,0.03,0.78,pi2,0.02,0.9642287462714104,0.971189937360204,0.02,0.83,rbf,3,True,0.027902305126190186
pi2,SVR(kernel='linear'),0.97,0.01,0.64,pi4,0.01,0.9827366219638495,0.9834087383688863,0.02,0.97,linear,3,True,0.027902305126190186
pi4,SVR(kernel='linear'),0.98,0.02,0.91,pi2,0.01,0.9709430035404496,0.9692609377178473,0.02,0.83,linear,3,True,0.027902305126190186
