model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.48,pi3,0.06,0.9294942526376089,0.9838066379030774,0.04,0.7,rbf,1,True,0.05006682872772217
pi3,SVR(C=10),0.98,0.15,1.67,pi2,0.03,0.9543818566941198,0.9929512262079832,0.04,0.69,rbf,1,True,0.05006682872772217
pi3,SVR(C=10),0.98,0.15,1.67,pi4,0.06,0.9222303996501588,0.956830247822776,0.04,0.31,rbf,1,True,0.05006682872772217
pi4,SVR(C=10),0.96,0.13,1.59,pi3,0.01,0.9621140629636641,0.9838066379030774,0.04,0.99,rbf,1,True,0.05006682872772217
pi2,"SVR(C=10, kernel='linear')",0.99,0.17,1.4,pi3,0.06,0.9349961825386597,0.9350472609599468,0.04,0.7,linear,1,True,0.05006682872772217
pi3,"SVR(C=10, kernel='linear')",0.94,0.17,1.69,pi2,0.05,0.9897309958255036,0.9900701268735927,0.04,0.69,linear,1,True,0.05006682872772217
pi3,"SVR(C=10, kernel='linear')",0.94,0.17,1.69,pi4,0.02,0.9103463707733863,0.9008347533080834,0.04,0.31,linear,1,True,0.05006682872772217
pi4,SVR(kernel='linear'),0.9,0.08,1.63,pi3,0.03,0.9277859775699007,0.9350472609599468,0.04,0.99,linear,1,True,0.05006682872772217
pi2,"SVR(C=10, epsilon=1)",0.33,0.03,1.41,pi3,0.09,0.23352830806673885,0.8072773500451644,0.03,0.33,rbf,2,True,0.04184351861476898
pi2,"SVR(C=10, epsilon=1)",0.33,0.03,1.41,pi4,0.92,-0.5878651076507608,0.4981650027016138,0.04,0.25,rbf,2,True,0.04184351861476898
pi3,SVR(),0.81,0.11,1.51,pi2,0.58,0.22620957274386422,0.327823351327595,0.03,0.79,rbf,2,True,0.04184351861476898
pi4,SVR(C=0.1),0.5,0.05,1.23,pi2,0.85,-0.3520187310885301,0.327823351327595,0.04,0.67,rbf,2,True,0.04184351861476898
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.21,0.04,2.2,pi3,0.38,0.5872982490504789,0.6918153664812359,0.03,0.33,linear,2,True,0.04184351861476898
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.21,0.04,2.2,pi4,0.19,0.015931287665492566,0.05486995012341467,0.04,0.25,linear,2,True,0.04184351861476898
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.69,0.02,1.53,pi2,0.51,0.17855972155980682,0.20886490857976725,0.03,0.79,linear,2,True,0.04184351861476898
pi4,SVR(kernel='linear'),0.05,0.05,1.88,pi2,0.12,0.1763488641614609,0.20886490857976725,0.04,0.67,linear,2,True,0.04184351861476898
pi2,SVR(C=10),0.96,0.03,0.79,pi4,0.01,0.9729738844451461,0.987272255769258,0.02,0.94,rbf,3,True,0.024889051914215088
pi4,SVR(C=10),0.99,0.03,0.74,pi2,0.03,0.9522818824916371,0.9583357043434257,0.02,0.81,rbf,3,True,0.024889051914215088
pi2,"SVR(C=10, kernel='linear')",0.96,0.02,0.66,pi4,0.03,0.9839334911627923,0.9836600941104072,0.02,0.94,linear,3,True,0.024889051914215088
pi4,SVR(kernel='linear'),0.98,0.01,0.64,pi2,0.03,0.9577892456175254,0.9580907064075,0.02,0.81,linear,3,True,0.024889051914215088
