model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.14,1.64,pi3,0.08,0.9106825616444878,0.9795229676354449,0.03,0.76,rbf,1,True,0.04339404900868734
pi3,SVR(),0.98,0.14,2.0,pi2,0.08,0.9008333681409344,0.9907214592918925,0.03,0.64,rbf,1,True,0.04339404900868734
pi3,SVR(),0.98,0.14,2.0,pi4,0.11,0.8656841394854166,0.9623844731295437,0.04,0.35,rbf,1,True,0.04339404900868734
pi4,SVR(C=10),0.96,0.17,1.8,pi3,0.02,0.9397069203569434,0.9795229676354449,0.04,0.96,rbf,1,True,0.04339404900868734
pi2,SVR(kernel='linear'),0.99,0.07,1.47,pi3,0.06,0.9264476992091756,0.9250975092976862,0.03,0.76,linear,1,True,0.04339404900868734
pi3,"SVR(C=10, kernel='linear')",0.93,0.19,1.81,pi2,0.06,0.9858297243773534,0.9875878968235259,0.03,0.64,linear,1,True,0.04339404900868734
pi3,"SVR(C=10, kernel='linear')",0.93,0.19,1.81,pi4,0.01,0.9121632196738585,0.9054997948659667,0.04,0.35,linear,1,True,0.04339404900868734
pi4,"SVR(C=10, kernel='linear')",0.91,0.22,1.94,pi3,0.01,0.9194716635770371,0.9250975092976862,0.04,0.96,linear,1,True,0.04339404900868734
pi2,SVR(C=10),0.86,0.07,1.08,pi3,0.46,0.4004665798020278,0.6010080766785926,0.03,0.37,rbf,2,True,0.03906027475992838
pi3,SVR(C=10),0.6,0.14,1.52,pi2,1.16,-0.5543921482707201,0.8578382161190237,0.03,0.82,rbf,2,True,0.03906027475992838
pi3,SVR(C=10),0.6,0.14,1.52,pi5,0.15,0.7490454426409516,0.8791849273645858,0.03,0.82,rbf,2,True,0.03906027475992838
pi5,SVR(),0.88,0.08,1.49,pi3,0.32,0.5571205260782227,0.6010080766785926,0.03,0.86,rbf,2,True,0.03906027475992838
pi2,SVR(kernel='linear'),0.79,0.04,1.13,pi3,0.4,0.39268497496430255,0.5733568419232489,0.03,0.37,linear,2,True,0.03906027475992838
pi3,SVR(kernel='linear'),0.57,0.06,1.42,pi2,0.12,0.450035365737419,0.7884291148522596,0.03,0.82,linear,2,True,0.03906027475992838
pi3,SVR(kernel='linear'),0.57,0.06,1.42,pi5,0.15,0.7272319889512948,0.765291912324885,0.03,0.82,linear,2,True,0.03906027475992838
pi5,"SVR(C=10, kernel='linear')",0.77,0.4,2.57,pi3,0.19,0.5791933606340931,0.5733568419232489,0.03,0.86,linear,2,True,0.03906027475992838
pi2,SVR(C=10),0.96,0.03,0.85,pi4,0.01,0.9753510044831948,0.9898148882892001,0.01,0.93,rbf,3,True,0.014455407857894897
pi4,SVR(C=10),0.99,0.03,0.72,pi2,0.03,0.9563456422260638,0.9627362886691491,0.01,0.76,rbf,3,True,0.014455407857894897
pi2,"SVR(C=10, kernel='linear')",0.96,0.03,0.69,pi4,0.02,0.9870958901288465,0.9868999401687761,0.01,0.93,linear,3,True,0.014455407857894897
pi4,SVR(kernel='linear'),0.99,0.01,0.64,pi2,0.02,0.9645045415761038,0.9643828653944626,0.01,0.76,linear,3,True,0.014455407857894897
