model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.14,1.6,pi3,0.07,0.9174701494083073,0.9822998273516159,0.04,0.69,rbf,1,True,0.04658240079879761
pi3,SVR(C=10),0.98,0.18,1.92,pi2,0.03,0.9549621914458193,0.9919612311488376,0.04,0.69,rbf,1,True,0.04658240079879761
pi3,SVR(C=10),0.98,0.18,1.92,pi4,0.05,0.9298843326084884,0.9646157334125588,0.03,0.34,rbf,1,True,0.04658240079879761
pi4,SVR(C=10),0.96,0.13,1.65,pi3,0.01,0.9579046173409176,0.9822998273516159,0.03,0.98,rbf,1,True,0.04658240079879761
pi2,SVR(kernel='linear'),0.99,0.07,1.39,pi3,0.06,0.9330410227242665,0.9334704797708694,0.04,0.69,linear,1,True,0.04658240079879761
pi3,SVR(kernel='linear'),0.93,0.1,1.87,pi2,0.05,0.9859304848831405,0.9885037526054508,0.04,0.69,linear,1,True,0.04658240079879761
pi3,SVR(kernel='linear'),0.93,0.1,1.87,pi4,0.01,0.9211145155809453,0.913373935069974,0.03,0.34,linear,1,True,0.04658240079879761
pi4,SVR(kernel='linear'),0.91,0.08,1.72,pi3,0.01,0.9272364228483091,0.9334704797708694,0.03,0.98,linear,1,True,0.04658240079879761
pi2,"SVR(C=0.1, epsilon=0.5)",0.32,0.02,1.28,pi3,0.02,0.34084444126872937,0.655014929000906,0.03,0.36,rbf,2,True,0.03065017859141032
pi3,"SVR(C=1, epsilon=0.5)",0.66,0.02,1.52,pi2,0.31,0.3420449777332172,0.3196137078284411,0.03,0.78,rbf,2,True,0.03065017859141032
pi3,"SVR(C=1, epsilon=0.5)",0.66,0.02,1.52,pi5,0.48,0.1749498339511305,0.36864874101319445,0.02,0.81,rbf,2,True,0.03065017859141032
pi5,SVR(),0.37,0.11,1.71,pi3,0.19,0.5591470963374559,0.655014929000906,0.02,0.87,rbf,2,True,0.03065017859141032
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.26,0.02,2.48,pi3,0.31,0.5641180996960455,0.5984434291292204,0.03,0.36,linear,2,True,0.03065017859141032
pi3,"SVR(C=10, kernel='linear')",0.6,0.12,1.72,pi2,0.34,0.2631576703336461,0.25767933368016194,0.03,0.78,linear,2,True,0.03065017859141032
pi3,"SVR(C=10, kernel='linear')",0.6,0.12,1.72,pi5,0.29,0.3079043379618476,0.3107460553674424,0.02,0.81,linear,2,True,0.03065017859141032
pi5,SVR(kernel='linear'),0.31,0.08,1.8,pi3,0.29,0.6017844081987127,0.5984434291292204,0.02,0.87,linear,2,True,0.03065017859141032
pi2,SVR(C=10),0.96,0.03,0.85,pi4,0.01,0.9697421961925279,0.9872707088500845,0.02,0.94,rbf,3,True,0.019898593425750732
pi4,SVR(C=10),0.99,0.03,0.81,pi2,0.03,0.9600100340700201,0.9642541631210898,0.02,0.81,rbf,3,True,0.019898593425750732
pi2,"SVR(C=10, kernel='linear')",0.96,0.04,0.7,pi4,0.02,0.9837790424899994,0.9832435981414112,0.02,0.94,linear,3,True,0.019898593425750732
pi4,"SVR(C=10, kernel='linear')",0.98,0.04,0.75,pi2,0.02,0.9622989937969854,0.963100911096602,0.02,0.81,linear,3,True,0.019898593425750732
