model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.09,1.33,pi3,0.06,0.9294823367690812,0.9838004654597357,0.04,0.75,rbf,1,True,0.0498386025428772
pi3,SVR(C=0.1),0.98,0.1,1.61,pi2,0.04,0.9395837467485774,0.9916418641909501,0.04,0.65,rbf,1,True,0.0498386025428772
pi3,SVR(C=0.1),0.98,0.1,1.61,pi4,0.07,0.913273666718747,0.9598515809699661,0.04,0.32,rbf,1,True,0.0498386025428772
pi4,SVR(C=10),0.96,0.16,1.77,pi3,0.0,0.9593583085154544,0.9838004654597357,0.04,0.97,rbf,1,True,0.0498386025428772
pi2,"SVR(C=10, kernel='linear')",0.99,0.12,1.34,pi3,0.05,0.9423554854677265,0.9424506947387362,0.04,0.75,linear,1,True,0.0498386025428772
pi3,SVR(kernel='linear'),0.94,0.09,1.53,pi2,0.04,0.9870014525171007,0.9888245496881792,0.04,0.65,linear,1,True,0.0498386025428772
pi3,SVR(kernel='linear'),0.94,0.09,1.53,pi4,0.02,0.9179502143188317,0.9114647316004807,0.04,0.32,linear,1,True,0.0498386025428772
pi4,SVR(kernel='linear'),0.91,0.08,1.67,pi3,0.03,0.937390615021269,0.9424506947387362,0.04,0.97,linear,1,True,0.0498386025428772
pi2,"SVR(C=1, epsilon=0.5)",0.32,0.02,1.49,pi3,0.11,0.4343092455854991,0.6520566172799359,0.03,0.33,rbf,2,True,0.03736122449239095
pi3,"SVR(C=10, epsilon=0.5)",0.65,0.05,1.73,pi2,0.26,0.39085081629567464,0.3197255347588869,0.03,0.77,rbf,2,True,0.03736122449239095
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.24,0.04,1.65,pi3,0.21,0.44724256201247425,0.4982458288442664,0.03,0.33,linear,2,True,0.03736122449239095
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.5,0.03,1.54,pi2,0.31,0.18421686697416517,0.2360466650653471,0.03,0.77,linear,2,True,0.03736122449239095
pi2,SVR(),0.96,0.04,0.79,pi4,0.01,0.9750809384919067,0.9873533591527868,0.02,0.96,rbf,3,True,0.01673269271850586
pi4,SVR(C=10),0.99,0.02,0.68,pi2,0.03,0.9618731158903492,0.9642530173010279,0.02,0.87,rbf,3,True,0.01673269271850586
pi2,"SVR(C=10, kernel='linear')",0.97,0.03,0.68,pi4,0.02,0.9833987839790793,0.9835321892860922,0.02,0.96,linear,3,True,0.01673269271850586
pi4,SVR(kernel='linear'),0.98,0.02,0.72,pi2,0.02,0.9664698460148506,0.9651133033741519,0.02,0.87,linear,3,True,0.01673269271850586
