model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.11,1.4,pi3,0.08,0.9100966294645878,0.9801417431456545,0.03,0.74,rbf,1,True,0.048771182696024575
pi3,SVR(),0.98,0.12,1.88,pi2,0.07,0.9098918276918325,0.9917934931956047,0.03,0.69,rbf,1,True,0.048771182696024575
pi3,SVR(),0.98,0.12,1.88,pi4,0.13,0.8510418276850205,0.9640358385999664,0.04,0.29,rbf,1,True,0.048771182696024575
pi4,SVR(C=10),0.96,0.18,1.83,pi3,0.03,0.931280383119055,0.9801417431456545,0.04,0.96,rbf,1,True,0.048771182696024575
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.04,1.33,pi3,0.06,0.925390291191567,0.9247112544749714,0.03,0.74,linear,1,True,0.048771182696024575
pi3,"SVR(C=10, kernel='linear')",0.92,0.17,1.69,pi2,0.06,0.9852923485888573,0.9883385500729852,0.03,0.69,linear,1,True,0.048771182696024575
pi3,"SVR(C=10, kernel='linear')",0.92,0.17,1.69,pi4,0.0,0.9231150109503796,0.9182482104810887,0.04,0.29,linear,1,True,0.048771182696024575
pi4,SVR(kernel='linear'),0.92,0.08,1.54,pi3,0.0,0.9210703208272382,0.9247112544749714,0.04,0.96,linear,1,True,0.048771182696024575
pi2,SVR(),0.82,0.07,0.95,pi3,0.51,0.31213504256718005,0.6469409748307371,0.03,0.33,rbf,2,True,0.050778865814208984
pi3,"SVR(C=1, epsilon=0.5)",0.65,0.05,1.82,pi2,1.73,-1.0830879719909334,0.824045410157908,0.03,0.84,rbf,2,True,0.050778865814208984
pi2,SVR(kernel='linear'),0.75,0.04,0.88,pi3,0.44,0.30512077495938705,0.5025457937836622,0.03,0.33,linear,2,True,0.050778865814208984
pi3,"SVR(C=10, kernel='linear')",0.5,0.08,1.48,pi2,0.63,-0.1267150266835657,0.7489693770992515,0.03,0.84,linear,2,True,0.050778865814208984
pi2,SVR(),0.96,0.03,0.79,pi4,0.01,0.9708211645375655,0.9869849110700939,0.02,0.95,rbf,3,True,0.02115541696548462
pi4,SVR(C=10),0.99,0.03,0.78,pi2,0.03,0.96135891873712,0.9615812951389429,0.02,0.84,rbf,3,True,0.02115541696548462
pi2,"SVR(C=0.1, kernel='linear')",0.96,0.01,0.63,pi4,0.02,0.9825919881322591,0.9824400680804718,0.02,0.95,linear,3,True,0.02115541696548462
pi4,SVR(kernel='linear'),0.98,0.02,0.82,pi2,0.02,0.9636473862763816,0.9621997109802094,0.02,0.84,linear,3,True,0.02115541696548462
