model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.16,1.65,pi3,0.04,0.9475504037569231,0.9857920618065167,0.03,0.71,rbf,1,True,0.03735909859339396
pi3,SVR(),0.99,0.07,1.36,pi2,0.04,0.9487166910740485,0.9908015218159741,0.03,0.69,rbf,1,True,0.03735909859339396
pi3,SVR(),0.99,0.07,1.36,pi4,0.09,0.896743319529725,0.968535085426679,0.03,0.32,rbf,1,True,0.03735909859339396
pi4,SVR(C=10),0.97,0.15,1.79,pi3,0.01,0.9581955289373104,0.9857920618065167,0.03,0.95,rbf,1,True,0.03735909859339396
pi2,SVR(kernel='linear'),0.99,0.07,1.45,pi3,0.03,0.9548437998323094,0.9571943330928354,0.03,0.71,linear,1,True,0.03735909859339396
pi3,SVR(kernel='linear'),0.96,0.1,1.62,pi2,0.03,0.9855829136908059,0.9878785982170816,0.03,0.69,linear,1,True,0.03735909859339396
pi3,SVR(kernel='linear'),0.96,0.1,1.62,pi4,0.03,0.9288057398100755,0.9248816542601636,0.03,0.32,linear,1,True,0.03735909859339396
pi4,SVR(kernel='linear'),0.92,0.07,1.66,pi3,0.03,0.9532424640864448,0.9571943330928354,0.03,0.95,linear,1,True,0.03735909859339396
pi2,"SVR(C=1, epsilon=0.5)",0.32,0.03,1.7,pi3,0.15,0.46774934504140697,0.7345065743893648,0.03,0.35,rbf,2,True,0.046143531799316406
pi3,SVR(),0.73,0.1,1.73,pi2,0.49,0.24890213825584817,0.32176958748125384,0.03,0.76,rbf,2,True,0.046143531799316406
pi3,SVR(),0.73,0.1,1.73,pi5,0.66,0.07154470050633843,0.3212916040693967,0.04,0.79,rbf,2,True,0.046143531799316406
pi5,"SVR(C=10, epsilon=0.5)",0.32,0.03,1.78,pi3,0.04,0.2827660958123134,0.7345065743893648,0.04,0.84,rbf,2,True,0.046143531799316406
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.22,0.01,2.32,pi3,0.31,0.5342299860165735,0.6462072157953396,0.03,0.35,linear,2,True,0.046143531799316406
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.65,0.02,1.59,pi2,0.46,0.187021916034118,0.22180794046931795,0.03,0.76,linear,2,True,0.046143531799316406
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.65,0.02,1.59,pi5,0.49,0.1597716282292322,0.2125412949220855,0.04,0.79,linear,2,True,0.046143531799316406
pi5,"SVR(C=0.01, kernel='linear')",0.21,0.04,2.27,pi3,0.41,0.6218581806445957,0.6462072157953396,0.04,0.84,linear,2,True,0.046143531799316406
pi2,SVR(),0.97,0.05,0.82,pi4,0.01,0.9767948021840985,0.9877061956863442,0.02,0.97,rbf,3,True,0.019823461771011353
pi4,SVR(C=10),0.99,0.02,0.74,pi2,0.02,0.9648290353291537,0.9698722167335815,0.02,0.82,rbf,3,True,0.019823461771011353
pi2,SVR(kernel='linear'),0.97,0.01,0.64,pi4,0.02,0.9842020237471989,0.983743197135317,0.02,0.97,linear,3,True,0.019823461771011353
pi4,SVR(kernel='linear'),0.98,0.02,0.66,pi2,0.01,0.9698895657370371,0.9687111046688872,0.02,0.82,linear,3,True,0.019823461771011353
